ProductID,ProductName,Category,UnitCost,TargetQty,ActualQty,QualityScore,Status,ExtraColumn
PRO4020,Gloria Garcia,Chemicals,48413.09,53,74,15899.0,Book,EXTRA_DATA
PRO4021,Stephen Nelson,Electronics,26195.01,61,84,26048.08,Southern,EXTRA_DATA
PRO4022,Rebecca Allison,FOOD,22934.43,31,242,4074.81,Bad,EXTRA_DATA
PRO4023,Scott Martin,Electronics,49568.37,176,109,28143.65,War,EXTRA_DATA
PRO4024,Jennifer Jackson,Automotive Parts,29391.55,22,52,30932.15,Yourself,EXTRA_DATA
PRO4025,Ashley Barnett,Food,3743.53,292,0,48501.98,Employee,EXTRA_DATA
PRO4026,John Reid,Food,29373.52,35,260,677.87,Account,EXTRA_DATA
PRO4027,Christopher Weaver,Food,47935.45,206,273,14222.16,Worry,EXTRA_DATA
PRO4028,Dana Nunez,Textiles,,40,286,6239.97,Talk,EXTRA_DATA
PRO4029,Matthew Duffy,Food,16642.91,214,60,45773.78,Somebody,EXTRA_DATA
INVALID_21,William Fox,automotive parts,1341.67,117,-1,13714.3,Player,EXTRA_DATA
PRO4031,Joshua Williams,Chemicals,44423.83,122,275,38901.04,Artist,EXTRA_DATA
INVALID_55,Patrick Ramirez,Food,18829.06,38,173,2518.13,Hour,EXTRA_DATA
PRO4033,Michael Watson,Chemicals,21204.87,-1,173,42544.88,Team,EXTRA_DATA
PRO4034,Anthony Mcgee,Food,34564.86,32,117,13277.62,South,EXTRA_DATA
PRO4035,Sarah Perry,Textiles,,230,211,27773.11,Federal,EXTRA_DATA
PRO4036,Ryan Hancock,Electronics,23157.85,121,116,16010.1,Read,EXTRA_DATA
PRO4037,Julie Brown,Automotive Parts,13935.55,294,204,11395.25,Determine,EXTRA_DATA
PRO4038,Joshua Pierce,Textiles,17305.73,164,176,16453.05,Economy,EXTRA_DATA
PRO4039,Jonathan Richmond,Electronics,40880.8,255,267,9844.14,Couple,EXTRA_DATA
PRO4040,Brian Nelson,Chemicals,4850.35,122,268,11848.71,Whose,EXTRA_DATA
PRO4041,Christopher Mendoza,Textiles,34659.68,252,151,13059.82,Gun,EXTRA_DATA
PRO4042,Linda Smith,Electronics,43421.52,34,155,42377.76,Country,EXTRA_DATA
PRO4043,Franklin Burnett,Electronics,8943.23,130,168,42665.36,Nothing,EXTRA_DATA
PRO4044,April Dominguez,Automotive Parts,39178.68,159,78,47476.44,If,EXTRA_DATA
PRO4045,Laura Brown,Chemicals,8579.92,88,11,22365.46,Natural,EXTRA_DATA
PRO1687,  Theresa Holland  ,Electronics,-3295.13,10,103,21198.97,Cover,EXTRA_DATA
PRO4047,Robert Matthews,Electronics,42338.86,116,75,46267.96,Hotel,EXTRA_DATA
PRO4048,Joshua Gardner,Chemicals,,277,179,41424.66,Official,EXTRA_DATA
PRO4049,Erin Parker,Chemicals,15034.04,187,11,22563.89,Run,EXTRA_DATA
PRO4050,Thomas Martin,Textiles,46606.12,62,166,11661.74,Speak,EXTRA_DATA
PRO4051,Ann Schwartz,Automotive Parts,49823.45,18,161,25513.56,National,EXTRA_DATA
PRO4052,Vincent Roberts,Automotive parts,24965.39,0,57,5768.77,Size,EXTRA_DATA
PRO4053,Kevin Gray,Chemicals,6645.09,6,92,32959.0,Together,EXTRA_DATA
PRO4054,Kenneth Barr,Food,38313.85,295,94,48112.95,Home,EXTRA_DATA
PRO4055,Samuel Stevens,Textiles,19433.34,114,39,42910.92,Movement,EXTRA_DATA
PRO4056,  Antonio Rhodes  ,Food,47796.65,210,-1,41638.77,Hit,EXTRA_DATA
PRO4057,Christopher Rice,Textiles,25154.48,71,157,34228.45,Class,EXTRA_DATA
PRO4058,James Owens,Textiles,41180.69,10,57,16785.75,Science,EXTRA_DATA
PRO4059,Kristina Woods,Food,35993.63,214,165,20183.8,Until,EXTRA_DATA
PRO4060,Kelly Avery,Chemicals,0,123,19,490.96,Policy,EXTRA_DATA
PRO4061,Lisa Conrad,Automotive Parts,24348.46,137,127,36509.16,Chair,EXTRA_DATA
PRO4062,Cheryl Bell,Electronics,24133.07,119,5,31905.27,Population,EXTRA_DATA
PRO4063,  Derek Bates  ,Food,37460.28,256,167,40636.66,Industry,EXTRA_DATA
PRO4064,Scott Arnold,Automotive parts,23701.5,220,234,1959.84,Window,EXTRA_DATA
PRO4065,Cindy Harris,Electronics,18301.53,186,150,38375.14,Consider,EXTRA_DATA
PRO4066,Michael Blair,Electronics,11075.51,209,220,47836.12,Discover,EXTRA_DATA
PRO4067,Carol Williams,Food,3413.72,135,106,27848.68,Direction,EXTRA_DATA
PRO4068,Michael Mack,Chemicals,46200.44,162,19,41863.25,She,EXTRA_DATA
PRO4069,Amy Munoz,Textiles,0,173,51,37978.22,Affect,EXTRA_DATA
PRO4070,Edward Dean,Chemicals,47521.1,46,155,38013.34,Add,EXTRA_DATA
PRO4071,  Joseph Spencer  ,Textiles,19285.19,138,125,157.1,Both,EXTRA_DATA
PRO4072,Lindsay Walton,AUTOMOTIVE PARTS,40707.55,-1,277,35021.72,Attention,EXTRA_DATA
PRO4073,Christine Oneill,Food,1659.36,272,294,46471.35,Dark,EXTRA_DATA
PRO4074,Linda Jones,automotive parts,17227.83,230,256,Twenty Five Thousand,Outside,EXTRA_DATA
PRO4075,Jessica Parsons,Chemicals,24983.48,276,68,4927.13,Direction,EXTRA_DATA
PRO4076,Cynthia Davis,Chemicals,Five Hundred,10,106,1315.57,Either,EXTRA_DATA
PRO4077,Natalie Fernandez,Chemicals,15598.04,84,5,38850.24,Beat,EXTRA_DATA
PRO4078,Nicholas Mendoza,Automotive Parts,32415.18,286,265,41932.04,Person,EXTRA_DATA
PRO4079,Alyssa Clark,Chemicals,18419.58,0,9999,41033.06,We,EXTRA_DATA
PRO4080,Jacqueline Miranda,Electronics,42947.72,73,140,36520.8,Pick,EXTRA_DATA
PRO4081,Jimmy Fox,Food,30906.51,112,89,40282.78,Maintain,EXTRA_DATA
PRO4082,Monica Schultz,textiles,1767.48,31,55,-144.37,Social,EXTRA_DATA
PRO4083,Christopher Dean,Chemicals,37765.87,122,273,25900.73,Huge,EXTRA_DATA
PRO4084,  Gabrielle Evans  ,Food,2308.36,112,191,17010.81,Have,EXTRA_DATA
PRO4085,Jennifer Ritter,Automotive Parts,45720.32,155,64,11376.78,More,EXTRA_DATA
PRO4086,Jon Le,Electronics,29107.35,127,233,42806.86,Simple,EXTRA_DATA
PRO1590,  Kimberly Walker  ,TEXTILES,38852.59,177,52,43658.35,Chair,EXTRA_DATA
PRO4088,John Hughes,Electronics,43766.87,170,68,29714.25,Four,EXTRA_DATA
PRO4089,Mary Brown,Electronics,,137,69,21362.16,What,EXTRA_DATA
PRO4090,Stacy Sims,Food,15506.49,26,277,49962.97,Risk,EXTRA_DATA
PRO4091,Tom Kennedy,Chemicals,35075.53,36,51,41512.98,Very,EXTRA_DATA
PRO4092,Chelsea Hood,Electronics,Twenty Five Thousand,183,6,,Loss,EXTRA_DATA
PRO4093,Crystal Olson,Chemicals,32408.65,296,262,4148.72,Former,EXTRA_DATA
PRO4094,Calvin Scott,Electronics,32897.97,126,265,19839.89,Few,EXTRA_DATA
PRO4095,  Mia Turner  ,textiles,0,268,262,1871.02,Free,EXTRA_DATA
PRO4096,Eric Brennan,Textiles,7313.05,150,28,43349.25,Population,EXTRA_DATA
PRO4097,Timothy Nolan,Electronics,22174.05,9999,12,47867.64,Themselves,EXTRA_DATA
PRO4098,Daniel Allen,Chemicals,Ten Thousand,264,139,18052.94,Still,EXTRA_DATA
PRO4099,Danielle Lee,TEXTILES,0,279,81,17733.38,Animal,EXTRA_DATA
PRO4100,Kari Casey,Chemicals,0,64,129,Twenty Five Thousand,Help,EXTRA_DATA
PRO4101,James Marshall,Chemicals,,231,119,14700.39,Government,EXTRA_DATA
PRO4102,  Thomas Walker  ,Textiles,5440.25,225,16,0,Night,EXTRA_DATA
PRO4103,Amy Bolton,Textiles,42297.03,136,59,10632.96,Bank,EXTRA_DATA
PRO4104,Denise Fletcher,Food,,158,228,18388.07,Argue,EXTRA_DATA
PRO0040,Hayden Hernandez,chemicals,20674.36,286,156,0,Ahead,EXTRA_DATA
PRO4106,David Garcia,Textiles,2261.98,87,193,35446.51,Finally,EXTRA_DATA
PRO4107,Deanna Hobbs,Chemicals,32893.69,103,267,12961.06,Call,EXTRA_DATA
PRO4108,Katie Bryant,Food,19373.83,187,258,19020.04,Up,EXTRA_DATA
PRO4109,Jack Guerrero,Automotive Parts,13392.53,109,121,12714.87,Meet,EXTRA_DATA
PRO4110,Emma Jackson,food,39049.83,91,175,24845.37,Suddenly,EXTRA_DATA
PRO4111,William Lin,Automotive Parts,41335.46,97,179,1933.25,Person,EXTRA_DATA
PRO4112,Wendy Wiley,Food,17145.91,9999,129,-2119.32,Computer,EXTRA_DATA
PRO4113,Cheryl Johnson,FOOD,10782.19,270,127,42868.28,During,EXTRA_DATA
PRO4114,Jose Patterson,Automotive Parts,44068.32,147,296,40740.87,Modern,EXTRA_DATA
PRO4115,Rick Valenzuela,Electronics,25641.33,229,154,10090.73,Star,EXTRA_DATA
PRO4116,Christopher Jenkins,Food,47494.75,47,158,38793.04,Research,EXTRA_DATA
PRO4117,  Katie Gay  ,Automotive Parts,13409.89,105,261,-611.58,Great,EXTRA_DATA
PRO4118,Lindsay Young,Electronics,,155,37,34966.95,Front,EXTRA_DATA
PRO2649,Larry Meyers,Textiles,10681.21,46,38,2120.16,Issue,EXTRA_DATA
PRO4120,Angela Warren,Automotive Parts,8874.86,212,173,33860.27,Film,EXTRA_DATA
PRO4121,James Robertson,electronics,12932.37,249,9999,39147.77,They,EXTRA_DATA
PRO4122,Aaron Taylor,Chemicals,35794.82,220,0,Twenty Five Thousand,Various,EXTRA_DATA
PRO4123,Cassandra Rogers,Food,22547.37,135,72,38894.79,Young,EXTRA_DATA
PRO4124,  Jeffery Waters  ,Food,31288.0,57,138,37102.89,Arm,EXTRA_DATA
PRO4125,Amanda Gonzales,Automotive Parts,45556.02,92,20,24494.73,Want,EXTRA_DATA
PRO4126,Anna Jones,Automotive Parts,27718.41,24,256,Ten Thousand,Answer,EXTRA_DATA
PRO4127,Emily Coleman,Textiles,18886.46,116,164,0,Age,EXTRA_DATA
PRO4128,  Karen White  ,Chemicals,9926.65,78,136,22634.31,Break,EXTRA_DATA
PRO4129,Nicole Harris,Electronics,10730.06,224,295,45248.73,Cause,EXTRA_DATA
PRO4130,Jason Thomas,FOOD,8465.87,124,104,23876.96,See,EXTRA_DATA
PRO4131,Kathryn Bridges,Automotive Parts,6798.54,65,200,-1582.84,Cause,EXTRA_DATA
PRO4132,Michael Johnson,Food,2628.55,34,202,35913.29,Black,EXTRA_DATA
PRO4133,Angela Moore,Automotive Parts,2463.67,4,83,Five Hundred,Sing,EXTRA_DATA
PRO4134,  Jessica Newton  ,Automotive parts,4776.59,186,86,37770.99,Somebody,EXTRA_DATA
PRO4135,Gabriel Vasquez,Electronics,49061.68,189,216,35960.66,Why,EXTRA_DATA
PRO4136,  Kimberly Reese  ,Electronics,39484.13,142,244,19779.61,Since,EXTRA_DATA
PRO4137,Michael Richards,Textiles,36001.1,207,112,6769.6,Sing,EXTRA_DATA
PRO4138,Tara Pollard,Food,41219.3,171,287,15416.79,Reason,EXTRA_DATA
PRO4139,Andrea Gregory,Electronics,35805.47,216,250,19740.84,You,EXTRA_DATA
PRO4140,Jessica Lee,Automotive Parts,43842.99,9999,152,44348.22,Born,EXTRA_DATA
PRO4141,Stephen Pope,Electronics,36480.65,114,123,40136.8,Society,EXTRA_DATA
PRO4142,  Courtney King  ,Chemicals,26244.32,185,125,41388.48,Reason,EXTRA_DATA
PRO4143,Jason Brown,TEXTILES,18958.46,99,233,21368.09,Mouth,EXTRA_DATA
PRO4144,Melissa Houston,Food,18288.86,160,179,6568.05,System,EXTRA_DATA
PRO4145,  Ann Keith  ,chemicals,Five Hundred,193,65,9109.91,Environment,EXTRA_DATA
PRO4146,Michael Berry,Textiles,47676.83,140,220,1033.84,Help,EXTRA_DATA
PRO3506,Heather Clark,Food,9787.51,10,127,23838.62,Whose,EXTRA_DATA
PRO4148,Justin Pratt,Textiles,48354.48,93,248,39448.1,Work,EXTRA_DATA
PRO4149,Beth Goodwin,Electronics,23473.87,20,213,,Myself,EXTRA_DATA
PRO4150,Derrick Greene,Textiles,47163.09,10,208,7840.49,Across,EXTRA_DATA
PRO4151,Ashley Gilmore,Textiles,17784.55,202,107,34679.25,Lay,EXTRA_DATA
PRO4152,Anna Lopez,Electronics,45343.88,246,9999,3875.74,Ten,EXTRA_DATA
PRO4153,  Rhonda Leon  ,Textiles,42974.54,14,97,47650.84,Cold,EXTRA_DATA
PRO4154,Nicholas Mckinney,Automotive Parts,21322.72,91,278,33673.84,Part,EXTRA_DATA
PRO4155,Donald Mcclain,Automotive Parts,,117,76,988.13,Itself,EXTRA_DATA
PRO4156,Justin Dunlap,Chemicals,31482.08,247,198,24088.11,Hope,EXTRA_DATA
PRO4157,Juan Jones,Electronics,40073.48,109,167,10324.68,Describe,EXTRA_DATA
PRO4158,Samantha Clark,Chemicals,6521.29,41,38,15152.6,Condition,EXTRA_DATA
PRO4159,Deborah Lindsey,Electronics,2158.58,188,102,38072.64,Indicate,EXTRA_DATA
PRO4160,  Ashley Miller  ,Food,24391.42,99,216,28836.44,Soon,EXTRA_DATA
PRO4161,Clayton Lee,Chemicals,2511.36,275,214,38925.27,Safe,EXTRA_DATA
PRO4162,Travis Lowery,Food,22128.17,107,64,43022.15,Even,EXTRA_DATA
PRO4163,Dylan Swanson,Chemicals,21726.97,297,291,34435.25,Exactly,EXTRA_DATA
PRO4164,Michael Mitchell,Chemicals,17624.49,237,1,Ten Thousand,Close,EXTRA_DATA
PRO4165,Randall Weeks,Automotive Parts,32538.16,38,63,4272.65,Until,EXTRA_DATA
PRO4166,  Melissa Ross  ,Food,18473.07,40,51,34841.84,Enough,EXTRA_DATA
PRO4167,Kelly Logan,Electronics,35509.5,243,201,14649.98,Already,EXTRA_DATA
PRO4168,David Freeman,Textiles,1613.44,231,123,26102.57,Parent,EXTRA_DATA
PRO4169,Charles Dawson,Automotive Parts,Ten Thousand,27,61,18119.2,Must,EXTRA_DATA
PRO4170,Dustin Green,Chemicals,25770.97,48,18,10573.32,Any,EXTRA_DATA
PRO4171,Elizabeth Watts,Electronics,32564.08,192,233,,May,EXTRA_DATA
PRO4172,Rachel Mcclure,Electronics,40268.8,7,213,10381.3,Religious,EXTRA_DATA
PRO4173,Christian Johnson,Food,15457.41,283,205,286.73,Skill,EXTRA_DATA
PRO2782,Jo Jacobs,Food,24460.34,216,219,7491.19,Describe,EXTRA_DATA
PRO4175,Patricia Wilson,Chemicals,12859.63,7,272,30534.06,Kind,EXTRA_DATA
PRO4176,Victor Reeves,Textiles,47483.25,87,160,,Check,EXTRA_DATA
PRO4177,Phyllis Duncan,Electronics,30156.55,155,283,29602.38,Avoid,EXTRA_DATA
PRO4178,Scott Mata,Electronics,35666.95,245,40,Twenty Five Thousand,Body,EXTRA_DATA
PRO4179,Joel Robinson,automotive parts,37703.36,3,33,42550.27,Game,EXTRA_DATA
PRO4180,  Megan Carrillo  ,AUTOMOTIVE PARTS,24159.62,120,211,46199.87,Technology,EXTRA_DATA
PRO4181,Kimberly Rogers,Electronics,12896.42,2,81,2429.05,Media,EXTRA_DATA
PRO4182,  James Ruiz  ,Chemicals,38132.49,258,103,31051.05,Report,EXTRA_DATA
PRO4183,  Amy Boyd  ,Textiles,22162.36,260,179,46716.08,Sea,EXTRA_DATA
PRO4184,  Tommy Hampton  ,Chemicals,37369.05,287,166,24211.76,Senior,EXTRA_DATA
PRO4185,Victoria Chambers,Textiles,34330.22,220,94,7332.79,Training,EXTRA_DATA
PRO4186,Maria Garza,Automotive Parts,15657.5,40,150,,Goal,EXTRA_DATA
PRO4187,Nicholas Hoover,Textiles,6885.85,60,226,14818.95,Exactly,EXTRA_DATA
PRO4188,Shane Hughes,Electronics,33807.26,0,66,1314.09,Appear,EXTRA_DATA
PRO4189,Jessica Cox,Automotive Parts,29269.57,9999,114,17283.3,Walk,EXTRA_DATA
PRO4190,Samuel Cochran,Food,19117.28,95,25,17466.66,Road,EXTRA_DATA
PRO4191,Natasha Hoffman,Food,49612.13,168,121,20023.91,Well,EXTRA_DATA
PRO4192,Vanessa Crawford,Electronics,17347.67,85,155,Ten Thousand,Put,EXTRA_DATA
PRO0311,Cameron Kaiser,Electronics,0,205,1,,Agent,EXTRA_DATA
INVALID_5,Abigail Johnson,Automotive Parts,1943.04,130,222,30905.1,Theory,EXTRA_DATA
PRO4195,Nicole Turner,Chemicals,0,234,275,5302.69,Along,EXTRA_DATA
PRO4196,  Nicholas Walsh  ,Food,29469.57,0,185,12937.91,Give,EXTRA_DATA
PRO4197,Douglas Coleman,Electronics,39771.62,298,110,5766.42,Teacher,EXTRA_DATA
PRO4198,Amanda Richardson,Electronics,31436.5,10,166,Five Hundred,Might,EXTRA_DATA
PRO4199,Barry Hughes,Automotive Parts,37740.93,132,141,12775.77,Conference,EXTRA_DATA
PRO1803,Shannon Crawford,Electronics,34041.84,201,182,10200.09,Analysis,EXTRA_DATA
PRO4201,  Dana Flores  ,Automotive Parts,7005.01,127,17,40487.85,Age,EXTRA_DATA
PRO4202,Frederick Anderson,Electronics,17292.54,41,238,40151.51,Democratic,EXTRA_DATA
PRO4203,Richard Doyle,Food,46017.61,20,120,20063.78,Door,EXTRA_DATA
PRO4204,Eduardo Wyatt,Automotive Parts,31365.0,174,249,30129.08,Education,EXTRA_DATA
PRO4205,Alicia Brown,Chemicals,33826.18,275,250,47404.39,Car,EXTRA_DATA
PRO4206,Kylie Cameron,Textiles,,81,247,29046.92,Anything,EXTRA_DATA
PRO4207,Todd Copeland,Chemicals,15566.04,180,293,10331.06,Natural,EXTRA_DATA
PRO4208,Veronica Bolton,Automotive Parts,41179.16,119,242,36384.27,Real,EXTRA_DATA
PRO4209,Mark Martinez,Chemicals,37042.69,164,102,38639.9,Mother,EXTRA_DATA
PRO4210,Phillip Farmer,Automotive Parts,,239,270,19383.29,Difficult,EXTRA_DATA
PRO4211,Stephanie Macdonald,Textiles,46846.46,184,41,28866.15,Surface,EXTRA_DATA
PRO4212,Anthony Carroll,Chemicals,18046.87,89,265,12396.61,Knowledge,EXTRA_DATA
PRO4213,Stephanie King,Automotive Parts,44163.27,227,249,28880.48,Manage,EXTRA_DATA
PRO4214,Marie Lawrence,Electronics,29565.99,226,270,37390.74,Response,EXTRA_DATA
PRO4215,Shawn Jones,Food,21180.2,143,204,1436.66,Memory,EXTRA_DATA
PRO4216,Christian House,Automotive Parts,11121.39,31,12,16858.92,Suffer,EXTRA_DATA
PRO4217,Norma Campbell,Textiles,35285.59,72,31,14369.52,Travel,EXTRA_DATA
PRO0761,  Brandon Thompson  ,Chemicals,36934.09,4,213,5838.07,Fast,EXTRA_DATA
PRO4219,James Johnson,Textiles,18646.27,83,76,39341.01,Focus,EXTRA_DATA
PRO4220,Rebecca Greene,Food,-677.65,155,20,47474.07,Movie,EXTRA_DATA
PRO4221,Brandon Ritter,Electronics,10314.43,110,86,16023.38,Court,EXTRA_DATA
PRO4222,Nicholas Taylor,Electronics,17962.99,64,91,3265.64,Machine,EXTRA_DATA
PRO4223,  Cynthia Brown  ,Chemicals,5260.66,100,132,1834.6,First,EXTRA_DATA
PRO4224,Anthony Brown,Chemicals,9401.27,100,168,44896.74,Image,EXTRA_DATA
PRO4225,Kenneth Olsen,Automotive Parts,30531.78,145,230,2712.76,Indeed,EXTRA_DATA
PRO4226,Ryan Hebert,Electronics,45219.35,115,44,25336.34,Customer,EXTRA_DATA
PRO4227,Michael Moore,Food,30443.54,286,282,34137.0,Management,EXTRA_DATA
INVALID_36,Frederick Weaver,electronics,36843.58,213,186,Five Hundred,Government,EXTRA_DATA
INVALID_17,Kathy Ortega,Automotive Parts,41901.79,38,236,7967.5,Paper,EXTRA_DATA
PRO4230,Rhonda Frazier,Automotive Parts,12980.57,269,293,,Democrat,EXTRA_DATA
PRO4231,  Kent Torres  ,Textiles,47767.35,95,139,45669.69,About,EXTRA_DATA
PRO4232,Kristopher Webster,Electronics,25106.07,265,83,4519.81,Little,EXTRA_DATA
PRO4233,Holly Cherry,Automotive Parts,24754.14,216,232,33296.85,Eight,EXTRA_DATA
PRO4234,Luke Matthews,Chemicals,18564.49,164,48,36079.8,Day,EXTRA_DATA
PRO4235,Joshua Hernandez,Food,28480.43,0,16,2444.76,He,EXTRA_DATA
PRO4236,Theresa Bauer,Electronics,22731.63,132,52,17615.5,Price,EXTRA_DATA
PRO4237,Terri Jackson,Chemicals,40262.06,274,152,5831.17,Change,EXTRA_DATA
PRO4238,Kayla Poole,Automotive Parts,29130.62,153,230,-2555.16,Sit,EXTRA_DATA
PRO4239,Denise Cruz,Food,2301.8,162,261,12284.8,Rather,EXTRA_DATA
PRO2987,Albert Molina,Textiles,2740.59,120,195,6176.03,Well,EXTRA_DATA
PRO4241,Joshua Ayala,Automotive Parts,15490.71,67,109,-2632.56,Human,EXTRA_DATA
PRO4242,Sheila Evans,Electronics,21925.38,39,170,41214.33,Yeah,EXTRA_DATA
PRO2722,Susan Michael,Electronics,18006.84,270,11,28225.83,Into,EXTRA_DATA
PRO4244,Tyler Sullivan,Automotive Parts,20289.02,252,9999,Five Hundred,Ten,EXTRA_DATA
PRO4245,Christina Ortega,Chemicals,25696.62,270,243,38832.4,Budget,EXTRA_DATA
PRO4246,Emily Mills,Automotive Parts,-3844.46,181,118,0,Between,EXTRA_DATA
PRO4247,Tyler Thomas,Food,,32,277,20392.98,Soldier,EXTRA_DATA
PRO4248,Jennifer Shaffer,Textiles,30744.55,152,56,23072.07,Home,EXTRA_DATA
PRO4249,Kevin Smith,Automotive Parts,10400.03,62,184,38642.63,How,EXTRA_DATA
PRO4250,Heather Conner,Food,16765.09,149,146,31191.61,Hospital,EXTRA_DATA
PRO3123,Allison Johnston,Electronics,41304.34,225,250,33602.22,Bill,EXTRA_DATA
PRO4252,Michael Martinez,Electronics,49503.27,181,54,23751.32,Write,EXTRA_DATA
PRO4253,Justin Oconnor,Automotive Parts,,237,290,14095.1,Good,EXTRA_DATA
PRO4254,Mary Stone,ELECTRONICS,34040.61,15,282,15624.35,Trip,EXTRA_DATA
PRO4255,Samuel Good,Automotive Parts,41480.3,173,140,6899.09,Early,EXTRA_DATA
PRO4256,  Benjamin Potts  ,Food,,298,176,16316.83,Her,EXTRA_DATA
PRO4257,Carlos Munoz,Food,43023.04,162,22,40028.58,Age,EXTRA_DATA
PRO4258,Daniel Anderson,Food,24159.55,48,0,41545.63,Individual,EXTRA_DATA
PRO4259,Madison Dean,Automotive Parts,9265.14,142,14,0,Wait,EXTRA_DATA
PRO4260,Jessica Stewart,Textiles,,0,85,8781.32,Outside,EXTRA_DATA
PRO4261,Michael Schroeder,Textiles,36975.57,129,116,10654.29,Yourself,EXTRA_DATA
PRO4262,  Christopher Hahn  ,Automotive Parts,2547.54,155,233,13829.5,Meeting,EXTRA_DATA
PRO4263,Christine Smith,Food,22004.72,187,273,41834.72,Trip,EXTRA_DATA
PRO4264,Michael Ray,AUTOMOTIVE PARTS,Ten Thousand,246,230,45833.23,Loss,EXTRA_DATA
PRO0800,David Cowan,Food,Ten Thousand,87,89,4237.8,Tax,EXTRA_DATA
PRO4266,Susan Conley,Food,11174.11,223,0,16196.75,Little,EXTRA_DATA
PRO4267,Samuel Rowe,Automotive Parts,37264.51,67,172,12930.97,Quality,EXTRA_DATA
PRO4268,Mary Greene,Automotive Parts,13325.89,36,256,,Good,EXTRA_DATA
PRO4269,Cynthia Hall,Textiles,46492.24,2,173,48685.78,Report,EXTRA_DATA
PRO4270,Maria Kline,Automotive Parts,40676.82,98,106,45544.12,Tree,EXTRA_DATA
PRO4271,Donald Williamson,Electronics,37863.48,19,60,36536.47,Cold,EXTRA_DATA
PRO4272,Jacob Dominguez,Automotive Parts,27476.37,260,104,28334.32,Movement,EXTRA_DATA
PRO4273,Justin Miller,Chemicals,35569.59,228,241,6836.68,President,EXTRA_DATA
PRO1124,  Ashley Powell  ,Food,17157.14,201,22,33361.39,Major,EXTRA_DATA
PRO4275,  Tara Lopez  ,Chemicals,17796.73,0,26,18006.06,Price,EXTRA_DATA
PRO4276,Jason Johnson,Textiles,20496.2,229,9999,28037.15,Themselves,EXTRA_DATA
PRO4277,Ronald Figueroa,Textiles,6948.03,103,47,24781.17,Leave,EXTRA_DATA
PRO4278,Keith Riley,Chemicals,33122.59,299,296,35047.75,Anyone,EXTRA_DATA
PRO4279,Mario Li,Food,46693.02,167,202,-959.03,Professional,EXTRA_DATA
PRO4280,Brooke Clark,Food,38861.29,164,290,41453.27,While,EXTRA_DATA
PRO4281,Sherry Garner,textiles,5927.01,118,261,46236.78,In,EXTRA_DATA
PRO4282,Michael Walker,Automotive Parts,4428.27,280,206,8933.0,Exist,EXTRA_DATA
PRO4283,Brooke Taylor,Electronics,46663.37,67,60,41148.35,Face,EXTRA_DATA
PRO4284,Jeremy Richardson,Electronics,32803.75,116,81,13057.98,Task,EXTRA_DATA
PRO4285,David Gonzalez,Chemicals,14579.59,168,40,22623.02,Break,EXTRA_DATA
PRO4286,Catherine Combs,Electronics,2173.25,248,107,7725.46,Pay,EXTRA_DATA
PRO4287,Kimberly Bryant,Automotive Parts,,122,164,454.88,Could,EXTRA_DATA
PRO4288,  James Harris  ,Textiles,30681.65,2,40,,Class,EXTRA_DATA
PRO4289,Bonnie Lopez,Food,8900.97,38,264,46692.71,Animal,EXTRA_DATA
PRO4290,Crystal Fernandez,Electronics,15858.9,30,244,8543.72,Community,EXTRA_DATA
PRO4291,Walter Page,Automotive Parts,35879.15,238,270,10091.7,Senior,EXTRA_DATA
PRO4292,Lydia Hudson,Food,31460.55,270,113,34613.23,Thus,EXTRA_DATA
PRO4293,Robert Morris,Electronics,10287.39,97,276,38344.11,Order,EXTRA_DATA
PRO4294,Brittney Chase,Electronics,20747.1,229,99,32071.85,Tell,EXTRA_DATA
PRO4295,Lisa Wade,Chemicals,11742.12,53,182,989.09,Type,EXTRA_DATA
PRO4296,Jacqueline Nichols,Chemicals,21293.53,181,233,48785.61,Single,EXTRA_DATA
PRO4297,Kimberly Garcia,Automotive Parts,8803.1,297,71,30877.44,Smile,EXTRA_DATA
PRO4298,Ashley Ramirez,Textiles,39002.74,58,18,19214.78,Speak,EXTRA_DATA
PRO4299,Sarah Perez,Food,24767.83,37,45,13799.51,Nearly,EXTRA_DATA
PRO4300,  Tara Smith  ,ELECTRONICS,10901.42,160,187,12768.69,Nature,EXTRA_DATA
PRO4301,Kevin Smith,Food,43566.44,29,111,23486.17,Between,EXTRA_DATA
PRO4302,Charles Andersen,Food,24679.62,119,4,19011.77,So,EXTRA_DATA
PRO4303,Matthew Anderson,Food,23781.97,192,244,18052.51,They,EXTRA_DATA
PRO4304,Christopher Diaz,Food,46281.17,201,291,43122.43,Paper,EXTRA_DATA
PRO4305,Tina Conway,Automotive Parts,33652.0,161,9999,26299.91,There,EXTRA_DATA
PRO4306,Thomas Walker,Automotive Parts,22415.81,263,71,19862.6,Relationship,EXTRA_DATA
PRO4307,Stephanie Morrison,Textiles,36616.03,184,18,8687.23,Choice,EXTRA_DATA
PRO4308,Lacey Church,Electronics,22940.17,233,220,4125.66,Series,EXTRA_DATA
PRO4309,  Michael Alexander  ,Food,,67,63,48524.97,Onto,EXTRA_DATA
PRO4310,Jon Burnett,Automotive Parts,0,21,288,22417.21,We,EXTRA_DATA
PRO4311,Brandon Parker,Food,31439.64,279,39,31347.78,Live,EXTRA_DATA
PRO4312,Daniel Gomez,Textiles,33559.58,125,264,15547.1,Former,EXTRA_DATA
