MachineID,MachineName,LineID,LastMaintenanceDate,Status,OperatingHrs
MAC4059,Next,LIN0015,06/29/2022,Operational,15059.09
MAC4060,Economic,LIN0008,08-03-2023,Operational,26745.9
MAC1332,Oil,LIN0020,15/04/2024,Under Maintenance,27978.01
MAC4062,Expect,LIN0001,01-06-2022,Operational,10879.43
MAC4063,Similar,LIN0020,02-02-2024,Faulty,29576.97
MAC4064,Lawyer,LIN0017,19-10-2023,Faulty,15274.54
MAC4065,Growth,LIN0018,2022-10-12,Operational,22135.1
MAC4066,Strategy,LIN0012,07/24/2024,Faulty,37308.56
MAC4067,Base,LIN0006,08/31/2024,Under Maintenance,Ten Thousand
MAC4068,Quite,LIN0009,17-06-2022,Faulty,47434.15
MAC4069,Would,LIN0020,2022-08-16,Under Maintenance,12028.21
MAC4070,Level,LIN0009,2023-05-03,Under Maintenance,32021.5
MAC4071,From,LIN0003,02/02/2023,operational,25555.07
MAC4072,Usually,LIN0018,07/13/2023,Under Maintenance,10208.92
INVALID_78,Where,LIN0002,27-02-2024,Operational,13219.78
MAC4074,Become,LIN0020,2022-04-01,Under Maintenance,40339.75
MAC4075,Onto,LIN0015,08-04-2022,Operational,25437.43
MAC4076,Population,LIN0008,19/08/2023,Faulty,39819.75
MAC4077,Court,LIN0003,11-02-2022,Faulty,26441.06
MAC4078,Young,LIN0019,18/07/2022,Operational,1633.1
MAC4079,No,LIN0007,10/30/2022,Faulty,21990.18
MAC4080,Realize,LIN0014,20-06-2022,Under Maintenance,34928.59
MAC4081,Really,LIN0002,2024-05-23,UNDER MAINTENANCE,8640.99
MAC4082,Allow,LIN0018,2022-03-17,faulty,Five Hundred
MAC4083,Small,LIN0020,07/03/2022,Operational,8756.73
MAC4084,Size,LIN0005,26-11-2022,Under Maintenance,16264.32
MAC4085,Word,LIN0013,25-11-2024,Faulty,44207.34
MAC4086,A,LIN9999,13-01-2024,Faulty,27972.6
MAC0889,Surface,LIN0017,2024-07-02,Under Maintenance,6325.24
MAC4088,Stock,LIN0002,02/05/2023,Operational,41161.69
MAC4089,Total,LIN0008,2022-05-22,Under Maintenance,2739.34
MAC4090,Management,LIN0013,05/12/2022,Under Maintenance,44240.99
MAC4091,Cover,LIN0009,03/05/2022,Faulty,36162.29
MAC4092,Place,LIN0003,30/10/2024,Operational,48289.3
MAC4093,Science,LIN0017,12-10-2023,Under Maintenance,47848.86
MAC4094,Anyone,LIN0014,08/08/2023,Operational,36712.72
MAC4095,Color,LIN0007,25-10-2022,Operational,39395.25
MAC4096,Short,LIN0003,15/09/2022,Operational,0
MAC4097,Enter,LIN9999,2023-06-11,Faulty,48292.91
MAC4098,Enjoy,LIN0007,17-05-2023,Faulty,41532.08
MAC4099,Form,LIN0014,14-03-2023,Under Maintenance,4226.4
MAC4100,Heavy,LIN0020,10-02-2023,OPERATIONAL,39334.38
MAC4101,Sport,LIN0008,13/01/2023,Faulty,631.91
MAC4102,Work,LIN0006,08/18/2022,Operational,20140.17
MAC4103,Area,LIN0006,16-02-2024,Faulty,21210.87
MAC4104,Party,LIN0008,01-06-2023,Faulty,18442.63
MAC4105,Check,LIN0011,06-09-2024,Under Maintenance,142.95
MAC4106,Leg,LIN0001,2023-05-23,Operational,Twenty Five Thousand
MAC4107,Environmental,LIN0020,11/11/2022,Under Maintenance,42781.89
MAC4108,Consumer,LIN0004,03/05/2024,Faulty,0
MAC4109,Entire,LIN0003,16-03-2023,Under Maintenance,
MAC4110,Once,LIN0002,12/01/2024,Under Maintenance,Five Hundred
MAC4111,One,LIN0019,18-09-2023,Faulty,16312.78
MAC4112,Necessary,LIN0020,05/25/2022,Faulty,31571.88
MAC4113,Decision,LIN0016,03/13/2024,Operational,46184.61
MAC4114,Fact,LIN0006,14/08/2024,Operational,43800.67
MAC4115,Special,LIN0012,07/04/2022,Operational,2885.6
MAC4116,Fall,LIN0009,20-11-2022,Faulty,5360.17
MAC4117,Over,LIN0018,15/11/2024,Faulty,39565.72
MAC4118,Identify,LIN0013,2024-07-31,UNDER MAINTENANCE,43671.57
MAC4119,Available,LIN0003,2024-03-13,Operational,34246.35
MAC4120,Science,LIN0016,05/06/2023,Under Maintenance,9547.46
MAC4121,Charge,LIN0008,09/05/2022,Under Maintenance,35425.31
MAC4122,Single,LIN0010,2023-01-04,Under Maintenance,322.96
MAC4123,Decision,LIN0020,06-01-2023,Operational,43037.25
MAC4124,Measure,LIN0011,2023-11-21,Faulty,48175.58
MAC4125,Learn,LIN0017,09-01-2023,Operational,18242.29
MAC4126,Might,LIN0008,08/26/2023,Faulty,43582.17
MAC4127,Money,LIN0003,2022-02-15,Operational,-713.05
MAC4128,Try,LIN0016,2024-09-08,Faulty,0
MAC4129,Suffer,LIN9999,2023-01-17,Under Maintenance,35759.08
MAC4130,Moment,LIN0012,06/04/2024,Faulty,19184.88
MAC4131,Along,LIN0005,01/06/2022,Under Maintenance,31977.82
MAC4132,Note,LIN0020,2022-09-16,Operational,-3949.83
MAC4133,Along,LIN0012,08/07/2024,Operational,1425.97
MAC4134,Five,LIN0020,19/04/2023,Under Maintenance,22421.71
MAC4135,Common,LIN0012,18-04-2023,Operational,34863.85
MAC4136,Life,LIN0010,30-08-2023,Faulty,15920.41
MAC4137,Always,LIN0020,26/02/2024,FAULTY,21308.15
MAC4138,Them,LIN0009,22-09-2024,Under Maintenance,39582.36
MAC4139,Run,LIN0017,22/03/2024,Faulty,11433.71
MAC4140,Across,LIN0002,25-03-2022,faulty,46923.63
MAC4141,Hospital,LIN0013,2022-11-30,Faulty,46174.65
MAC4142,Blood,LIN0005,2024-10-27,Under Maintenance,10285.64
MAC4143,Blood,LIN0011,11/12/2023,Operational,13269.99
MAC4144,Or,LIN0012,31/08/2023,Faulty,49323.5
MAC4145,Good,LIN0014,03-11-2024,Faulty,49501.07
MAC4146,Along,LIN0017,2023-02-16,Under Maintenance,4184.88
MAC4147,Technology,LIN0003,30-05-2022,faulty,31211.9
MAC4148,Goal,LIN0014,29/11/2022,Faulty,36701.54
MAC4149,Miss,LIN0009,29/11/2023,Operational,11051.09
MAC4150,Single,LIN0019,29-09-2022,Faulty,31768.82
MAC4151,Reveal,LIN0018,02-06-2022,Under Maintenance,9320.82
MAC4152,Doctor,LIN0005,24-08-2023,Faulty,21514.2
MAC4153,Kid,LIN0017,2022-05-02,Under Maintenance,36108.12
INVALID_1,Last,LIN0018,14-02-2022,Operational,1128.7
MAC4155,Security,LIN0002,2023-08-20,Operational,29238.57
MAC4156,Family,LIN0003,13/01/2022,Under Maintenance,3045.22
MAC4157,State,LIN0008,2022-06-30,Faulty,39226.58
MAC4158,Voice,LIN0015,2023-09-21,faulty,40796.71
MAC4159,Discussion,LIN0006,25-03-2023,Operational,17061.23
MAC2342,Property,LIN0013,21-04-2022,Operational,26608.67
INVALID_12,Store,LIN0004,02-07-2024,Faulty,19636.25
MAC4162,Likely,LIN0011,02-03-2022,FAULTY,39730.86
MAC4163,Light,LIN0019,2022-04-05,Under Maintenance,39080.78
MAC4164,Cold,LIN0015,03/30/2024,Operational,7986.92
MAC4165,Draw,LIN0009,28-03-2024,Operational,20123.7
MAC4166,Notice,LIN0012,01/10/2023,Faulty,
MAC4167,Near,LIN0003,06/19/2023,Under Maintenance,42880.31
MAC4168,City,LIN0002,02/07/2022,Faulty,11373.02
MAC4169,International,LIN0004,05/27/2024,Faulty,42746.41
MAC4170,Agent,LIN0006,09/09/2022,Operational,44285.68
MAC4171,Project,LIN0009,04/20/2024,Operational,14731.46
MAC4172,Language,LIN0014,12/31/2023,Under Maintenance,16480.5
MAC4173,Something,LIN0003,08/01/2023,Operational,14386.1
MAC4174,Break,LIN0005,30-09-2023,Operational,4881.11
MAC4175,Congress,LIN0005,2024-03-30,under maintenance,Twenty Five Thousand
MAC4176,Hit,LIN0002,20/09/2022,Under Maintenance,-1446.95
MAC4177,Site,LIN0006,2024-08-05,Under Maintenance,29342.48
MAC4178,Approach,LIN0012,08/09/2022,Faulty,26254.69
MAC4179,Guy,LIN9999,12/22/2023,Faulty,31966.87
MAC4180,Charge,LIN0019,09/10/2022,operational,1866.92
MAC4181,Resource,LIN0015,12-07-2022,Operational,29849.22
MAC4182,Them,LIN0001,11/29/2023,OPERATIONAL,23602.62
MAC4183,Food,LIN0007,24/01/2023,Operational,25557.88
MAC4184,Start,LIN0013,2023-07-29,Under Maintenance,13946.84
MAC4185,Type,LIN0012,28-03-2022,Faulty,44044.6
MAC4186,Adult,LIN0012,02-08-2024,Operational,35868.6
MAC4187,Low,LIN0003,2024-07-30,UNDER MAINTENANCE,14937.66
MAC4188,Money,LIN0002,25/05/2024,Under Maintenance,28112.75
MAC4189,Agree,LIN0005,2022-07-07,Operational,41123.62
MAC0601,Another,LIN0016,08/28/2024,Under Maintenance,10489.76
MAC4191,Receive,LIN0020,26-03-2022,Faulty,
MAC4192,Increase,LIN0007,22-09-2023,Under Maintenance,30914.14
MAC4193,Significant,LIN0011,03-04-2023,Faulty,Twenty Five Thousand
MAC4194,Upon,LIN0001,21/06/2022,FAULTY,28033.0
MAC4195,Far,LIN0015,2022-11-19,Under Maintenance,47341.62
MAC4196,During,LIN0002,2022-07-27,Faulty,6711.73
MAC4197,Choice,LIN0006,05/16/2024,Operational,28884.21
MAC4198,Hand,LIN0005,2023-08-29,Faulty,39363.34
MAC4199,Child,LIN0006,06/18/2022,Faulty,16827.34
MAC4200,Practice,LIN0002,17-07-2023,Faulty,14604.69
MAC4201,High,LIN0004,2024-01-11,Under Maintenance,13348.46
MAC2349,Common,LIN0011,06/21/2023,Operational,31631.7
MAC4203,Born,LIN0002,15-08-2023,Faulty,49012.02
MAC4204,Affect,LIN0004,03/06/2023,Operational,16532.47
MAC4205,Material,LIN0002,2024-04-28,Operational,11699.37
MAC4206,Wish,LIN0013,30-11-2023,Operational,29081.43
MAC4207,Occur,LIN0012,08/15/2023,Under Maintenance,2770.54
MAC4208,She,LIN0017,2022-10-14,Operational,18134.44
MAC4209,Herself,LIN0009,2023-11-27,Faulty,23233.08
MAC4210,Mean,LIN0006,15-04-2023,Faulty,27474.34
MAC4211,Dark,LIN0012,2023-06-29,Under Maintenance,46895.48
MAC4212,Fact,LIN0011,29/08/2024,Faulty,12609.64
MAC4213,Policy,LIN0014,28-05-2023,Operational,
MAC4214,Wind,LIN0018,2024-09-16,Under Maintenance,Five Hundred
MAC4215,Why,LIN0005,02/06/2023,Faulty,8817.99
MAC4216,Find,LIN0020,2023-06-03,Operational,4796.38
MAC4217,Child,LIN0009,13/10/2024,Operational,45174.65
MAC4218,Perhaps,LIN0011,11/10/2023,Faulty,35642.24
MAC4219,Mission,LIN0004,2022-01-05,Operational,45100.99
MAC4220,Game,LIN0017,2023-07-17,Faulty,39506.91
MAC4221,Compare,LIN0003,2024-12-16,Under Maintenance,43272.83
MAC4222,Travel,LIN0017,04-10-2023,Operational,Ten Thousand
MAC4223,College,LIN0006,11/12/2023,Faulty,42470.42
MAC4224,Represent,LIN0020,14-12-2024,Faulty,25589.27
MAC4225,Science,LIN0016,10/08/2022,Faulty,18746.25
MAC4226,During,LIN0015,2022-11-02,Under Maintenance,40930.01
MAC4227,Color,LIN0010,04/08/2024,Under Maintenance,19382.98
MAC4228,Blue,LIN0008,02/20/2022,Operational,20186.56
MAC4229,Capital,LIN0007,02/02/2024,Operational,20224.21
MAC0559,It,LIN9999,2023-07-29,Faulty,15084.55
MAC4231,End,LIN0005,21-03-2022,Faulty,20005.09
INVALID_28,Camera,LIN0019,10/26/2023,Faulty,6610.44
MAC4233,Analysis,LIN0016,2023-04-09,FAULTY,195.46
MAC4234,Certain,LIN0003,2023-03-05,Faulty,35734.17
MAC4235,Court,LIN0009,04-02-2022,Faulty,588.66
MAC4236,Government,LIN0016,2022-10-16,Operational,41181.64
MAC4237,Pressure,LIN0001,2024-10-16,Under Maintenance,11757.29
MAC4238,Notice,LIN0004,02/14/2022,Faulty,48249.44
MAC4239,Kind,LIN0009,17-12-2023,Operational,826.2
MAC4240,Need,LIN0009,29-10-2022,Operational,14903.19
MAC4241,How,LIN0011,15-01-2022,Under Maintenance,6878.11
MAC4242,Speech,LIN0011,01-01-2022,Faulty,42562.69
MAC4243,Another,LIN0003,04/29/2022,Operational,-4688.45
MAC4244,Piece,LIN0009,2023-12-26,Operational,33922.11
MAC4245,Bring,LIN0001,2023-05-08,Operational,34310.38
MAC2908,Class,LIN0008,2023-12-08,Faulty,2310.77
MAC4247,Cultural,LIN0012,03-05-2024,Faulty,29524.94
MAC4248,Whose,LIN0001,17-03-2023,Operational,21230.06
MAC4249,Sell,LIN0002,26-08-2024,Faulty,43774.85
MAC4250,Method,LIN0007,06/10/2023,Operational,45992.88
MAC4251,Role,LIN0015,05/01/2023,Under Maintenance,20738.92
MAC4252,Their,LIN0003,07/28/2024,Under Maintenance,46471.36
MAC4253,Pretty,LIN0020,2024-09-26,Under Maintenance,14198.17
MAC4254,Develop,LIN0002,26/11/2022,Operational,16635.51
INVALID_37,On,LIN0002,02-02-2023,Faulty,27301.6
MAC4256,Plant,LIN0002,08/01/2023,Faulty,7807.92
MAC4257,Need,LIN0010,13-12-2024,Operational,19005.93
MAC4258,Within,LIN0002,01/31/2024,Under Maintenance,31619.08
MAC4259,Part,LIN0012,2023-10-11,Faulty,40895.14
MAC4260,Official,LIN0003,14/12/2024,Under Maintenance,33572.68
MAC4261,Although,LIN0011,03/21/2024,Operational,4486.91
MAC4262,Past,LIN0002,02/18/2023,Faulty,35281.9
MAC4263,Itself,LIN0011,2023-03-30,operational,34508.79
MAC4264,Can,LIN0011,05/01/2024,Faulty,22835.5
MAC4265,Reduce,LIN0020,2023-11-20,Operational,2596.05
MAC4266,Everything,LIN0003,06/30/2022,Operational,28897.01
MAC4267,Suggest,LIN0018,2023-10-11,Operational,3527.83
MAC4268,Community,LIN0005,09/17/2023,Operational,37938.13
MAC4269,Image,LIN9999,06/19/2023,Faulty,6634.7
MAC4270,South,LIN0013,20-07-2023,UNDER MAINTENANCE,25364.38
MAC4271,And,LIN0005,21/12/2023,Faulty,
MAC4272,Cultural,LIN0020,2024-07-27,Faulty,0
MAC4273,Discover,LIN0008,18/01/2024,Operational,1760.29
MAC4274,Cause,LIN0006,2024-12-12,Under Maintenance,13241.63
MAC4275,Authority,LIN0001,18-09-2024,Faulty,45384.86
MAC4276,Single,LIN0011,2023-02-03,Faulty,2874.29
MAC4277,Sea,LIN0012,2023-07-21,Faulty,4751.48
MAC4278,Rule,LIN0010,01/18/2024,Faulty,17927.64
MAC4279,All,LIN0007,03/09/2023,Under Maintenance,Twenty Five Thousand
MAC4280,Keep,LIN0017,08/24/2023,Faulty,7779.84
MAC4281,Notice,LIN0012,20/10/2024,Operational,44323.31
MAC4282,Possible,LIN0002,09/06/2024,Faulty,44251.63
MAC4283,Would,LIN0002,12/08/2022,Faulty,31659.08
MAC4284,White,LIN0018,2022-09-24,Under Maintenance,Twenty Five Thousand
MAC4285,Institution,LIN0018,27-05-2023,Faulty,27888.61
INVALID_39,Color,LIN0013,18/10/2023,Under Maintenance,15276.53
MAC4287,Cut,LIN0004,03/12/2022,Under Maintenance,44371.56
MAC4288,Painting,LIN0005,2023-01-25,Faulty,3525.15
MAC4289,Off,LIN0014,20/11/2022,Faulty,35202.81
MAC4290,Rich,LIN0016,2023-06-06,Under Maintenance,28482.33
MAC4291,Spring,LIN0007,21/10/2022,Under maintenance,27788.16
MAC4292,Read,LIN0001,11/23/2023,Operational,33407.86
MAC4293,Ability,LIN0015,17/10/2022,Under Maintenance,1571.78
MAC4294,Condition,LIN0001,22-01-2022,Operational,8912.48
MAC4295,Any,LIN0001,27-03-2022,FAULTY,15476.88
MAC4296,Realize,LIN0018,2023-07-09,Operational,27749.77
MAC4297,Nor,LIN0010,06/08/2023,Under Maintenance,33845.78
MAC4298,Tell,LIN0006,05/22/2023,Operational,33075.43
MAC4299,Throughout,LIN0020,03/07/2023,FAULTY,48236.24
MAC4300,These,LIN0012,07/05/2022,UNDER MAINTENANCE,8018.54
MAC4301,Off,LIN0005,05-07-2023,Under Maintenance,13873.17
MAC4302,Campaign,LIN9999,04/30/2022,Under Maintenance,14106.6
MAC4303,Mrs,LIN0001,13/07/2024,Faulty,32899.71
MAC4304,Describe,LIN0006,19/01/2024,Faulty,2560.81
MAC4305,Keep,LIN0020,02/07/2022,Under Maintenance,14705.34
MAC4306,Wear,LIN0005,11/20/2023,Faulty,10804.28
MAC4307,Resource,LIN0019,08-08-2024,Under Maintenance,5393.17
MAC4308,Artist,LIN0016,2024-01-11,Faulty,279.88
MAC4309,Air,LIN0017,11-06-2023,FAULTY,37059.59
MAC4310,Trial,LIN0007,15/12/2024,Faulty,7238.56
INVALID_24,Federal,LIN0003,07/21/2024,Faulty,38859.96
MAC3632,Whom,LIN0013,2023-11-26,Operational,33739.19
MAC4313,Mother,LIN0012,2023-01-30,Faulty,8594.17
INVALID_75,While,LIN0016,24/09/2024,Under Maintenance,39614.37
MAC4315,By,LIN0017,2022-12-10,Faulty,45511.63
MAC4316,Carry,LIN0015,11/12/2024,Operational,34406.54
MAC4317,Human,LIN0020,2023-03-12,Under Maintenance,10587.69
MAC4318,Officer,LIN0017,03-10-2024,Operational,
MAC4319,Camera,LIN0017,07/04/2023,Under Maintenance,45780.16
MAC4320,The,LIN0017,2024-08-23,Operational,42906.58
MAC4321,Reach,LIN0008,30-11-2024,Under Maintenance,6288.22
MAC4322,Success,LIN0012,04/16/2024,Faulty,29435.35
MAC4323,Daughter,LIN0006,2024-10-16,Operational,-3943.3
MAC4324,Girl,LIN0020,26/10/2022,Under Maintenance,47551.52
MAC4325,Make,LIN0009,12/21/2022,Operational,12855.82
INVALID_1,Personal,LIN0003,28-03-2023,Under Maintenance,14957.57
MAC4327,When,LIN0006,10/22/2022,Operational,28794.14
INVALID_11,System,LIN0014,05/05/2022,Operational,6051.27
MAC4329,Nice,LIN9999,17/03/2022,Operational,46969.86
MAC4330,Care,LIN0019,02/06/2022,Operational,Five Hundred
MAC4331,Phone,LIN0005,14/04/2023,Under Maintenance,394.84
MAC4332,Myself,LIN0008,06/26/2023,Operational,41112.88
MAC4333,From,LIN0002,2024-09-28,Under Maintenance,40447.34
MAC4334,List,LIN0011,02/04/2022,Operational,31082.17
MAC4335,Week,LIN0008,2023-05-27,Under Maintenance,34607.28
MAC4336,Build,LIN0020,10/13/2022,Under Maintenance,46559.01
MAC4337,Bring,LIN0001,03-06-2022,Operational,30064.03
MAC4338,Ahead,LIN0005,2023-12-12,Under Maintenance,31587.22
MAC4339,Table,LIN0007,09-04-2023,Faulty,45439.9
MAC4340,A,LIN0014,11/03/2022,Operational,9376.43
MAC4341,Stop,LIN0007,05-08-2023,Faulty,18367.55
MAC4342,Present,LIN0010,08/17/2023,Under Maintenance,19738.9
MAC4343,Class,LIN0008,2023-06-10,Under Maintenance,13745.91
MAC4344,Lead,LIN0001,02/09/2024,Under Maintenance,17638.57
MAC4345,Democratic,LIN0002,2024-04-26,Faulty,24035.17
MAC4346,Why,LIN0009,09-06-2022,Faulty,2120.57
MAC4347,Action,LIN0001,16-02-2023,Under Maintenance,24665.43
MAC4348,Natural,LIN0017,06/24/2024,Operational,25948.34
MAC4349,Character,LIN0008,12/04/2023,Under Maintenance,2897.78
MAC4350,Other,LIN0013,05/22/2022,Faulty,7867.66
MAC4351,Five,LIN0019,29-11-2022,Faulty,1036.53
MAC4352,Board,LIN0009,21/12/2022,Operational,14727.54
MAC4353,Gas,LIN0013,2022-07-21,Faulty,12541.35
MAC4354,Add,LIN0003,02/18/2023,Operational,48322.35
MAC4355,Tax,LIN0016,2024-12-02,Faulty,17151.6
MAC4356,Clear,LIN0010,26/02/2022,Faulty,8379.7
MAC4357,Get,LIN0002,26-11-2023,Operational,17379.65
MAC4358,Low,LIN0006,22/05/2024,Faulty,19981.94
MAC4359,Serve,LIN0017,02-03-2024,Faulty,3426.12
MAC4360,Tell,LIN0003,20-04-2023,Operational,18404.86
MAC4361,Per,LIN0014,17-09-2022,Faulty,44923.84
MAC4362,Fire,LIN0008,21/10/2024,Operational,11309.72
MAC4363,Four,LIN0019,10/06/2024,Faulty,43710.84
MAC4364,Bit,LIN0019,2022-12-01,Faulty,37320.47
MAC4365,White,LIN0019,01/07/2024,Operational,29941.11
MAC4366,Top,LIN0016,10/03/2022,Operational,11812.09
MAC4367,Must,LIN0013,2023-01-03,Under Maintenance,11715.04
MAC4368,Full,LIN0014,12/17/2022,Faulty,
MAC4369,Painting,LIN0012,02-02-2024,Under Maintenance,32855.0
MAC4370,Fish,LIN0003,2023-05-30,Under Maintenance,8688.13
MAC4371,Project,LIN0004,06/11/2023,Under maintenance,8429.01
MAC4372,Almost,LIN0009,12-04-2024,Operational,18471.99
MAC4373,Involve,LIN0019,2022-07-21,Under Maintenance,43724.83
MAC4374,However,LIN0006,11-02-2023,Under Maintenance,44730.82
MAC4375,Together,LIN0006,14/03/2024,Under Maintenance,7442.74
MAC4376,These,LIN0007,2022-07-07,Operational,40685.97
MAC4377,Institution,LIN0017,23/06/2023,Under Maintenance,15241.64
MAC4378,Parent,LIN0006,2024-01-23,Operational,30601.42
MAC4379,Culture,LIN0007,20-12-2024,Faulty,11925.95
MAC4380,If,LIN0007,2022-05-14,Under Maintenance,41682.92
MAC4381,Something,LIN0012,12/17/2024,Under Maintenance,12204.19
MAC4382,Fly,LIN0015,02/14/2024,Faulty,45386.17
MAC4383,Major,LIN0003,19-06-2022,Under Maintenance,3377.12
MAC4384,Catch,LIN0003,01-03-2024,Faulty,35800.51
MAC4385,Bring,LIN0009,20-06-2022,Under Maintenance,23534.46
MAC4386,Myself,LIN0004,06-08-2023,Operational,12176.6
MAC4387,Return,LIN0007,2024-06-23,Under Maintenance,7223.5
MAC4388,Life,LIN0020,27/06/2023,Under Maintenance,8015.84
MAC4389,Mind,LIN0014,12-03-2023,Under Maintenance,40727.8
MAC4390,Nor,LIN0004,19/09/2023,Faulty,7531.17
MAC4391,Product,LIN0016,04/06/2023,Under Maintenance,-3221.95
MAC4392,Here,LIN0009,16/03/2024,Faulty,48366.78
MAC4393,Him,LIN0014,2023-04-05,Operational,49343.55
MAC4394,Game,LIN0007,24-01-2024,Operational,43102.51
MAC4395,International,LIN0018,04-05-2023,Operational,14140.91
MAC4396,Kitchen,LIN0015,07/11/2024,Faulty,22262.14
MAC4397,Best,LIN0018,11/03/2024,Operational,9291.4
MAC4398,Piece,LIN0001,2024-02-22,Faulty,25460.32
MAC4399,Away,LIN0008,17-01-2023,Under Maintenance,42943.4
INVALID_19,Site,LIN0012,07/17/2022,Operational,36923.6
MAC4401,Phone,LIN9999,15/07/2024,Faulty,
MAC4402,Left,LIN0006,01/07/2022,Under maintenance,15255.76
MAC4403,Walk,LIN0020,2024-07-14,Operational,21049.76
MAC4404,Test,LIN0002,03/31/2022,Under Maintenance,3289.48
MAC4405,Third,LIN0006,18-10-2022,Under maintenance,27239.33
MAC4406,Discover,LIN0019,2024-02-04,Faulty,6044.58
MAC4407,Form,LIN0011,24-09-2024,Under Maintenance,21263.12
MAC4408,Investment,LIN0004,2023-12-07,Operational,8790.52
MAC4409,Parent,LIN9999,2023-04-08,Faulty,43750.35
MAC4410,Trip,LIN0005,01-04-2024,Under Maintenance,
MAC4411,Rule,LIN0015,08/03/2024,FAULTY,40978.31
MAC4412,Simply,LIN0011,2023-07-10,Operational,49509.34
MAC4413,Simply,LIN0006,2024-12-03,OPERATIONAL,5499.18
MAC4414,Long,LIN0009,16-06-2022,Under Maintenance,13256.2
MAC4415,Near,LIN0008,03/25/2023,Faulty,Twenty Five Thousand
MAC1852,Future,LIN0020,29-06-2022,Faulty,9568.53
MAC4417,We,LIN0014,23/05/2024,Operational,27182.14
MAC4418,Institution,LIN0012,2022-01-29,Operational,45856.95
MAC4419,Guy,LIN0007,03/15/2023,FAULTY,13380.09
MAC4420,Relationship,LIN0007,24-02-2024,Operational,44114.35
MAC4421,Onto,LIN0001,25-06-2023,Faulty,2901.22
MAC4422,Anyone,LIN0011,27-12-2023,Under Maintenance,18481.17
MAC4423,Develop,LIN0012,12-12-2022,Under Maintenance,39727.45
MAC4424,Serious,LIN0019,2023-08-10,Operational,37062.6
MAC4425,Notice,LIN0014,03/31/2023,Operational,40331.79
MAC4426,Then,LIN0002,13-06-2023,under maintenance,34489.09
MAC4427,Article,LIN0015,13/11/2022,Under Maintenance,11032.53
MAC4428,Relationship,LIN0001,2023-03-04,Under Maintenance,30595.73
MAC4429,Recent,LIN0012,10/12/2023,Under Maintenance,6402.66
MAC4430,Role,LIN0012,02/01/2022,Faulty,611.99
MAC4431,Bad,LIN0012,2022-12-31,Operational,41051.84
MAC4432,Water,LIN0002,19-03-2023,Faulty,
MAC4433,Manager,LIN0005,10-09-2023,Under Maintenance,41505.03
MAC4434,Stuff,LIN0009,07/09/2022,Operational,27665.75
MAC4435,Beat,LIN0015,29-07-2023,Faulty,3221.42
MAC4436,Board,LIN0012,30/05/2024,Under Maintenance,27726.92
MAC4437,Fall,LIN0008,2023-06-08,Under Maintenance,273.16
MAC4438,Create,LIN0017,2022-12-05,Operational,42360.66
MAC4439,Book,LIN0001,15-10-2022,FAULTY,34610.72
MAC4440,Leader,LIN0006,02-05-2024,Operational,42869.36
MAC4441,Down,LIN0016,07/28/2023,Faulty,42552.58
MAC4442,Tonight,LIN0007,04/06/2023,Operational,48336.76
MAC4443,Defense,LIN0018,2022-10-09,Under Maintenance,29112.57
MAC4444,Nor,LIN0001,18-06-2023,Faulty,
MAC4445,Section,LIN0001,23-09-2022,Operational,12356.13
MAC4446,Add,LIN0010,08/22/2023,Faulty,19387.41
INVALID_66,Mention,LIN0010,2023-05-30,Under Maintenance,29185.55
MAC4448,Read,LIN0007,01/06/2022,Operational,Twenty Five Thousand
MAC4449,Effect,LIN0005,2022-01-29,Under Maintenance,0
MAC4450,Parent,LIN0014,01-08-2024,Operational,7495.81
MAC4451,Popular,LIN0006,11/16/2024,Faulty,41494.09
MAC4452,Successful,LIN0015,08/11/2023,Under Maintenance,9783.21
MAC4453,Half,LIN0010,15-09-2022,Operational,22530.86
MAC4454,Thing,LIN0014,2022-09-24,OPERATIONAL,9793.25
MAC4455,Successful,LIN0011,21/10/2023,Operational,47722.43
MAC4456,Even,LIN0014,01/25/2024,Operational,22318.15
MAC2493,East,LIN0013,05/16/2023,Operational,44766.3
MAC4458,Director,LIN0004,2023-03-11,Under Maintenance,49013.38
MAC4459,Congress,LIN0008,22-05-2024,Operational,29559.26
MAC4460,New,LIN0014,10/25/2024,UNDER MAINTENANCE,31720.43
MAC4461,Company,LIN0016,26/07/2024,Faulty,21785.24
MAC4462,Others,LIN0015,13-09-2022,Under Maintenance,32397.56
MAC4463,Win,LIN0015,11/13/2023,Operational,42858.16
MAC4464,Guy,LIN9999,23-05-2023,Operational,25472.67
MAC4465,These,LIN0003,2022-08-24,Faulty,18353.56
MAC4466,Least,LIN0004,09/02/2023,Faulty,22215.46
MAC4467,Check,LIN0018,2023-05-14,Faulty,Twenty Five Thousand
MAC4468,More,LIN0018,2024-05-20,Faulty,23441.67
MAC4469,Rate,LIN0001,15/06/2024,Under Maintenance,47366.17
MAC4470,Center,LIN0002,2023-12-21,Under Maintenance,
MAC4471,Second,LIN0004,26-06-2023,Operational,45704.19
MAC4472,Compare,LIN0007,07-12-2022,Faulty,15860.76
MAC4473,Nice,LIN0017,02/22/2024,Operational,43487.6
MAC4474,Everything,LIN0008,06-05-2024,Under Maintenance,Twenty Five Thousand
MAC4475,Charge,LIN0001,19-06-2022,Faulty,36145.83
MAC4476,Huge,LIN0005,2024-11-08,Faulty,30300.85
MAC1847,Continue,LIN0020,06/27/2022,Operational,45159.89
MAC4478,Bill,LIN0008,08/12/2023,Operational,47590.93
