ExamID|StudentID|CourseID|ExamDate|Score|Grade|Status
EXA3877|STU0005|COU0017|03/03/2024|10696.7|D|Baby
EXA3878|STU0018|COU0012|2022-06-10|49515.38|F|Nice
EXA3879|STU0014|COU9999|22-12-2023|1657.9|B|Speech
EXA3880|STU0017|COU0020|03/27/2022|Ten Thousand|A|Shake
EXA3881|STU0015|COU0019|21/12/2024|44839.66|C|They
EXA3882|STU0007|COU0001|30-08-2024|0|C|His
EXA3883|STU0016|COU9999|17-11-2023|15570.33|D|Necessary
EXA3884|STU0001|COU0006|11/07/2022|33411.61|B|Set
EXA3885|STU0004|COU0019|19/09/2022|15682.87|C|Glass
EXA3886|STU0002|COU9999|08/15/2024|21250.15|B|Administration
EXA3887|STU0011|COU0016|2024-10-24|9467.9|A|Arm
EXA3888|STU0016|COU0014|04/02/2023|8602.59|F|Provide
EXA3889|STU0019|COU0018|18/03/2024|43499.7|F|Past
EXA1577|STU0016|COU0009|12/14/2022|47646.47|D|Attention
EXA3891|STU0012|COU0005|03-06-2023|49586.39|A|Develop
EXA3892|STU0020|COU0019|20/09/2022|17093.85|A|During
EXA3893|STU0018|COU0002|26/09/2024|15915.66|A|Expect
EXA3894|STU0018|COU0010|22-02-2024|10809.24|D|Majority
EXA3895|STU0019|COU0020|2022-09-15|29786.93|B|Have
EXA3896|STU0009|COU0018|06/06/2022|33671.83|C|Rich
EXA3897|STU0013|COU0005|01/11/2022|29120.96|C|Evening
EXA3898|STU0009|COU0012|02/20/2024|18072.03|C|Team
EXA3899|STU0008|COU0001|12/12/2024|17802.79|B|Bank
EXA1176|STU0019|COU0007|02/15/2024|-3313.97|F|Top
EXA3901|STU0012|COU0018|17/03/2023|16462.23|C|Coach
EXA3902|STU0002|COU0015|2022-09-26|30207.97|B|Admit
EXA3903|STU0012|COU0017|11/01/2022|35377.43|F|Mr
EXA3904|STU0013|COU0005|02/16/2022|48871.19|F|Full
EXA3905|STU0019|COU0019|22-04-2022|27382.15|A|Natural
EXA3906|STU0012|COU0009|30/11/2023||A|Need
EXA3907|STU0014|COU0008|2024-05-28|27388.33|F|Manage
INVALID_86|STU0009|COU0004|10/10/2024|23800.6|A|System
EXA3685|STU0011|COU0013|03/28/2024|18764.64|B|Game
EXA3910|STU0008|COU0003|31/05/2023|28391.79|D|Look
EXA3911|STU0015|COU0008|2022-07-26|1814.26|C|Individual
INVALID_76|STU0007|COU0002|09/18/2023|40850.3|C|Edge
EXA3913|STU0014|COU0019|2024-04-05|26922.88|B|Win
EXA3914|STU0018|COU0009|2022-12-07|3591.43|B|Just
EXA3915|STU0007|COU0002|08/19/2024|44542.06|D|Raise
EXA3916|STU0007|COU0012|2024-03-06|20290.08|C|Charge
EXA3917|STU0018|COU0004|26/05/2023||B|Statement
EXA3918|STU0019|COU0005|18-08-2024|0|A|Budget
EXA3919|STU0020|COU0005|03/04/2022|14066.32|D|Return
EXA3920|STU0004|COU0014|18/11/2023|30132.98|B|Play
EXA3921|STU0003|COU0018|12/01/2024|8080.85|A|Unit
EXA3922|STU0012|COU0005|2024-07-15|34549.7|F|Day
EXA3923|STU0015|COU0009|10/11/2022|36124.03|D|Tough
EXA3924|STU0005|COU0001|10/25/2023|3332.99|A|Direction
EXA3925|STU0014|COU0017|13-07-2024|5940.3|A|Art
EXA3926|STU0009|COU0018|2022-05-25|36133.8|A|Whether
EXA3927|STU0005|COU0011|2024-03-12|31038.11|C|Leg
EXA3928|STU0008|COU0001|2022-02-12|Ten Thousand|C|Discover
EXA3929|STU0007|COU0013|20/10/2022|32917.11|F|Travel
EXA3930|STU0007|COU0011|2022-05-04|34942.6|A|Describe
EXA3931|STU0003|COU0017|08/05/2023|-1457.53|d|Information
EXA3932|STU0011|COU0005|2023-08-28|40692.03|F|Indeed
EXA3933|STU0004|COU9999|2023-10-07|48956.68|B|Front
EXA3934|STU0004|COU0005|2023-03-15|20263.25|a|Seek
EXA3935|STU0020|COU0002|19/11/2022|26520.09|A|Travel
EXA3936|STU0013|COU0013|15-06-2023|48241.35|B|Foot
EXA3937|STU0015|COU0018|06/07/2023|1374.89|D|Way
EXA3938|STU0009|COU0012|2024-01-13|44627.94|C|Investment
EXA3939|STU0012|COU0009|24-04-2022|4625.68|A|Kid
EXA3940|STU0003|COU0005|2023-08-17|40050.14|D|Particularly
EXA3941|STU0018|COU0018|2022-01-30|19451.12|F|Everything
EXA3942|STU0002|COU0020|07/06/2022|49394.09|F|Figure
EXA3943|STU0020|COU0020|29-05-2022||F|Environmental
EXA3944|STU0015|COU0008|27/09/2023|23627.15|C|Economy
EXA3945|STU0009|COU0004|10/25/2024|15403.16|F|Begin
EXA3946|STU0003|COU0009|31-10-2024|22479.59|C|Sure
EXA3947|STU0016|COU0003|07-06-2023|14307.14|F|Team
EXA3948|STU0017|COU0004|2022-06-07|9161.16|C|May
EXA3949|STU0019|COU0004|08-07-2024|29166.72|F|Hear
EXA3950|STU9999|COU0016|12/09/2024|17843.84|F|Development
EXA3951|STU0020|COU0003|17-01-2022|6728.52|F|Baby
EXA3952|STU0010|COU0017|05/08/2022|49713.23|B|Point
EXA3953|STU0018|COU0010|10/02/2023|19558.18|F|Republican
EXA3954|STU0002|COU0005|04-06-2023|39604.77|D|Cause
EXA3955|STU0010|COU0010|2024-08-09|33521.87|D|Moment
EXA3956|STU0006|COU0018|04/04/2023|7684.29|B|Small
EXA3957|STU0015|COU0014|2022-01-16|3179.16|C|Party
EXA1108|STU0012|COU0016|23-01-2023||F|Likely
EXA3959|STU0002|COU0009|27/09/2022|23083.19|A|Station
EXA3960|STU0013|COU0013|2023-09-03|49052.57|C|Seven
EXA3961|STU0016|COU0009|28-11-2023|18516.58|A|Huge
EXA2344|STU0005|COU0020|12/12/2024|25668.36|F|Task
EXA3963|STU0009|COU0019|06/04/2023|21793.97|D|Describe
EXA3964|STU0014|COU0003|02-06-2023|39393.8|F|Try
EXA3965|STU0017|COU0013|08/14/2023|48633.41|D|Final
EXA3966|STU0006|COU0008|18-12-2024|22504.66|D|Car
EXA3967|STU0015|COU0007|2022-02-11|4574.36|D|Already
EXA3968|STU0014|COU0008|2024-03-03||B|They
EXA3969|STU0001|COU0010|08-12-2023|13239.62|D|Especially
EXA3970|STU0020|COU0006|12/30/2022|37787.44|A|Help
EXA3971|STU0018|COU0007|16/05/2023||D|Idea
EXA3972|STU0019|COU0003|12/27/2022|27107.47|D|Production
EXA3973|STU0016|COU0016|08/24/2024|2513.11|F|Animal
EXA3974|STU0013|COU0005|12/04/2024|14610.08|D|Determine
EXA3975|STU0016|COU0017|02-01-2024|16687.46|B|Ground
EXA1755|STU0003|COU0017|17-01-2024|18418.15|D|Sit
EXA3977|STU0014|COU0012|18/06/2023|23308.67|F|Share
EXA3978|STU0004|COU0019|02-10-2022|17535.32|C|Doctor
EXA3979|STU0002|COU0002|07/05/2023|43667.2|B|Watch
EXA3980|STU0003|COU0010|2023-10-27|13893.42|f|Two
EXA3981|STU0015|COU0011|09/06/2022|32236.17|D|Light
EXA3982|STU0017|COU0007|12/01/2024|9246.74|B|Benefit
EXA3983|STU0001|COU0015|29/09/2023|20959.34|F|Will
EXA3984|STU0016|COU0012|08/13/2023|12056.87|F|Argue
EXA3985|STU0006|COU0017|08/15/2024|33079.07|A|And
EXA3986|STU0016|COU0016|03/10/2023|18815.79|A|Fill
EXA3987|STU0016|COU0011|07/04/2024|49559.9|A|Watch
EXA3988|STU0017|COU0020|27/02/2023|6916.79|D|Democrat
EXA2712|STU0017|COU0005|06/29/2023|13178.21|D|Board
EXA3990|STU0009|COU0001|12/28/2022|28092.62|C|Small
EXA3991|STU0010|COU0009|2022-11-23|9129.01|C|Rate
EXA3992|STU0004|COU0009|01-05-2023|15633.23|B|Seek
EXA3993|STU0020|COU0012|2022-04-06|13470.56|F|Store
EXA3994|STU0012|COU0005|2023-04-28|26854.72|D|Use
EXA3995|STU0004|COU9999|2022-03-31|15613.6|B|Happy
EXA3996|STU0013|COU0005|28/09/2022||B|Company
EXA2934|STU0010|COU0012|09/02/2022|48100.97|F|Start
EXA3998|STU0010|COU0005|08/01/2022|28382.31|A|Color
EXA3999|STU0007|COU0020|07/03/2022|36387.76|C|Ahead
EXA4000|STU0015|COU0007|10/31/2024|Ten Thousand|F|Successful
EXA4001|STU0006|COU0019|2022-04-21|1696.5|F|Security
EXA4002|STU0004|COU0013|07/10/2024|6924.33|F|Discussion
EXA4003|STU0019|COU0020|2022-12-01||D|Scientist
EXA4004|STU0013|COU0006|13-04-2022|40213.89|D|His
EXA4005|STU0017|COU0016|09/27/2023|34088.19|A|Happy
EXA4006|STU0005|COU0007|20-10-2024|43664.71|B|Onto
EXA4007|STU9999|COU0001|2023-09-10|38994.19|B|Sport
EXA4008|STU0010|COU0015|03/09/2024|46039.31|A|Evidence
EXA4009|STU0011|COU0011|2022-07-21|37751.12|F|Wait
EXA4010|STU0001|COU9999|24/11/2024|15418.0|F|Left
EXA4011|STU0018|COU0019|18-07-2023|32450.64|B|Fear
EXA4012|STU0015|COU0012|2023-11-13|15132.87|C|Society
EXA4013|STU0020|COU0004|20-08-2022|49520.82|D|Which
EXA4014|STU0015|COU0015|19-05-2024|-2311.42|B|Agent
EXA4015|STU0014|COU0010|2024-07-10|46355.34|D|Sport
EXA4016|STU0018|COU9999|10/23/2022|22408.09|A|Ago
EXA1591|STU0015|COU0014|24-01-2023|48396.55|F|Night
EXA4018|STU0016|COU0015|01/02/2023|45952.41|D|Peace
EXA4019|STU0009|COU0012|14-11-2024|24450.77|C|Discussion
EXA4020|STU0019|COU0004|09/13/2023||B|Reality
EXA4021|STU0012|COU0019|10/09/2024|-278.62|C|Hand
EXA4022|STU0019|COU0006|11/04/2023|6703.53|A|Through
EXA4023|STU0019|COU0011|24/04/2024|2683.4|C|Group
EXA4024|STU0016|COU0014|12/24/2024|26747.81|F|Operation
EXA4025|STU0004|COU0016|30/06/2024|2029.86|D|Weight
EXA4026|STU0014|COU0006|28/01/2023|5646.38|d|Nature
EXA4027|STU0011|COU0007|17-03-2024|48934.88|F|Family
EXA4028|STU0009|COU0015|15/01/2024|15130.09|D|Everyone
EXA4029|STU0015|COU0014|05/05/2023||B|Soon
EXA4030|STU0011|COU0002|10/29/2024|32762.38|B|Anyone
EXA4031|STU0014|COU0005|18-07-2023|12014.2|C|Space
EXA4032|STU0014|COU0002|09/11/2024|30439.4|A|Upon
EXA4033|STU0013|COU0005|10/13/2024|18966.94|A|Prevent
EXA4034|STU0018|COU0020|26-12-2023|40227.49|B|Tell
EXA4035|STU0005|COU0018|06/23/2023|41854.25|C|According
EXA4036|STU0015|COU0004|07/14/2024|18423.01|F|White
EXA4037|STU0008|COU0008|2023-08-16|25667.8|C|Half
EXA4038|STU0011|COU0014|13/06/2024|24266.98|B|Bill
EXA4039|STU0013|COU0013|21-09-2022|17175.96|F|Candidate
EXA4040|STU0008|COU0002|23/02/2022|43022.69|C|Apply
EXA4041|STU0007|COU0011|25/06/2024|48790.22|A|Crime
EXA4042|STU0001|COU0015|11/11/2023|39357.16|B|Section
EXA4043|STU0006|COU0018|13-05-2023|36776.97|C|Off
EXA4044|STU0020|COU0004|23-12-2023|10328.34|C|Consider
EXA4045|STU0014|COU0011|19-01-2023|34137.49|F|Responsibility
EXA4046|STU0019|COU0001|09/07/2022|41757.87|D|Although
EXA4047|STU0007|COU0010|25/09/2022|Five Hundred|D|Mrs
EXA4048|STU0015|COU0020|26-11-2023|3102.45|A|Describe
EXA4049|STU0008|COU0016|01/11/2024|23341.55|C|Just
EXA4050|STU0003|COU0005|15-11-2024|11690.4|F|Near
EXA4051|STU0019|COU0005|26-06-2024|18030.28|B|Out
EXA4052|STU0005|COU0015|13-02-2024|8320.18|C|Environmental
EXA4053|STU0007|COU0014|01/05/2024|8493.88|F|Before
EXA4054|STU0014|COU0011|2023-10-12|18298.81|B|Science
EXA4055|STU0003|COU0004|14-05-2022||A|Bar
EXA4056|STU0004|COU9999|2023-12-18|-3902.98|D|Prevent
EXA4057|STU0019|COU9999|2024-07-15|3956.95|B|Life
EXA4058|STU0005|COU0004|10/29/2024|39898.28|F|Effort
EXA4059|STU0020|COU0010|2022-10-09|49758.11|C|Edge
EXA4060|STU0008|COU0016|30/01/2024|6794.79|A|Spend
EXA4061|STU0018|COU0010|06/13/2024|7321.54|C|Expert
EXA4062|STU0004|COU0008|05/21/2024|48838.67|F|Official
EXA4063|STU0013|COU9999|01-05-2023|33551.52|B|Enter
INVALID_21|STU0012|COU0020|2024-04-12|29344.55|F|Wall
INVALID_75|STU0013|COU0005|13-08-2023|4225.33|A|Tonight
EXA4066|STU0012|COU0009|01/10/2024|38760.28|A|Wear
EXA4067|STU0013|COU0010|2022-01-18||D|Site
EXA4068|STU0014|COU0016|23/08/2024|33373.26|D|Suffer
EXA4069|STU0005|COU0017|2023-01-08|10928.94|F|Young
EXA4070|STU0007|COU0019|2024-04-29|2092.55|F|Strong
EXA4071|STU0013|COU0020|2024-06-01|0|D|International
EXA4072|STU0016|COU0008|13-01-2024|27658.2|B|Special
EXA4073|STU0004|COU0015|19/09/2023|26482.24|D|Order
EXA4074|STU0018|COU0012|28/01/2023|2060.15|B|Car
EXA4075|STU0017|COU0020|18-01-2023|Twenty Five Thousand|B|Team
EXA4076|STU0010|COU0011|2023-11-24|35017.15|B|Modern
EXA4077|STU0013|COU0007|23-02-2024|44482.65|F|Republican
EXA0895|STU0007|COU0010|05-08-2022|Five Hundred|C|Data
EXA1679|STU0007|COU0008|16-02-2024|42959.3|C|She
EXA4080|STU0007|COU0015|2024-07-11|47545.48|D|Me
INVALID_17|STU0020|COU0014|23/01/2023|8793.44|B|Why
EXA4082|STU0005|COU0015|12/13/2024|4891.61|A|Magazine
EXA4083|STU0011|COU0020|20/02/2024|20479.09|D|Improve
EXA4084|STU0006|COU0006|01/10/2024|22177.45|A|Individual
EXA4085|STU9999|COU0005|09-08-2022|17496.13|B|Budget
INVALID_90|STU0009|COU0001|03/04/2022|14237.65|C|Employee
EXA4087|STU0018|COU0014|2022-01-29|39071.94|D|Minute
EXA2119|STU0019|COU0012|13-08-2023|18368.4|F|Article
EXA4089|STU0003|COU0017|02/12/2024|6702.18|B|Read
EXA4090|STU0020|COU0006|02/04/2023|34893.28|D|Various
EXA4091|STU0009|COU0020|06/06/2022|8778.94|C|Describe
EXA4092|STU0006|COU0003|20-04-2022|10687.17|C|Share
EXA4093|STU0004|COU0011|08/11/2022|39527.48|F|Similar
EXA4094|STU0004|COU0006|02/20/2024|7753.51|A|Consider
EXA4095|STU0019|COU0009|27/09/2023|48467.17|B|Treat
EXA4096|STU0011|COU0006|2023-04-19|48962.84|A|Hold
EXA4097|STU0018|COU0018|2023-04-18|30682.07|A|Less
EXA4098|STU0007|COU0002|30/03/2022|11357.27|B|Goal
EXA4099|STU0004|COU9999|13-04-2023|45156.61|F|Party
EXA4100|STU0001|COU0011|10/06/2023|24123.61|F|Morning
EXA4101|STU0020|COU0008|2024-08-22|45530.76|A|Add
EXA4102|STU0002|COU0001|12/17/2023|28264.51|F|With
EXA4103|STU0008|COU0005|18-01-2023|30387.9|F|Quite
EXA4104|STU0002|COU0016|07/12/2023|28154.25|A|Term
EXA4105|STU0002|COU0016|24/04/2024|35606.59|B|Door
EXA4106|STU0018|COU0004|03/11/2022|11659.45|D|Hour
EXA4107|STU0013|COU0014|30/09/2024|3467.1|B|Race
EXA4108|STU0001|COU0008|07/23/2024|30537.02|D|Add
EXA4109|STU0016|COU0003|06/11/2024|46580.97|D|Traditional
EXA4110|STU0015|COU0002|10-03-2023|2885.21|B|Structure
EXA4111|STU0013|COU0005|23-02-2024|3165.95|F|Student
EXA4112|STU0001|COU0011|06-06-2022|49818.88|C|Improve
EXA4113|STU0006|COU0010|27-10-2022|38269.24|C|Money
EXA4114|STU0014|COU0006|11-11-2024|0|A|Necessary
EXA2034|STU0017|COU0002|03/23/2023|-3048.4|B|Experience
EXA4116|STU0015|COU0019|16/01/2022|9327.07|A|Reveal
EXA4117|STU0011|COU0001|08/02/2022|26425.29|F|Imagine
EXA4118|STU0001|COU0016|10-10-2024||a|Than
EXA4119|STU0005|COU0007|02/15/2022|44818.36|B|Exist
EXA4120|STU0007|COU0002|20-12-2023|2185.72|f|Month
EXA4121|STU0012|COU0011|17-09-2024|48505.44|C|Design
EXA4122|STU0015|COU0018|05-06-2022|6378.56|D|Tree
EXA4123|STU0017|COU0012|11-02-2022|21752.46|C|News
EXA4124|STU0015|COU0007|23-12-2023|12685.45|D|Adult
EXA4125|STU0005|COU0004|10/18/2022|Ten Thousand|C|Do
EXA4126|STU0016|COU0009|08/12/2022|31512.21|C|Across
EXA4127|STU0002|COU9999|29-04-2024|3066.53|B|Involve
EXA4128|STU0018|COU9999|30-08-2023|40222.54|F|Agree
EXA4129|STU0009|COU0002|11/21/2023|5898.65|D|Wind
EXA4130|STU0018|COU0008|28-05-2023|40663.99|A|Might
EXA4131|STU0003|COU0004|12/12/2022|15141.38|C|According
EXA4132|STU0018|COU0017|2022-02-01|37899.57|F|Community
EXA4133|STU0019|COU0017|17/04/2022|34872.3|D|Relationship
EXA3196|STU0012|COU0002|2022-06-09|33909.61|F|Usually
EXA4135|STU0001|COU0008|08/24/2024|0|B|Century
EXA4136|STU0012|COU0004|04/17/2023|8855.22|F|Other
EXA4137|STU0007|COU0013|03/04/2023|7823.54|B|Speech
EXA4138|STU0011|COU0014|12/17/2023|35951.81|A|Personal
INVALID_18|STU0018|COU0009|30-10-2023|12936.51|B|Simply
EXA4140|STU0020|COU0003|07/04/2024|11650.58|A|Food
EXA4141|STU0010|COU0011|03-06-2024|17966.39|A|Amount
EXA4142|STU0001|COU0015|04/15/2024|46418.7|B|Perhaps
EXA4143|STU0002|COU0020|12-06-2023|2279.46|A|Matter
EXA4144|STU0017|COU0009|24-07-2023|2030.6|A|Line
EXA4145|STU0004|COU0011|03/02/2022|-1774.36|D|Process
EXA4146|STU0020|COU0018|01/26/2024|39425.93|A|One
EXA4147|STU0018|COU0017|05/24/2022|Ten Thousand|C|Accept
INVALID_31|STU0015|COU0016|09/17/2022|45123.71|A|Total
EXA4149|STU0016|COU0006|02-10-2024|1806.39|A|Building
EXA4150|STU0007|COU0015|12/12/2023|42964.08|F|Tough
EXA0876|STU0009|COU0014|18-11-2022|1950.0|F|Anyone
EXA4152|STU0020|COU0020|12-10-2023|5267.52|A|Develop
EXA4153|STU0017|COU0018|18/09/2024|26611.02|D|Everything
EXA4154|STU0001|COU0016|17-08-2023|20136.21|D|Pull
EXA4155|STU0002|COU0017|2024-03-25|16560.04|D|Kind
EXA4156|STU0015|COU0008|04-11-2022|23149.21|B|Just
INVALID_72|STU0010|COU0018|01-03-2022|2436.99|D|Common
EXA4158|STU0007|COU0006|23-09-2022|29615.94|D|Education
INVALID_20|STU0018|COU0008|03-12-2023|-1822.47|A|Better
EXA3902|STU0008|COU0020|19-08-2024|26316.07|C|Agree
EXA4161|STU0007|COU0017|27-07-2022|29865.01|C|Machine
INVALID_90|STU0009|COU0016|21-07-2022|44741.53|D|Human
EXA4163|STU0005|COU0001|2023-01-15|31114.88|C|Rule
EXA4164|STU0001|COU9999|03-10-2023|22279.58|F|Similar
EXA4165|STU0006|COU0019|2023-04-27|30543.95|C|Toward
EXA4166|STU0005|COU0014|07/20/2023|-4694.63|B|Want
EXA4167|STU0010|COU0009|2023-03-25|16511.94|B|Oil
EXA4168|STU0006|COU0016|2022-02-26|33873.46|F|Bar
EXA0352|STU0003|COU9999|2024-02-13|31757.6|B|Cup
EXA4170|STU0010|COU0012|2022-12-15|8753.28|A|Thing
EXA4171|STU9999|COU0008|27/03/2024|18038.97|f|Allow
EXA4172|STU0014|COU0015|22-10-2024|6548.76|A|Beautiful
EXA4173|STU0016|COU0006|11-02-2024|48931.7|F|Very
EXA4174|STU0012|COU0015|08-02-2022|Twenty Five Thousand|A|Necessary
EXA4175|STU0013|COU0019|07/28/2024|44567.55|F|Week
EXA4176|STU0001|COU0011|17-03-2024|-1457.47|D|Good
INVALID_38|STU0003|COU0006|16/10/2022|27356.26|B|Message
EXA4178|STU0013|COU0016|08/12/2022|13921.35|B|Such
EXA4179|STU0005|COU0003|05/25/2023|7012.05|C|Relate
EXA4180|STU0002|COU9999|28/09/2022||F|Night
EXA4181|STU0015|COU0015|08/10/2022||B|Animal
EXA4182|STU0002|COU0006|2024-05-10|22366.0|D|Exist
EXA4183|STU0002|COU0012|09/19/2023|-3364.52|D|Kind
EXA4184|STU0017|COU0013|31-12-2023|36162.99|A|Series
EXA4185|STU0015|COU0011|05/06/2023|2793.31|A|Card
EXA4186|STU0014|COU0015|12/18/2022|22002.49|A|Meeting
EXA4187|STU9999|COU0002|16-09-2022|22618.48|A|Call
EXA4188|STU0015|COU0019|2023-01-09|20638.31|F|Difference
EXA4189|STU0014|COU0018|24/11/2022|39907.94|F|Well
EXA1322|STU0020|COU0008|2023-08-16|13180.74|B|Wait
EXA4191|STU0013|COU0003|15-10-2024|32156.34|D|Human
EXA4192|STU0007|COU0001|05/10/2022|35341.11|A|What
EXA4193|STU0001|COU0008|2022-04-05|33897.83|C|North
EXA4194|STU0004|COU0011|2024-03-14|11939.02|F|Environment
EXA4195|STU0011|COU0007|13/12/2023||C|Will
INVALID_57|STU0006|COU0005|08/15/2023|22079.96|A|While
EXA4197|STU0005|COU0020|2022-07-08|10849.87|C|Consider
EXA4198|STU0018|COU0005|2022-09-14|1820.39|D|White
EXA4199|STU0020|COU0016|05/08/2022|9913.26|B|Piece
EXA4200|STU0015|COU0009|27-12-2023|49596.39|D|Partner
EXA3265|STU0010|COU0001|13/11/2022|40512.31|A|Important
EXA4202|STU0017|COU0002|08-06-2024|43558.05|D|Plan
EXA4203|STU0013|COU0003|16/02/2023|42937.16|A|Realize
EXA1939|STU0020|COU0003|2024-02-19|35391.52|B|Citizen
EXA4205|STU0003|COU0018|04/28/2023|33152.05|F|Including
EXA4206|STU0017|COU0003|31-08-2022|14698.85|B|Year
EXA4207|STU0002|COU0018|31-07-2024|2861.32|D|Arrive
EXA4208|STU0013|COU0017|12/16/2022|28066.34|D|South
EXA4209|STU0011|COU0014|26/06/2023|9156.72|D|Pass
EXA4210|STU0001|COU0008|08/03/2024|36612.06|F|People
EXA4211|STU0017|COU0002|16-09-2024|39514.03|A|Hotel
EXA4212|STU0009|COU0004|08-12-2024|28215.47|D|Hair
EXA4213|STU0006|COU0015|09/14/2023||B|Alone
EXA4214|STU0019|COU0017|2023-09-27||d|How
EXA4215|STU0016|COU0015|10/25/2024|30572.44|C|Far
INVALID_27|STU0008|COU0006|17/06/2023|Five Hundred|C|Note
EXA4217|STU0001|COU0004|2022-05-06|44344.43|C|Question
INVALID_46|STU0012|COU0013|08-08-2022|Twenty Five Thousand|B|Onto
EXA4219|STU0002|COU0014|22/01/2024|2302.61|D|Data
EXA4220|STU0001|COU0006|09/22/2023|Twenty Five Thousand|F|Somebody
EXA4221|STU0005|COU0014|2023-11-25|5261.86|F|Cost
EXA3025|STU0005|COU0018|2022-05-18|3680.65|F|Baby
EXA4223|STU0002|COU0008|2023-09-19|25507.21|F|Talk
INVALID_90|STU0009|COU0009|2024-08-21|0|C|Action
EXA4225|STU0004|COU0018|21/09/2022|10275.77|A|Market
EXA4226|STU0013|COU0016|02-09-2023|25628.69|D|Political
EXA4227|STU0015|COU0015|06-09-2023|47804.96|B|Loss
EXA4228|STU0005|COU0019|2024-11-06|20126.96|D|Owner
EXA2146|STU0019|COU0013|23-09-2024|49799.71|F|That
EXA4230|STU0015|COU0003|2022-12-28|4996.03|F|That
EXA4231|STU0009|COU0006|2024-05-13|34058.68|A|Movement
EXA4232|STU0004|COU0004|2022-07-31|48373.37|A|Lay
EXA4233|STU0010|COU0013|08/01/2022|33058.35|A|Join
EXA4234|STU0011|COU0011|08/25/2023|49454.74|B|Ten
EXA4235|STU0016|COU0020|03-03-2023|3530.58|B|Computer
EXA4236|STU0012|COU0016|2024-04-04|25647.58|B|Safe
EXA4237|STU9999|COU9999|04/11/2023|11525.54|D|Understand
EXA4238|STU0012|COU0018|15/05/2023|41029.1|B|Bed
EXA4239|STU0004|COU0003|26/04/2024|10507.35|D|Another
EXA4240|STU0013|COU0004|13-03-2022|26239.98|F|Be
EXA4241|STU0006|COU0003|31-10-2024|24476.82|B|Ability
EXA4242|STU0005|COU0018|26-01-2024|25213.37|D|New
EXA4243|STU0011|COU0015|01/04/2024|38576.34|F|Without
EXA4244|STU0017|COU0005|16-08-2023|1173.21|A|On
EXA4245|STU0016|COU0002|2022-05-20|13150.11|F|Wrong
EXA4246|STU0001|COU0008|01/06/2023|12924.83|C|Entire
EXA4247|STU0005|COU0020|25/11/2023|2566.03|D|Man
EXA4248|STU0008|COU0005|2022-10-16|0|B|Left
EXA4249|STU0006|COU0003|2022-07-28||B|Billion
EXA4250|STU0007|COU0009|02/24/2022|-2204.68|C|Range
EXA4251|STU0018|COU0012|08/05/2022|45582.54|C|Central
EXA4252|STU0014|COU0015|2023-12-15|30617.26|B|Trade
EXA4253|STU0017|COU0011|21-05-2022|44433.76|F|Republican
EXA4254|STU0001|COU0010|09/01/2022|15542.52|C|Scientist
EXA4255|STU0003|COU0002|2022-02-28|Ten Thousand|F|Small
EXA4256|STU0006|COU0002|22/09/2024|28126.69|A|After
EXA4257|STU0007|COU0006|2024-08-02|21372.09|A|Go
EXA4258|STU0014|COU0011|2023-03-30|20530.9|A|Throughout
EXA4259|STU0019|COU0014|12/11/2022|-3798.21|C|Truth
EXA4260|STU0008|COU0007|11-09-2022|25122.57|D|Hot
EXA4261|STU0001|COU0006|2022-11-10|Five Hundred|F|Find
EXA4262|STU0008|COU0001|2023-09-14|4837.14|D|Happen
EXA4263|STU0016|COU0001|07/30/2023|32214.82|D|Officer
EXA4264|STU0005|COU0004|10/09/2022|46441.52|D|Ago
EXA4265|STU0003|COU0009|30-05-2023|38614.54|c|Wear
EXA4266|STU0011|COU0015|09/09/2022|7957.4|b|Stage
INVALID_92|STU0005|COU0013|2024-04-08|44140.6|d|Boy
EXA4268|STU0013|COU0017|17/03/2024|26316.33|A|Real
EXA4269|STU0008|COU0011|14/04/2023|18939.42|A|Wrong
EXA4270|STU0001|COU0008|05/15/2024|35476.94|A|Design
EXA4271|STU0018|COU0005|10-01-2022|48725.68|C|Evening
EXA4272|STU0016|COU0018|2024-11-12|14698.12|A|Economy
EXA4273|STU0012|COU0010|04/17/2022|11485.27|C|There
EXA4274|STU0018|COU0009|22/05/2023|14665.91|C|Number
EXA4275|STU0009|COU0019|2023-06-17|20000.76|C|Occur
EXA4276|STU0006|COU0007|06/10/2024|41098.39|C|Foreign
EXA4277|STU0018|COU0013|2024-12-28|18395.53|C|Lot
EXA4278|STU0007|COU0020|2023-02-25|28819.8|B|Body
EXA4279|STU0010|COU0004|2023-12-26|16552.17|F|Kind
EXA4280|STU0010|COU0020|02/02/2022|41620.09|C|Realize
EXA4281|STU0009|COU0012|28/11/2023|33140.32|F|Yet
EXA4282|STU0018|COU0012|2022-11-29|42069.2|A|Listen
EXA4283|STU0018|COU0017|03/08/2022|28453.29|C|Push
EXA4284|STU0018|COU0017|20/02/2023|9536.15|B|Many
EXA4285|STU0018|COU0004|27-02-2023|21898.44|F|Them
EXA1302|STU0010|COU0016|05-03-2024|28698.75|C|Film
EXA4287|STU0009|COU0011|2023-12-16|18394.68|A|Leg
EXA4288|STU0018|COU0009|2024-04-11|6093.3|F|Boy
EXA4289|STU0011|COU0003|03-02-2022|37439.25|D|In
EXA4290|STU0013|COU0014|16-09-2024|-1231.42|B|Whose
EXA4291|STU0004|COU0014|2024-01-10|10819.52|B|Fund
EXA4292|STU0005|COU0017|05/08/2023|20517.53|A|Each
