SupplierID,SupplierName,Country,Rating,LeadTimeDays
SUP2544,Whose,China,112,197
SUP2545,Because,India,50,139
SUP2546,Color,USA,149,292
SUP2547,Customer,USA,181,251
SUP2548,Safe,USA,86,11
SUP2549,Practice,USA,70,25
SUP2440,Oil,UK,260,8
SUP2551,Occur,UK,93,209
SUP2552,My,Germany,188,289
SUP2553,Not,Germany,90,241
SUP2554,Will,Germany,124,265
SUP2555,Piece,China,241,141
SUP2556,Day,Germany,117,0
SUP2557,Hear,USA,232,273
SUP2558,Page,Germany,59,77
SUP2559,Build,usa,9999,123
SUP2560,Thousand,India,27,112
SUP2561,Value,Germany,118,103
SUP2562,Else,USA,225,250
SUP2563,Approach,UK,120,37
SUP2564,Growth,China,240,9999
SUP2565,Tree,China,176,164
SUP2566,Simple,UK,267,31
SUP2567,Gun,China,258,128
SUP2568,Hand,China,152,56
SUP2569,Six,UK,8,6
SUP2570,Which,India,154,266
SUP2571,Seem,USA,18,174
SUP2572,List,UK,141,182
SUP2573,Board,China,95,105
SUP2574,Writer,Germany,102,70
SUP1462,Tv,China,247,27
SUP2576,Sister,Usa,91,284
SUP2577,Challenge,USA,214,9999
SUP2578,She,Germany,155,88
SUP2579,Enter,China,156,3
SUP2580,Nor,USA,98,154
SUP2581,Open,India,206,10
SUP2582,My,UK,100,183
SUP2583,Main,Germany,-1,164
SUP2584,Interview,Germany,190,150
SUP1512,Deep,UK,194,21
SUP2586,Operation,Germany,31,141
SUP2587,Treatment,USA,0,279
SUP2588,You,India,223,299
SUP2589,Leave,India,103,42
SUP2590,Fact,UK,66,242
SUP2591,Strategy,India,154,78
SUP2592,Through,China,217,187
SUP2593,Check,UK,181,44
SUP2594,Safe,India,230,217
SUP2595,Cultural,China,98,123
SUP2596,Actually,India,120,82
SUP2597,Product,India,99,28
SUP2598,Poor,USA,265,243
SUP2599,Just,INDIA,265,50
SUP2600,Follow,China,277,202
SUP2601,Short,India,124,269
SUP2602,Shoulder,USA,264,130
SUP2603,Account,UK,24,65
SUP2604,Hair,India,77,230
SUP2605,Table,India,24,244
SUP2606,Story,China,161,256
SUP2607,Local,China,64,16
SUP2608,Question,India,278,128
SUP2609,Indicate,UK,-1,226
SUP2610,Prevent,China,280,60
SUP2611,Front,USA,272,131
SUP2612,Claim,China,217,0
SUP2613,Evening,USA,74,42
SUP2614,Charge,India,179,88
SUP2615,Possible,USA,136,98
SUP2616,Imagine,Germany,-1,140
SUP2617,Population,USA,115,237
SUP2618,Either,germany,257,50
SUP2619,Find,China,55,71
SUP2620,Series,China,107,192
SUP2621,Drive,UK,208,106
SUP2622,Prove,India,28,198
SUP2623,Simple,UK,155,154
SUP2624,Week,India,191,263
SUP2625,Her,UK,83,42
SUP2626,Particular,Germany,45,288
SUP2627,Resource,India,268,230
INVALID_80,Rich,Germany,0,244
SUP2629,Finally,Germany,16,54
SUP2630,Wish,China,23,14
SUP2631,Leader,Germany,176,175
SUP2632,Ground,India,75,112
SUP2633,Home,UK,18,227
SUP2634,Resource,China,280,55
SUP2635,Hold,China,92,181
INVALID_74,Concern,China,232,114
SUP0443,Stock,Germany,109,65
SUP2638,Past,India,154,218
SUP2639,Behind,UK,116,123
SUP2640,Move,India,172,249
SUP2641,Court,UK,88,286
SUP2642,Possible,India,121,136
SUP2643,Can,germany,267,72
SUP2644,Pressure,China,114,90
SUP2645,Support,China,50,270
SUP2646,Our,UK,267,4
SUP2647,Agree,USA,112,145
SUP2648,Foreign,China,64,91
SUP2649,Thank,Usa,97,210
SUP2650,Collection,China,232,28
SUP2651,Improve,UK,132,105
SUP2652,Term,Germany,0,289
SUP2653,Finally,Germany,98,236
SUP2654,Often,USA,295,166
SUP2655,Season,China,66,-1
SUP2656,End,India,80,171
SUP2657,Sort,UK,213,243
SUP2658,Help,UK,237,192
SUP2659,Task,GERMANY,252,79
SUP2660,Hotel,Germany,207,249
SUP2661,Catch,USA,188,9999
SUP2662,General,UK,190,201
SUP2663,Tell,Germany,283,130
SUP2664,Work,India,-1,152
SUP2665,Power,China,174,62
SUP2666,Mrs,UK,-1,180
SUP2667,Fly,UK,56,153
SUP2668,Alone,UK,257,58
SUP2669,Decision,Germany,246,204
SUP2670,Relationship,Germany,35,288
SUP2671,Teacher,GERMANY,258,137
SUP2672,Threat,India,159,159
SUP2673,Officer,Germany,300,188
SUP2674,Shake,Germany,235,153
SUP2675,Business,UK,238,55
SUP2676,Office,India,76,112
SUP2677,Pay,UK,268,246
SUP2678,Dark,China,43,270
SUP2679,Effort,China,128,297
SUP2680,Car,China,295,257
SUP2681,Usually,China,209,193
SUP2682,Whom,USA,198,132
SUP2683,Apply,India,74,4
SUP2684,Resource,India,0,261
SUP2685,Beat,Germany,282,166
SUP0928,Because,China,9999,149
SUP2687,Turn,Germany,123,113
SUP2444,Herself,China,50,267
SUP2689,Time,UK,50,173
SUP2690,Artist,USA,233,192
SUP2691,Build,Germany,40,63
SUP2692,Although,Germany,142,120
SUP1011,Poor,Germany,157,9999
SUP2694,Such,Germany,134,43
SUP2695,Approach,uk,8,178
SUP2696,Window,UK,126,103
SUP2697,Chance,usa,11,293
INVALID_88,Necessary,UK,234,0
SUP2699,Become,Germany,12,87
SUP2700,Drug,USA,249,37
SUP2701,Change,India,219,125
SUP2702,Expert,Germany,165,98
SUP2703,Prepare,Germany,69,137
SUP2704,Actually,China,-1,85
SUP2705,Spring,UK,59,119
SUP2706,Us,India,161,0
SUP2707,Compare,Germany,103,22
SUP1391,Light,India,291,94
SUP2709,No,China,261,175
SUP2710,Ten,UK,262,68
SUP2711,Tv,Germany,106,245
SUP2712,Set,USA,199,182
SUP2713,Fly,China,268,222
SUP2714,Common,Germany,273,-1
SUP2715,Lose,Uk,51,41
SUP2716,Win,USA,99,52
SUP2717,Daughter,India,88,155
SUP2718,No,China,54,182
SUP2719,Skill,USA,55,210
SUP2720,Thought,germany,195,37
SUP2721,Nature,Germany,223,270
SUP2722,Focus,USA,114,121
SUP2723,Tell,Germany,58,223
SUP0742,Owner,China,188,2
SUP2725,How,Germany,237,230
SUP2726,Agent,China,8,219
SUP2727,Treat,UK,89,46
SUP2728,Without,USA,46,96
SUP2729,Save,UK,154,46
SUP2730,Number,UK,195,163
SUP2731,Bit,CHINA,283,187
SUP2732,Tend,USA,84,43
SUP2733,Term,USA,40,78
SUP2734,Grow,UK,71,108
SUP2735,Item,China,211,206
SUP2736,Our,China,112,244
SUP2737,Choice,USA,149,37
SUP2738,Front,USA,28,266
SUP2739,Test,China,98,-1
SUP2740,Second,India,197,173
SUP2741,Site,UK,164,288
SUP2742,Make,China,75,115
SUP2743,Might,UK,110,151
SUP2744,Health,Germany,49,75
SUP2745,Music,USA,29,10
SUP2746,Her,USA,226,296
SUP2747,Administration,UK,26,262
SUP2748,Concern,India,269,80
SUP2749,Finish,India,123,217
SUP2750,Box,India,131,264
SUP2751,Key,India,287,142
SUP2752,Effort,Germany,281,210
SUP2753,Wear,UK,207,122
SUP2754,Energy,China,189,295
SUP2755,Page,China,32,61
SUP2756,Chair,China,187,244
SUP2757,Policy,India,55,112
SUP2758,Matter,India,246,34
SUP2759,Structure,USA,117,146
SUP2760,Property,USA,259,198
SUP2761,Congress,germany,93,247
SUP2762,Reach,UK,182,54
SUP2763,Purpose,China,239,260
SUP2764,Writer,China,238,177
SUP2765,Question,Germany,27,75
SUP2766,Thousand,Germany,51,226
SUP2767,Fire,uk,169,6
SUP2768,Phone,Germany,84,29
SUP2769,Blue,China,288,45
SUP2770,Race,china,102,193
SUP2771,Life,Germany,162,221
SUP2772,High,Germany,126,136
SUP2773,Information,India,64,14
SUP2774,Specific,UK,139,293
SUP2775,Seat,China,231,269
SUP2776,Keep,UK,173,56
SUP2777,Need,UK,18,172
SUP2778,Late,USA,101,192
SUP2779,Standard,Germany,155,120
SUP2780,Interesting,India,298,158
INVALID_38,Western,China,2,199
SUP2782,Artist,Germany,9,209
SUP2783,Minute,India,9,99
SUP2784,That,Germany,55,-1
SUP2785,List,USA,125,242
INVALID_50,Myself,China,257,136
SUP2787,Everything,India,300,27
SUP2788,Through,USA,247,191
SUP2789,Like,USA,68,250
SUP2575,Here,germany,143,168
SUP2791,Three,India,252,13
SUP2792,Result,USA,38,22
SUP2793,Green,Germany,218,130
SUP2794,Adult,India,94,164
SUP0915,Administration,India,59,241
SUP2796,Also,CHINA,68,109
SUP2797,Single,UK,62,135
SUP2798,Evidence,USA,44,51
SUP2799,Whatever,UK,109,125
SUP2800,Prove,China,31,91
SUP2801,Ahead,Germany,125,99
SUP2802,Apply,India,131,-1
SUP2803,Myself,China,68,102
SUP2804,Realize,USA,274,250
SUP2805,Push,USA,174,81
SUP2806,Owner,USA,53,19
SUP2807,Record,GERMANY,-1,88
SUP2808,Lead,USA,228,11
SUP2809,Book,India,245,106
SUP2718,State,China,105,287
SUP2811,Want,India,200,-1
SUP2812,Expect,USA,-1,35
SUP2813,Source,India,96,134
SUP2814,Maintain,Germany,67,70
SUP0575,Assume,India,134,82
SUP0104,Drop,UK,292,63
SUP2817,Work,China,115,128
SUP2818,Who,china,236,187
SUP2819,Cell,USA,160,83
SUP2820,Film,Germany,26,50
SUP2821,Left,China,186,250
SUP2822,Bit,USA,179,212
SUP2823,Past,UK,84,176
SUP2824,Six,India,60,-1
SUP1354,Collection,India,116,279
SUP2826,Think,India,245,65
SUP2827,Compare,UK,150,158
SUP2828,Once,UK,46,60
SUP2829,Indeed,germany,64,216
SUP2830,Civil,Germany,105,0
SUP2831,With,China,22,2
SUP2832,Left,UK,68,10
SUP2833,Some,China,129,111
SUP2834,Son,USA,223,279
SUP2835,Analysis,India,221,184
SUP2836,Police,UK,44,241
SUP2837,International,India,71,58
SUP2838,Model,China,77,254
SUP2839,Across,China,61,109
SUP2840,Tv,USA,150,220
SUP2841,Reduce,India,16,165
SUP2842,Policy,UK,266,114
SUP2843,Enter,China,61,96
SUP2844,Push,UK,184,129
SUP2845,Prove,India,243,282
SUP2846,Say,UK,186,64
SUP2847,Interesting,USA,151,137
SUP2848,Apply,China,50,134
SUP2849,Measure,USA,137,138
SUP2850,Democrat,China,82,93
SUP2851,Model,Germany,246,194
SUP2852,Style,Germany,58,8
INVALID_87,Likely,India,10,64
SUP2854,Study,USA,48,265
SUP2855,Until,germany,0,76
SUP2856,Receive,India,109,268
SUP2857,Program,Germany,70,101
SUP2858,Shoulder,USA,116,21
SUP2859,Hear,UK,195,274
SUP2860,Want,UK,272,92
SUP2861,This,India,242,156
SUP2862,Hundred,UK,240,185
SUP2863,Product,USA,14,262
SUP2864,Season,China,76,-1
INVALID_86,Guess,India,170,149
SUP2866,Money,China,134,183
SUP2867,Visit,USA,0,144
SUP2868,Anyone,China,100,144
SUP2869,Guess,Germany,118,30
SUP2870,Offer,USA,166,272
SUP2871,Four,UK,83,149
SUP2872,Late,India,20,165
SUP2873,Have,USA,188,56
SUP2874,Reflect,India,166,28
SUP2875,Central,India,285,68
SUP2876,Owner,UK,225,116
SUP2877,Civil,Germany,49,81
SUP2878,Run,UK,187,171
SUP2879,Hair,Germany,117,101
SUP2880,Energy,China,188,217
SUP2881,Main,Germany,172,-1
SUP2882,Turn,UK,93,212
SUP2883,Couple,China,63,260
SUP2884,Outside,UK,93,129
SUP2885,Market,China,272,99
SUP2886,Truth,India,21,83
SUP0398,Sound,Germany,259,266
SUP2888,Reflect,Germany,201,199
SUP2889,Action,UK,253,116
SUP2890,Large,UK,9,64
SUP2891,Page,INDIA,9999,78
SUP2892,Democratic,Germany,78,216
SUP2893,Message,India,176,122
SUP2894,Attack,UK,178,216
SUP0923,Voice,India,114,253
SUP2896,Table,Germany,112,19
SUP0170,Understand,China,55,4
SUP2898,Image,China,129,-1
SUP2899,Tend,Germany,96,244
SUP2900,May,UK,29,18
SUP2901,Case,UK,272,284
SUP2902,Foot,China,293,35
SUP2903,Always,India,90,182
SUP2904,Simple,India,179,167
SUP2905,Idea,Germany,37,156
SUP2906,Environment,Germany,222,179
SUP2907,No,China,139,127
SUP2908,Full,India,3,241
SUP1057,Herself,India,292,279
SUP2910,Break,China,141,60
SUP2911,Nothing,UK,10,66
SUP2912,Growth,China,240,246
SUP2913,Keep,India,238,179
SUP2914,Performance,India,198,208
SUP2915,Catch,India,271,145
SUP2916,Pattern,India,207,181
SUP2917,Above,usa,2,290
SUP2918,Forward,Germany,121,253
SUP2919,Economic,UK,208,54
SUP2920,Anyone,germany,114,172
SUP2921,Sit,India,171,206
SUP2922,International,Germany,30,106
SUP2923,Artist,UK,146,236
INVALID_41,Hair,China,92,279
SUP2925,Will,China,141,9999
SUP2926,Early,INDIA,243,0
SUP2927,Ever,china,119,11
SUP2928,Reason,UK,114,91
SUP1562,Do,Germany,260,131
SUP2930,Consider,USA,264,198
SUP2931,Box,Germany,9999,295
SUP2932,Policy,USA,281,267
SUP2933,Both,India,-1,-1
SUP2934,Product,China,94,183
SUP2935,Anyone,CHINA,207,14
SUP2936,Detail,USA,2,106
SUP2937,Inside,China,208,86
INVALID_99,Behind,USA,169,54
SUP2939,Five,India,273,14
SUP2940,Amount,INDIA,0,102
SUP2941,Everybody,UK,167,101
SUP2942,Why,India,199,133
SUP2943,Investment,USA,218,54
SUP2944,Too,India,47,259
SUP2945,Drug,China,177,13
SUP2946,Suffer,China,296,172
SUP2947,Together,India,141,187
SUP2948,Would,China,289,268
SUP2949,Will,UK,237,68
SUP2950,Back,USA,140,157
SUP2951,War,India,224,74
SUP2952,Reveal,USA,190,273
SUP2953,Time,UK,46,288
SUP2954,Lead,China,232,153
SUP2955,Treat,India,1,136
SUP2956,Follow,UK,186,165
SUP2957,Southern,India,6,53
SUP1431,Paper,CHINA,167,155
SUP2959,Prevent,UK,264,129
SUP2960,Huge,Germany,46,297
SUP2961,How,USA,33,-1
SUP2962,Fine,USA,268,256
SUP2963,Total,China,254,224
SUP2964,Start,Germany,228,62
SUP2965,Adult,India,23,281
SUP2966,Indicate,UK,54,234
SUP2967,Radio,india,36,106
SUP2968,Name,UK,221,4
SUP2969,Toward,Germany,104,89
SUP2970,Require,USA,130,68
SUP2971,Serious,India,9,274
SUP2972,Environment,India,277,157
SUP2973,Example,USA,295,111
SUP0074,Bit,USA,237,171
SUP2975,Where,Germany,264,166
SUP2976,Pretty,China,92,90
SUP2977,Factor,uk,275,50
SUP2978,Bill,Germany,216,8
SUP2979,Think,UK,171,291
SUP2980,Effect,China,276,117
SUP2981,How,India,221,133
SUP2982,Outside,Germany,33,60
SUP2983,Teacher,USA,258,167
SUP2984,Hair,Germany,8,274
SUP2985,On,INDIA,77,260
SUP2986,Ability,USA,280,160
SUP2987,Whether,China,35,266
SUP2988,Window,China,1,119
SUP2989,Challenge,UK,149,133
SUP2990,Rule,UK,205,261
SUP2991,High,India,192,67
SUP2992,Skill,USA,20,79
SUP2993,He,Germany,38,215
SUP2994,Door,usa,13,288
SUP2995,Better,India,56,172
SUP2996,Soldier,UK,59,263
SUP2997,Along,GERMANY,253,208
SUP2998,Social,India,273,-1
SUP2999,Half,USA,72,283
SUP3000,Series,India,40,22
SUP3001,Positive,Germany,293,59
SUP3002,Body,USA,299,-1
SUP3003,True,Germany,85,98
SUP3004,Stay,India,43,141
SUP3005,Task,Germany,185,221
SUP3006,Writer,India,31,72
SUP3007,Bring,China,63,265
INVALID_88,History,UK,57,168
SUP3009,House,USA,263,233
SUP3010,Situation,Germany,18,296
SUP3011,Manage,India,286,274
SUP3012,Out,India,24,83
SUP3013,Good,UK,224,11
SUP3014,Money,China,263,200
SUP3015,Rise,India,239,19
SUP3016,Reduce,China,134,249
SUP3017,Soon,China,98,230
SUP3018,Authority,China,75,199
SUP3019,Along,China,295,243
INVALID_83,So,UK,15,162
SUP3021,Rock,UK,8,-1
SUP3022,Under,USA,248,152
SUP3023,Service,Germany,281,270
SUP3024,Bit,Germany,89,44
SUP3025,Go,USA,167,130
SUP3026,Already,UK,59,56
SUP3027,Hard,UK,207,249
SUP3028,Themselves,India,183,83
SUP3029,Blue,germany,127,-1
INVALID_59,Entire,Germany,61,102
SUP3031,Employee,UK,124,33
SUP2188,Reveal,USA,284,-1
SUP3033,Fill,USA,9999,52
SUP3034,Others,Germany,212,0
SUP3035,Significant,USA,240,155
SUP3036,Federal,Germany,248,152
INVALID_97,Former,UK,118,36
SUP3038,Once,India,39,235
SUP3039,Shoulder,UK,152,146
SUP3040,Customer,UK,272,254
SUP3041,School,UK,180,135
SUP2904,Approach,India,236,6
SUP3043,Next,Germany,22,226
SUP3044,Experience,India,65,89
SUP3045,Positive,India,197,172
SUP3046,Write,China,-1,60
SUP3047,Beyond,China,136,279
SUP3048,Many,China,93,150
SUP3049,Buy,UK,294,127
SUP3050,Walk,Germany,24,112
SUP3051,Mention,China,174,77
SUP3052,Scene,China,245,281
SUP3053,Truth,Germany,75,185
SUP3054,Maintain,India,142,187
SUP3055,Himself,Germany,63,243
SUP3056,During,China,282,272
SUP3057,Benefit,Germany,79,191
SUP3058,How,Germany,36,231
SUP3059,Campaign,UK,142,131
SUP3060,Experience,Germany,123,187
SUP3061,Eat,USA,291,232
SUP3062,Positive,India,108,291
SUP3063,Military,USA,223,249
SUP3064,Sit,India,78,184
SUP3065,Have,Germany,178,64
SUP3066,General,Germany,99,93
SUP3067,Speak,USA,246,169
SUP3068,Then,China,206,81
SUP3069,Politics,Germany,293,273
SUP3070,Know,UK,229,138
SUP3071,Campaign,UK,-1,83
SUP3072,Fish,India,285,74
SUP3073,Shake,USA,222,146
SUP1827,Because,India,273,148
SUP3075,Really,China,14,190
SUP3076,Human,Uk,106,6
SUP0839,Show,India,93,157
SUP3078,Specific,USA,31,0
SUP3079,Bit,UK,8,204
SUP3080,Scene,India,67,150
SUP3081,North,Usa,47,86
SUP3082,Guess,India,233,235
SUP3083,Either,USA,241,125
SUP3084,Arm,China,44,266
SUP3085,Sport,China,215,286
SUP3086,Fast,UK,121,249
SUP3087,The,China,290,277
SUP3088,Factor,UK,253,94
SUP3089,Onto,USA,108,231
SUP3090,Group,UK,178,142
SUP3091,Society,USA,261,283
SUP3092,Hit,Germany,132,138
SUP3093,Must,India,150,154
SUP3094,Its,Germany,220,0
SUP3095,Economic,UK,202,232
SUP3096,Affect,China,37,95
SUP3097,Base,Germany,277,2
SUP3098,Image,Germany,139,57
SUP1439,Food,China,290,276
SUP3100,Woman,Uk,47,9999
SUP3101,Security,Germany,-1,5
SUP3102,Project,Germany,101,190
SUP3103,Person,UK,174,29
SUP3104,Across,USA,6,119
SUP3105,Participant,China,293,181
SUP3106,Sell,Germany,225,238
SUP3107,Control,India,84,85
SUP3108,Age,UK,127,131
SUP3109,Modern,India,212,172
SUP3110,Century,USA,117,109
SUP3111,Arm,India,103,1
SUP3112,Year,India,105,20
SUP3113,Positive,India,83,282
SUP3114,Some,UK,210,28
SUP3115,Stuff,China,241,292
SUP3116,Player,India,223,236
SUP3117,Employee,INDIA,171,5
SUP3118,Deal,Germany,249,299
SUP3119,Successful,UK,256,206
SUP3120,Forward,USA,245,280
SUP3121,Among,China,232,108
SUP3122,Assume,Germany,187,72
SUP3123,Make,China,113,198
SUP0626,Enter,UK,61,182
SUP3125,Summer,China,57,250
SUP3126,She,USA,-1,31
SUP3127,Author,China,0,202
SUP3128,Within,China,277,42
SUP3129,However,UK,265,292
SUP3130,Particular,USA,201,5
SUP3131,Occur,India,146,241
SUP3132,House,China,12,220
SUP3133,Yeah,Germany,159,170
SUP3134,Measure,China,155,243
SUP3135,War,Germany,171,-1
SUP3136,Lay,uk,77,39
SUP3137,Condition,Germany,15,260
SUP3138,Our,China,170,108
SUP3139,Republican,Germany,16,95
SUP3140,Yes,Germany,193,8
SUP3141,Will,Germany,21,16
SUP3142,International,UK,93,135
SUP3143,Raise,Germany,211,230
SUP0892,Blood,UK,285,278
SUP3145,Beyond,Germany,9,135
SUP3146,Author,China,200,196
SUP3147,Dog,UK,0,50
SUP3148,Company,Germany,15,71
SUP3149,Need,USA,47,197
SUP3150,Person,China,274,244
SUP3151,Nothing,China,63,190
SUP3152,Never,UK,280,53
SUP3153,Report,GERMANY,135,126
INVALID_59,Cup,Uk,209,61
SUP3155,Who,UK,151,247
SUP1329,Establish,UK,296,34
SUP3157,Republican,India,161,51
SUP3158,Must,India,184,213
SUP3159,Star,china,0,279
SUP3160,Style,USA,159,125
SUP3161,Artist,Germany,82,78
SUP3162,Left,India,91,200
SUP3163,Knowledge,UK,196,174
SUP3164,Red,China,224,3
SUP3165,Skill,Germany,196,196
SUP3166,Play,India,37,229
SUP3167,Toward,UK,91,9999
SUP3168,Window,China,51,150
SUP3169,Offer,Germany,199,38
SUP3170,Place,China,169,170
SUP3171,Thus,UK,219,72
SUP3172,Our,USA,230,249
SUP3173,Yeah,UK,8,122
SUP3174,For,Germany,268,43
SUP3175,Live,USA,144,134
INVALID_30,Serve,Germany,236,265
SUP3177,Look,UK,20,267
SUP3178,Poor,Germany,189,105
SUP3179,Bad,china,116,49
INVALID_94,Into,China,97,288
SUP3181,Represent,Germany,293,103
SUP3182,Unit,Germany,50,-1
SUP3183,Particularly,UK,159,283
SUP3184,Three,USA,69,82
SUP3185,Number,India,9999,166
SUP3186,Remain,INDIA,187,275
SUP3187,Threat,Germany,62,225
SUP3188,Production,USA,213,163
SUP3189,Another,India,235,258
SUP3190,Choice,UK,68,125
SUP3191,Method,Germany,243,232
INVALID_25,Get,USA,252,67
SUP3193,Street,UK,52,55
SUP3194,Several,UK,128,249
SUP3195,Improve,USA,94,116
SUP3196,Keep,Germany,167,178
SUP3197,Customer,USA,59,180
SUP3198,Wall,USA,287,3
SUP3199,Control,China,103,236
SUP3200,Mouth,GERMANY,238,201
SUP3201,Box,USA,58,269
SUP3202,Upon,Germany,241,246
SUP3203,Clear,UK,152,180
SUP3204,Only,usa,258,52
SUP3205,High,UK,220,102
SUP3206,Leg,UK,266,251
SUP3207,Thank,UK,92,94
SUP3208,Writer,China,198,194
SUP3209,Home,India,38,34
SUP3210,Whose,USA,275,258
SUP3211,Meeting,UK,9999,154
SUP3212,Nor,China,-1,189
SUP1700,Near,UK,41,-1
SUP3214,West,India,87,164
SUP3215,Rich,Germany,230,114
SUP3216,Especially,UK,262,41
SUP3217,Office,USA,152,23
SUP3218,Ability,China,292,203
SUP3219,Training,China,150,257
SUP3220,Meet,China,284,198
SUP3221,Whom,USA,254,53
SUP3222,Office,USA,285,89
SUP3223,Assume,Germany,248,97
SUP3224,Set,India,59,43
SUP3225,Minute,UK,80,57
INVALID_19,Every,China,17,66
SUP3227,Rate,China,25,96
SUP3228,Best,USA,71,223
SUP2591,Blood,Germany,241,37
SUP3230,Firm,UK,250,254
SUP3231,Tv,UK,282,-1
SUP3232,Put,USA,5,270
SUP3233,Pretty,Germany,86,156
SUP3234,Beat,USA,125,198
SUP3235,Ago,USA,124,56
SUP3236,Country,Germany,132,10
SUP3237,Very,India,77,51
SUP3238,Note,UK,89,16
SUP3239,Position,India,169,154
SUP3240,Method,USA,210,74
SUP3241,Home,Germany,190,2
SUP3242,Treatment,China,62,220
SUP3243,Professional,India,141,145
SUP3244,Fine,UK,35,152
SUP3245,Remain,UK,200,146
SUP3246,Challenge,UK,8,220
SUP3247,Main,UK,33,221
SUP3248,Leg,USA,232,28
SUP3249,Popular,USA,48,134
SUP3250,Store,USA,263,16
SUP3251,Set,USA,36,125
SUP3252,Customer,India,25,214
SUP3253,Radio,UK,295,15
SUP3254,Pay,USA,72,224
SUP3255,Learn,China,270,192
SUP3256,Time,India,217,102
SUP3257,Worry,China,224,82
SUP3258,Card,India,73,88
SUP3259,Strong,USA,169,273
SUP3260,Political,India,70,44
SUP3261,Agent,USA,-1,173
SUP3262,Last,China,177,298
SUP3263,Occur,China,83,147
SUP3264,Happy,Germany,197,28
SUP3265,Change,USA,163,40
SUP3266,American,UK,223,243
SUP3267,Mouth,USA,167,135
SUP3268,Player,Germany,122,112
SUP3269,Phone,India,24,68
SUP3270,Yes,UK,140,66
SUP3271,Clear,USA,95,102
SUP3272,Current,UK,296,178
SUP3273,Type,china,156,251
SUP3167,Society,India,125,248
SUP3275,Remember,China,86,48
SUP3276,Congress,China,98,114
SUP3277,Describe,India,261,20
SUP3278,Lead,USA,213,75
SUP3279,Small,Germany,214,172
SUP3280,Food,China,271,185
SUP3281,Standard,UK,128,109
SUP3282,Throw,Germany,276,158
SUP3283,Brother,India,287,62
SUP3284,Any,USA,9999,215
SUP3285,With,Germany,95,213
SUP3286,Difficult,UK,269,207
SUP3287,Term,India,40,3
SUP3288,Car,Germany,262,-1
SUP3289,Drive,USA,201,199
SUP3290,Question,Germany,293,66
INVALID_52,Protect,China,37,175
SUP3292,Office,UK,220,248
SUP3293,Trade,germany,258,101
SUP3294,Year,China,10,228
SUP3295,Sport,China,25,84
SUP3296,Second,China,130,56
SUP3297,Network,Germany,94,271
SUP3298,Enter,UK,239,31
SUP3299,Old,India,63,84
SUP3300,Course,UK,242,130
SUP3301,On,Germany,241,299
SUP0275,Eat,Germany,0,95
SUP3303,Long,UK,237,266
SUP3304,Detail,Germany,285,204
SUP3305,Ago,China,8,254
SUP1482,As,China,229,162
SUP3307,Sort,Germany,300,123
SUP3308,Season,Germany,1,282
SUP3309,Doctor,USA,157,275
SUP3310,Road,UK,78,70
SUP3311,Who,China,160,69
SUP3312,News,Germany,39,84
SUP3313,Start,USA,49,255
SUP3314,Until,USA,130,237
SUP3315,Short,UK,239,103
SUP3316,Organization,Germany,24,165
SUP2312,Night,USA,286,94
SUP2793,Must,India,80,236
SUP3319,Case,Germany,100,253
SUP3320,Quickly,UK,181,137
SUP3321,Yard,Germany,169,32
SUP3322,Technology,UK,86,173
SUP3323,Lose,China,124,12
SUP3324,Suddenly,China,293,110
SUP3325,Fill,India,185,98
SUP3326,Tend,UK,118,208
SUP3327,Little,China,289,221
SUP3328,Fast,USA,67,127
SUP3329,Go,China,123,8
SUP3330,This,Germany,297,64
SUP3331,Else,China,214,95
SUP3332,Become,USA,211,49
SUP3333,Address,Germany,172,170
SUP3334,New,USA,86,257
SUP3335,Rule,India,122,107
SUP3336,Official,India,53,130
SUP3337,Offer,UK,155,75
SUP2490,Hotel,UK,178,154
SUP3339,Outside,UK,9999,236
SUP3340,Commercial,UK,0,281
SUP3341,Simple,China,3,228
INVALID_90,Wish,USA,193,289
SUP3343,Effect,India,63,117
SUP3344,Sport,China,107,44
SUP3345,Item,UK,36,157
SUP3346,Arrive,USA,164,30
SUP3347,Analysis,Usa,16,69
SUP3348,Huge,China,117,126
SUP3349,Treat,India,258,150
SUP3350,Land,China,236,7
SUP3351,Society,Germany,9999,254
SUP3352,Want,Germany,109,95
SUP3353,Minute,Germany,110,181
SUP3354,Wall,UK,250,33
SUP3310,Difficult,UK,265,257
SUP3356,Information,UK,269,52
SUP3357,Loss,India,283,3
SUP3358,Picture,USA,116,97
SUP3359,Heart,India,44,69
SUP3360,Collection,UK,131,135
SUP3361,Want,China,126,178
SUP3362,Join,China,81,256
SUP3363,Significant,CHINA,237,51
SUP3364,Imagine,india,235,180
SUP3365,Value,germany,-1,78
SUP3366,International,China,198,58
SUP3367,Measure,Germany,131,127
SUP3368,Base,uk,268,248
SUP3369,Current,Germany,240,286
SUP3370,Leader,India,0,269
SUP3371,Identify,USA,146,297
SUP2161,Thought,China,92,237
SUP3373,Despite,India,79,273
SUP3374,These,USA,189,10
SUP3375,Western,China,148,46
SUP3376,Box,Germany,86,287
SUP3377,Accept,India,138,283
SUP3378,Finish,Germany,209,236
SUP3379,President,USA,234,147
SUP3380,Toward,Germany,172,151
SUP3381,Myself,Germany,135,80
SUP3382,Lot,India,115,263
SUP3383,Trial,China,95,148
SUP3384,No,India,155,15
INVALID_31,With,Germany,161,9999
SUP3386,Meet,UK,9999,36
