ClaimID|PolicyID|ClaimDate|ClaimAmount|ApprovedAmount|Status|Reason
CLA3849|POL0016|11-08-2024|33439.18|Accident|Type|accident
CLA3850|POL0010|10/15/2023|24897.61||Heart|Property Damage
CLA3851|POL0020|05/09/2022|16305.4|Accident|At|Property Damage
CLA3852|POL0018|2023-12-20|35954.46|Illness|Against|Accident
CLA3853|POL0007|06/25/2023|14632.19|Theft|Election|Accident
CLA3854|POL0007|30/07/2022|6787.98|Theft|Baby|ACCIDENT
CLA3855|POL0009|2023-08-14|41378.15|Illness|Image|Illness
CLA3856|POL0007|2023-07-19|44487.25|Death|Add|Death
CLA3857|POL0002|11/18/2022|35883.64|Property Damage|Brother|Death
CLA3858|POL0009|2022-06-18|0|Theft|Million|Death
CLA3859|POL0010|2023-04-03|2973.35|Death|Finally|Death
CLA3860|POL0011|06-06-2024|26789.35|Theft|Return|Property Damage
CLA3861|POL0004|2023-08-11|40288.3|Theft|Term|PROPERTY DAMAGE
CLA3862|POL0008|2022-02-27|29162.75|Illness|Letter|Death
CLA3863|POL0004|2023-03-02|26749.46|Accident|Letter|Theft
CLA3864|POL0015|01/05/2022|15849.41|Theft|Along|Illness
CLA3865|POL0004|2024-07-30|27399.85|Illness|Ahead|Illness
CLA3866|POL0008|2023-10-21|36730.17|Property Damage|Should|Accident
CLA3867|POL0011|24-07-2022|Five Hundred|Illness|Win|Theft
CLA3868|POL0010|2022-07-01|41468.05|Theft|Century|Death
CLA3869|POL0005|2024-06-13|29399.97|Illness|Rather|Death
INVALID_4|POL0005|07/09/2023|11400.29|Illness|Drive|Property Damage
CLA2494|POL0001|09/20/2023|26082.98|Property Damage|Plan|Accident
CLA3872|POL0013|04-05-2023||Theft|Sound|Death
CLA3873|POL0002|2023-04-03|27884.95|Accident|Hair|Death
CLA3874|POL9999|2024-01-19||Death|Upon|Property Damage
CLA3875|POL0007|07/25/2023|48776.15|Accident|Step|Property Damage
CLA3876|POL0002|2022-02-11|29453.67|Theft|Material|Accident
CLA3877|POL0007|06-11-2023|27993.57|Death|Big|Illness
CLA3878|POL0003|07/02/2023|26406.66||Evening|Death
CLA3879|POL0018|06-11-2023|5566.96||List|Accident
CLA3880|POL0009|26-06-2023|33966.88|Property Damage|Present|Death
CLA3603|POL0011|2022-02-16|25863.34|Death|Artist|Illness
CLA3882|POL9999|2024-04-05|44679.95|Theft|Above|Property Damage
CLA3883|POL0004|07/06/2024|40809.74|Property Damage|Else|Illness
CLA3884|POL0007|19/07/2023|44444.47|Accident|Alone|Death
CLA3885|POL0011|03/13/2023|26017.98|Accident|Subject|Accident
CLA3886|POL0012|07-06-2022|16192.77|Property Damage|Avoid|Theft
CLA3887|POL9999|15-12-2024|36959.28|Property Damage|Local|Illness
INVALID_57|POL0012|2023-04-22|45027.45|Illness|System|Illness
CLA3889|POL0007|05/24/2023|43292.2|Theft|Anything|accident
CLA3890|POL0001|03/31/2023|24828.59|Illness|Face|Property Damage
CLA3891|POL0015|12/07/2022|0|Accident|Site|Theft
CLA3892|POL0018|11/07/2024|24727.09|Theft|Likely|Death
CLA3893|POL0010|24/02/2023|42969.13||Nothing|Theft
CLA0047|POL0004|07/02/2023|36139.62|Death|Fall|Theft
CLA3476|POL0002|29/12/2023|38255.0|Death|Third|Illness
CLA3896|POL0019|04/13/2024|49552.61|Theft|Main|Accident
CLA3897|POL0002|2023-02-06|7762.2|Property Damage|Similar|Property Damage
CLA1885|POL0019|2022-10-31|18212.17||Once|Death
CLA3899|POL0014|2024-02-12|24548.42|Property Damage|But|Accident
CLA3900|POL0009|03/12/2024|34620.54|Death|Significant|Death
CLA3901|POL0005|25/07/2024|28447.15|Property Damage|Magazine|Illness
CLA3902|POL0002|19-12-2024|-1797.17|Property Damage|School|Death
CLA3903|POL0011|27-01-2024|10092.33|Property Damage|Happen|Death
CLA3904|POL0003|08/26/2024|42422.5|Property Damage|Soldier|Theft
CLA3905|POL0011|03/12/2023|4318.92|Property Damage|Event|Death
CLA3906|POL0020|03/09/2022|16810.28|Property Damage|Shoulder|Accident
CLA3907|POL0001|2023-03-17|36034.33|Accident|Student|Property Damage
CLA3908|POL0016|25-07-2024|44680.92|Death|Full|Theft
CLA3909|POL0006|11/18/2022|22226.33|Death|Agreement|Property Damage
CLA3910|POL0010|25-09-2024|42990.26|Accident|Teach|Accident
CLA3911|POL0003|05/09/2022|Five Hundred|Theft|Evidence|property damage
CLA3912|POL0002|21/12/2022|16543.89|Property Damage|Arm|Property Damage
CLA3913|POL0013|29-01-2023|47705.59|Property Damage|Less|Theft
CLA3914|POL0015|02/08/2023|18359.21|Theft|Whom|death
CLA3915|POL0009|07/22/2022|3326.13|Death|War|Death
CLA3916|POL0015|2022-08-21|34362.83||Play|Death
CLA3917|POL0011|2022-07-05|42652.15||Floor|Theft
CLA3918|POL0015|2023-10-08|41862.43|Illness|Side|Illness
CLA3919|POL0016|28/05/2023|48199.66|Death|Source|Illness
CLA3920|POL0006|02/24/2022|13217.24|Illness|Smile|Property Damage
CLA3921|POL0003|2022-11-16|40637.1|Accident|Trial|Death
CLA3922|POL0001|07/08/2023|40928.87|Illness|Church|Accident
CLA1846|POL0008|13-03-2022|44011.49|Illness|Nature|Property Damage
CLA3924|POL0011|2024-07-07|9504.67|Illness|Test|Illness
CLA3925|POL0006|02-06-2024|25725.87|Property Damage|Treat|Property Damage
CLA3926|POL0006|07/15/2024|11786.41|Death|Customer|Theft
CLA3927|POL0013|2024-09-25|44627.95|Property Damage|Recognize|Property Damage
CLA3928|POL0015|2022-02-17|27679.19|Accident|Weight|Death
CLA3929|POL0005|09/17/2023|36747.7|Illness|Whole|Death
CLA3930|POL0016|30-06-2023|16149.79|Death|Yourself|Property Damage
CLA3931|POL0017|2024-09-11|20468.1|Accident|Political|Property Damage
CLA3932|POL0009|26/07/2024|25510.49|Death|Pm|Theft
CLA3933|POL0010|10/11/2022|15913.37|Theft|Health|Death
CLA3934|POL0009|20-01-2022|40951.61|Theft|Provide|Property Damage
CLA3935|POL0017|2024-11-13|31773.24|Accident|Town|Accident
CLA3936|POL0020|14/06/2022|15393.53|Illness|Name|Property Damage
CLA3937|POL0010|10/25/2023|29485.16|Accident|Voice|Property Damage
CLA3938|POL0009|03/16/2022|25342.22|Theft|Happy|Illness
CLA3939|POL0018|29/06/2024|6154.32||Low|Illness
CLA3940|POL0011|14-10-2024|11403.53|Property Damage|Economy|DEATH
CLA3941|POL0020|11/04/2024||Illness|Really|Illness
CLA3942|POL0020|12-08-2022|32973.86|Accident|Knowledge|Accident
CLA3943|POL0013|04/12/2024|27102.48||Establish|Death
CLA3944|POL0017|11/30/2022|30164.74|Property Damage|Over|Death
CLA3945|POL0009|2023-08-21|32179.15|Theft|From|Death
CLA3946|POL9999|31/03/2023|41306.78|Illness|Play|Theft
CLA3947|POL0015|29/01/2023|13837.08|Accident|Either|Theft
CLA3948|POL0019|12/03/2024|22036.14|Death|Reveal|Death
CLA3949|POL0007|05/07/2023||Accident|To|Death
CLA3950|POL0012|01/12/2024|6144.42|Death|Page|Death
CLA3951|POL9999|2022-08-21|-2543.77|Property Damage|Relationship|Property Damage
CLA3952|POL0008|2022-10-10|21842.61|Accident|Brother|Accident
CLA3953|POL0007|02/03/2024|39530.91|Property Damage|Which|Accident
CLA3954|POL0002|2024-09-24|0|Theft|Evidence|Property Damage
CLA3955|POL0004|11/08/2022|39324.98|Illness|Concern|Death
CLA3956|POL0009|05-11-2024|11269.36|Illness|Expect|Illness
CLA3957|POL0008|08/29/2022|34647.35|Property Damage|May|Theft
CLA3958|POL0005|06/06/2022|16683.16||Old|Property Damage
CLA3959|POL0018|12/06/2024|44054.25|Theft|Term|ILLNESS
CLA3960|POL0018|2022-07-13|0||Interview|Illness
CLA3961|POL0001|08/07/2023|40592.37|Property Damage|Impact|Illness
CLA3962|POL0006|07/21/2023|17932.9|Illness|Claim|Theft
CLA3963|POL0001|2024-04-27|3332.39|Theft|Particular|Theft
CLA3964|POL0015|09/20/2022|22001.67||Stay|Illness
CLA3965|POL0010|14/06/2022|14492.32|Property Damage|It|Property Damage
CLA3966|POL0004|09/15/2022|13072.22|Property Damage|Knowledge|Accident
CLA3967|POL0011|04/12/2023|-3980.72|Theft|Herself|Accident
CLA3968|POL0008|05/11/2022|27247.85|Death|Foreign|Property Damage
CLA3969|POL0012|22-11-2022|21233.04|Theft|Gun|Illness
CLA3970|POL0011|08/17/2024|25597.79|Illness|Use|Property Damage
CLA3971|POL0005|2022-09-08|29734.42|Illness|Decision|Theft
CLA3972|POL0010|03/26/2023|Five Hundred|Property Damage|Suffer|Property Damage
CLA3973|POL0006|2022-05-09|49429.53|Accident|Religious|Death
CLA3974|POL0014|2022-05-20|20507.31|Property Damage|Wish|Death
CLA3975|POL0010|2023-05-11|19532.86|Illness|Century|Death
CLA3976|POL0015|14/06/2024|43073.69|Accident|Couple|Property Damage
CLA3977|POL0006|2023-08-05|4207.52||Rise|Accident
CLA3978|POL0005|08-03-2024|39518.22|Theft|Cold|Theft
CLA3979|POL0018|2024-06-21|5635.91|Death|Thus|Accident
CLA3980|POL0020|06-01-2022|13404.87|Theft|Increase|Accident
CLA1236|POL0010|10/04/2024|8529.37|Death|Economy|Accident
CLA3982|POL0006|04/10/2023|1847.65|Property Damage|Another|Illness
CLA3983|POL0005|2022-04-25|14638.07|Death|Specific|Death
CLA3984|POL0007|20/08/2024|16136.39|Theft|Tv|Theft
CLA3985|POL0005|03-11-2024||Illness|Oil|Illness
CLA3986|POL0016|07/15/2023|25132.4|Accident|Deal|Theft
CLA3987|POL0006|25/08/2023|20181.32|Accident|Whole|Theft
CLA3988|POL0020|2024-11-30|29623.44|Death|Point|Property damage
INVALID_27|POL0004|07/13/2023|15346.69|Death|Participant|Death
CLA3990|POL0008|24-01-2022|42664.66||Arrive|Theft
CLA3991|POL9999|29/09/2024|30719.28|Theft|How|Death
CLA3992|POL0014|05-11-2022|48072.29|Theft|Try|illness
CLA3434|POL0005|07/08/2023|14929.35|Illness|Significant|Property Damage
CLA3994|POL0008|2022-02-25|21567.62|Illness|Whom|Illness
CLA3995|POL0010|2022-04-07|49631.42|Death|Cost|Illness
CLA3996|POL0017|10/10/2023|18687.32|Death|Lose|Death
CLA3761|POL0016|25-12-2022|2121.07|Death|Employee|Illness
CLA3998|POL0010|11/21/2023|44521.43|Theft|Late|Illness
CLA3999|POL0015|03/06/2022|-1627.11|Illness|Employee|THEFT
CLA4000|POL0014|18/02/2023|30192.81|Property Damage|Think|Death
CLA4001|POL0011|2022-12-03|5854.93|Illness|Both|Property Damage
CLA4002|POL0016|21/03/2023|46658.44|Death|Tax|Theft
CLA4003|POL0011|26/08/2023|21906.29|Accident|Attorney|Property Damage
CLA1042|POL0008|2023-07-28|21100.28||Common|Illness
CLA4005|POL0013|06/09/2022|Five Hundred||Turn|Illness
CLA4006|POL0012|01-10-2022|48656.57|Theft|Piece|Property Damage
CLA4007|POL0012|11/07/2023|-2005.78|Property Damage|Visit|Accident
CLA4008|POL0013|05-10-2022|Ten Thousand|Illness|Me|Property Damage
CLA4009|POL0007|08/05/2022|2537.03|Illness|Most|Death
CLA4010|POL0002|06-10-2022|25671.28|Property Damage|Why|Illness
CLA4011|POL9999|01/05/2022|Five Hundred|Death|Outside|Death
CLA4012|POL0019|06/16/2022|0|Theft|Or|illness
CLA4013|POL0010|25-10-2024|11188.02|Theft|Loss|Property Damage
CLA4014|POL0014|31-07-2022|42943.21|Accident|Positive|Illness
CLA4015|POL0005|2024-03-07|25210.72|Death|Site|Illness
CLA4016|POL0001|2023-04-01|19023.1||Lose|Illness
CLA4017|POL0007|30-08-2023|35416.3|Theft|Story|Illness
CLA4018|POL0008|26-01-2023|22127.12|Illness|Vote|Theft
CLA4019|POL0018|25-06-2024|11268.76||Rise|Death
CLA4020|POL0011|26-09-2024|9158.18||Wonder|Death
CLA4021|POL9999|2023-05-26|28975.91|Illness|Certainly|Accident
CLA4022|POL0009|14/12/2024|35445.96|Theft|Democrat|Theft
CLA4023|POL0009|09/10/2023|33898.24||Star|Property Damage
CLA4024|POL0002|05/07/2023|41696.68|Theft|All|ACCIDENT
CLA4025|POL0013|12/07/2022|12059.09|Accident|Money|Theft
CLA2025|POL0008|04-11-2024|23932.99|Theft|Else|Death
CLA4027|POL0012|06/05/2022|29160.27|Death|Name|Illness
INVALID_80|POL0014|03/29/2022|4216.84|Death|Nothing|Accident
CLA4029|POL0006|04-12-2023|27921.38|Theft|Party|illness
CLA4030|POL0011|01/07/2023|24561.93|Accident|Law|Death
CLA4031|POL0020|2022-09-04|6427.98|Theft|No|Theft
CLA4032|POL0002|25/04/2024|48111.7|Accident|Light|Property Damage
CLA4033|POL0014|26/10/2023|21026.86|Theft|Especially|Accident
INVALID_32|POL0016|10/05/2023|30450.44|Property Damage|Really|Property Damage
CLA4035|POL0016|07/02/2022|33187.34||Lose|Illness
CLA4036|POL0015|2023-12-23|48459.41|Accident|My|Accident
CLA4037|POL0016|2023-10-03|35689.79|Death|How|Property Damage
CLA4038|POL0014|01/10/2024|4351.42|Property Damage|American|Death
INVALID_60|POL0014|08/31/2024|Five Hundred|Property Damage|Any|Illness
CLA4040|POL0018|05/19/2024|1077.98|Illness|Somebody|Illness
CLA4041|POL0012|11/25/2022|19378.53|Property Damage|Hot|illness
CLA4042|POL0001|10/03/2024|46089.03|Property Damage|Air|Property Damage
INVALID_49|POL0006|2023-08-14|Ten Thousand|Illness|Apply|Illness
CLA4044|POL0018|04-09-2023|20442.8|Death|Specific|Illness
CLA4045|POL0008|20/10/2022|23115.11||Various|Theft
CLA4046|POL0009|2022-02-28|11662.73|Accident|By|Accident
CLA4047|POL0004|2022-09-14|2769.13|Property Damage|Property|Death
CLA4048|POL0017|07-12-2024|18804.4|Death|Sit|Death
CLA4049|POL0008|2022-02-05|26991.65||Bank|Accident
CLA4050|POL0009|2024-08-15|48026.79||Various|Death
CLA4051|POL0009|11/05/2024|12487.97|Property Damage|Film|Illness
CLA4052|POL0020|07/11/2022|47810.35|Theft|Player|Accident
CLA4053|POL0008|15/10/2023|5353.96|Accident|Billion|Accident
CLA4054|POL0019|12/10/2024|4557.3|Accident|Difference|Death
CLA4055|POL0008|2023-02-12|27950.71|Illness|Lawyer|Death
CLA4056|POL0011|10/14/2024|1483.49|Death|Family|Death
CLA4057|POL0020|02/26/2022|8558.24|Theft|Itself|Property Damage
CLA4058|POL0001|13/11/2022|4497.21|Death|Control|Death
CLA4059|POL0019|21/09/2022|39894.85|Death|Western|Theft
CLA4060|POL0017|2022-10-17|47639.92|Illness|Street|Accident
CLA4061|POL9999|08/15/2023||Theft|Offer|accident
CLA4062|POL0013|2023-06-30|16824.4|Death|Goal|Death
CLA4063|POL9999|09/10/2022|11056.31|Accident|Do|Property Damage
CLA4064|POL0002|16/02/2023|37592.39|Illness|Situation|Property Damage
CLA4065|POL0016|09/02/2024|4264.32|Property Damage|Read|Illness
CLA4066|POL0008|2024-02-17|32007.61||Edge|Accident
CLA4067|POL0002|12/04/2024|4450.21|Death|World|Accident
CLA4068|POL0009|04/12/2023|44792.73|Accident|Father|Property Damage
CLA2595|POL0011|25-05-2022|7688.41|Property Damage|Office|Accident
CLA4070|POL0012|09/04/2022|7530.61|Property Damage|Fact|Illness
CLA4071|POL0018|02/06/2022|24837.31|Accident|We|Accident
CLA4072|POL0001|15-03-2024|23720.68|Accident|Never|Property Damage
CLA4073|POL0003|24/12/2022|42603.3|Theft|Bill|Death
CLA4074|POL0017|30/03/2024|20558.33|Death|Few|Accident
CLA4075|POL0006|04/06/2023|34000.8|Illness|Special|Property Damage
INVALID_53|POL0013|28-02-2024|42664.21|Illness|Since|Death
CLA4077|POL0005|2024-08-28|15344.77|Death|Simple|Property Damage
INVALID_56|POL0001|25/10/2023|34255.33|Illness|There|Accident
CLA4079|POL0008|18/07/2022|24709.79|Accident|Down|Theft
CLA4080|POL0014|30-04-2024|17545.96|Death|President|Theft
CLA4081|POL0019|03/08/2023|27818.07|Property Damage|Carry|Theft
CLA4082|POL0013|19-03-2023|43587.45||Among|ACCIDENT
CLA4083|POL0001|26-11-2022|47167.97|Accident|Music|Property Damage
CLA4084|POL0001|2022-01-16|35981.22|Accident|Tough|Accident
CLA4085|POL0014|2022-04-13|34310.67|Death|Team|Death
CLA4086|POL9999|2023-02-05|Five Hundred|Accident|Nice|Death
CLA4087|POL0010|07-04-2022|38472.62|Death|Material|Property Damage
CLA4088|POL0017|17-12-2022|5719.5|Death|Share|Death
CLA4089|POL0009|2023-10-07|49063.87|Illness|His|Accident
CLA4090|POL0008|08-09-2023|4200.79|Illness|Resource|Theft
CLA4091|POL0013|22/10/2024|44609.55|Property Damage|End|Property Damage
CLA4092|POL0008|2023-06-12|22211.78|Property Damage|Establish|Illness
CLA4093|POL0013|05-06-2024|44107.5||Friend|accident
CLA4094|POL0005|2023-11-26|42974.72|Illness|Price|Theft
CLA4095|POL0019|09-06-2022|9056.3|Illness|Other|Death
CLA4096|POL0003|09-09-2023|38773.05|Accident|Budget|Illness
CLA4097|POL0020|07/05/2023|33038.58|Death|Democrat|Death
CLA4098|POL0012|2022-08-07|26981.85|Property Damage|Drug|Death
CLA4099|POL0005|18/06/2024|29906.98|Illness|Difference|Theft
CLA4100|POL0002|27/02/2022|28047.39|Accident|Region|Illness
CLA4101|POL0001|2022-06-07|0|Theft|Lot|Illness
CLA4102|POL0014|2022-06-06|18767.54|Death|Remain|Theft
CLA4103|POL0020|04/09/2024|44109.49|Property Damage|Help|Death
CLA4104|POL0014|16/12/2023|27982.26|Death|Purpose|Theft
CLA4105|POL0007|29/08/2024|31347.57||Western|ILLNESS
CLA4106|POL0020|07-05-2022|33365.62||Month|Property Damage
CLA4107|POL0013|11/07/2022|11112.83|Accident|Start|Theft
CLA4108|POL0015|2022-01-22|18028.91|Illness|Line|Property Damage
CLA4109|POL0013|2024-10-05|31626.28|Death|Forget|theft
CLA4110|POL0016|05/12/2024|28914.49|Theft|Ready|Illness
CLA4111|POL0016|12-09-2022|29800.28|Accident|Both|Death
CLA4112|POL0010|04/17/2023|2015.35|Property Damage|Should|Death
CLA4113|POL0010|28/02/2022|17258.76|Theft|Eight|Illness
CLA4114|POL0001|2022-06-12|48060.57|Illness|Site|Property Damage
CLA4115|POL9999|09/15/2024|43627.86||Music|Death
CLA4116|POL0019|10-07-2023|10165.82|Theft|About|Property Damage
CLA4117|POL0009|2022-07-14|21439.17|Accident|Possible|Accident
CLA4118|POL0019|2024-11-26|41917.66|Theft|Form|theft
CLA2078|POL0008|29/08/2024|12925.54|Accident|During|Illness
CLA4120|POL0017|05-03-2022|31028.79|Illness|Them|Property Damage
CLA4121|POL0011|07/13/2023|44401.71|Property Damage|Local|Property Damage
CLA4122|POL0009|07/28/2022|33494.1|Death|Fly|Illness
CLA4123|POL0009|26-05-2022|32834.02|Theft|Administration|DEATH
CLA4124|POL0009|2022-05-02|27545.13||Suggest|THEFT
CLA4125|POL0002|2024-03-18|22398.14|Property Damage|Computer|Property Damage
CLA4126|POL0017|14-06-2024|39525.0|Accident|Political|Death
CLA4127|POL0007|04/09/2024|Ten Thousand|Accident|Skin|Death
CLA4128|POL0003|2022-08-01|33689.24|Property Damage|Culture|Theft
CLA4129|POL0001|11-09-2022|35279.73|Property Damage|Write|Illness
CLA4130|POL0017|13/11/2022|28875.75|Death|Military|Death
CLA4131|POL0002|08/19/2024|1178.15|Death|Control|Accident
CLA4132|POL0007|03/25/2023|10031.74||Morning|Death
CLA4133|POL0004|2022-04-08|26186.27|Death|Area|Theft
CLA4134|POL0018|2023-12-02|15567.18||Environment|Theft
CLA4135|POL0020|07-09-2022|42017.26|Illness|Enough|Accident
CLA4136|POL0007|2022-03-29|46637.86|Theft|Effort|Accident
INVALID_10|POL0012|2023-03-24|33513.47|Death|Go|Accident
CLA4138|POL0007|2022-10-20|0|Theft|Somebody|Death
CLA4139|POL0001|01/17/2022|49071.54|Accident|Let|Theft
CLA4140|POL0004|19-07-2022|42764.56|Illness|Sure|Accident
CLA4141|POL0014|2023-10-14|42173.83||Hotel|Death
CLA4142|POL0009|15/01/2023|1097.09|Property Damage|Perhaps|Accident
CLA4143|POL9999|10/06/2024|36066.59|Death|Agreement|Theft
CLA4144|POL0001|06/07/2023|1607.43|Property Damage|Range|ACCIDENT
CLA4145|POL0014|14/12/2023|15868.12|Accident|Well|Death
CLA4146|POL0003|14-01-2023|36566.35|Illness|Their|Death
CLA4147|POL0003|04/15/2022|16870.9|Property Damage|Yard|Death
CLA4148|POL0006|21/06/2023|26528.83|Death|Tend|Illness
CLA4149|POL0010|04/07/2024|47144.09||Treatment|Accident
CLA4150|POL0009|14/09/2023|18709.77|Death|Investment|Property damage
CLA4151|POL0003|2022-03-11|6278.55|Property Damage|Surface|accident
CLA4152|POL0014|07/02/2024|49812.66|Property Damage|Suddenly|Theft
CLA4153|POL0006|14-11-2022|9292.35|Accident|Begin|Accident
CLA4154|POL0004|01/02/2023|Five Hundred|Property Damage|Second|Accident
CLA4155|POL0010|2023-10-06||Accident|Arm|Theft
CLA4156|POL0003|04/07/2024|16191.82|Death|Case|Theft
CLA4157|POL0020|21/09/2022|47186.41|Theft|Among|Illness
CLA4158|POL0013|10/19/2023|42591.18|Property Damage|Drop|Accident
CLA4159|POL0013|09-02-2024|43670.07|Theft|Especially|Property Damage
CLA4160|POL0004|29-10-2024|35880.06|Death|Thing|Illness
CLA4161|POL0010|07/25/2022|46980.88|Theft|Everybody|Theft
CLA4162|POL0002|28-02-2024||Property Damage|Effort|Death
CLA4163|POL0019|04/16/2023|45209.09|Accident|Positive|Property damage
CLA4164|POL0001|15-07-2022|4108.81|Illness|Lot|Theft
CLA4165|POL0007|09/09/2024|3680.05|Theft|Lot|Property Damage
CLA4166|POL0013|2023-08-26|19256.54||Make|illness
CLA4167|POL0007|2023-06-09|48814.96|Death|Country|Property Damage
CLA4168|POL0005|06/27/2023|44674.45|Illness|Chance|Death
CLA4169|POL0016|08/08/2024|42732.89||Dark|Death
CLA4170|POL0018|04/17/2022|11478.4||Effort|Illness
CLA4171|POL0020|2024-09-10|4510.94|Illness|Social|Theft
CLA4172|POL0005|05-01-2024|1126.5|Property Damage|Protect|Accident
CLA4173|POL0013|08/11/2023|7214.36|Accident|Congress|Illness
CLA4174|POL0005|2023-07-06|32845.03|Illness|Feeling|Illness
CLA4175|POL0001|2023-08-31|46237.47|Property Damage|Discuss|Illness
CLA4176|POL0004|09/02/2024|29849.87|Illness|Your|Illness
CLA4177|POL0009|07/08/2024|47180.17||Cup|Death
CLA4178|POL0009|11-04-2024|43262.51|Property Damage|Of|Death
CLA4179|POL0020|2023-12-03|2389.49|Property Damage|Often|Illness
CLA4180|POL0005|11/29/2023|2094.96|Property Damage|Heart|Property Damage
CLA4181|POL0005|02/06/2022|31785.27|Illness|Road|Death
CLA4182|POL0018|26/08/2024|47314.44|Illness|Eight|Property Damage
CLA4183|POL0009|15/07/2022|28335.61|Illness|Then|property damage
CLA4184|POL0007|23-03-2023|0|Death|Issue|Accident
CLA4185|POL0011|05/18/2022|48385.51|Accident|She|Theft
CLA4186|POL0001|02/11/2024|-4803.56|Theft|Long|Accident
CLA4187|POL0020|28-09-2023|23560.21|Theft|Beat|Property Damage
CLA3716|POL0002|2023-10-08|10322.32|Illness|Chance|Accident
CLA0200|POL0016|2024-11-08|24922.72|Accident|Large|Illness
CLA4190|POL0012|2022-07-22|7893.29|Property Damage|Beautiful|THEFT
INVALID_78|POL0016|14/07/2022|30201.13|Theft|Land|Illness
CLA4192|POL0018|27-12-2023|25011.13|Accident|Foot|Illness
CLA4193|POL0002|27-11-2022|16287.48|Theft|You|Property Damage
CLA4194|POL0008|06/12/2022|10170.57|Property Damage|Without|Theft
CLA4195|POL0009|04/02/2022|Twenty Five Thousand|Accident|Guess|Property Damage
CLA4196|POL0008|07/28/2024|13685.21|Death|Where|Accident
CLA4197|POL9999|02/28/2022|-4619.44|Death|Sound|Accident
CLA4198|POL0016|2022-12-15|24415.63|Death|Per|Property Damage
CLA4199|POL0015|06/03/2024|48349.92|Accident|Consider|Death
CLA4200|POL0006|2024-12-28|Ten Thousand||Dinner|Accident
CLA4201|POL0016|19/09/2022|46154.76||Study|Death
CLA4202|POL0020|09/12/2024|33144.35|Accident|Degree|Illness
CLA4203|POL0003|2024-06-25|39873.2|Theft|Newspaper|Property Damage
CLA4204|POL0002|31-05-2023|12241.86||Employee|Property Damage
CLA4205|POL0015|15-01-2023|45302.72|Theft|Dream|Theft
CLA4206|POL0013|28-05-2024|Twenty Five Thousand|Accident|Give|Property Damage
CLA4207|POL0003|02/08/2022|44504.43|Accident|Play|Accident
CLA4208|POL0015|05/12/2024|10679.51||Mr|Theft
CLA4209|POL0020|12/11/2022|22568.85|Accident|One|Theft
CLA4210|POL0007|22/04/2024|28755.25|Theft|Hear|Theft
CLA4211|POL0009|14/05/2023|34883.88|Theft|Add|Property Damage
CLA4212|POL0004|01/11/2023|10641.72|Accident|Southern|Theft
CLA4213|POL0018|11/04/2024|1859.72||Lawyer|Illness
CLA4214|POL0007|2023-07-21|12120.86|Property Damage|Officer|theft
CLA4215|POL0012|05/10/2024|21499.6||That|Accident
CLA4216|POL0020|08/06/2024||Death|Recently|Property Damage
CLA4217|POL0018|27/02/2022|49281.87|Theft|Concern|Death
CLA4218|POL0002|12/30/2023|38678.73|Illness|Congress|Accident
CLA4219|POL0013|2024-02-17|17279.47|Death|Pretty|Death
CLA4220|POL0013|08/01/2022|15658.98|Theft|Imagine|Property Damage
CLA4221|POL9999|2024-08-16|36095.09|Theft|Share|Illness
CLA4222|POL0015|20/03/2022|-3371.64|Property Damage|Serious|Property Damage
CLA4223|POL0013|05/19/2024|23298.98|Theft|Top|Theft
CLA4224|POL0015|10/11/2023|41694.25|Accident|Compare|Theft
CLA4225|POL0007|09-08-2024|15259.17|Death|Less|Death
CLA4226|POL0015|11/25/2024||Illness|More|Death
CLA4227|POL0014|03/31/2024|14758.48|Death|Suggest|Theft
CLA4228|POL0011|2023-05-21|22102.19|Theft|Receive|Property Damage
CLA4229|POL0007|05/12/2023|31299.94|Property Damage|Type|Accident
CLA4230|POL0009|22/01/2023||Accident|Among|Death
CLA4231|POL0018|06-03-2024|11060.65|Death|Particular|ACCIDENT
CLA4232|POL0009|28-04-2022|5349.27|Accident|Girl|Illness
CLA4233|POL0006|2022-12-03|7539.49|Theft|Drug|Property Damage
CLA4234|POL0019|12/26/2024|40197.16|Death|Sister|Illness
CLA4235|POL0010|03/23/2022|32838.48|Death|Personal|Death
CLA4236|POL0014|2022-11-25|43792.49|Illness|Type|Theft
CLA4237|POL0018|13-05-2022|8151.19|Illness|Community|Property Damage
CLA4238|POL0002|2024-03-19|Five Hundred|Accident|Author|Illness
CLA4239|POL0001|2024-08-23|0|Accident|Office|Theft
CLA4240|POL0012|16/07/2023|0|Death|Computer|Accident
CLA4241|POL0019|2022-07-06|17479.7|Death|Consider|Death
CLA4242|POL9999|2023-11-12|Five Hundred|Property Damage|Tend|Death
CLA4243|POL0020|14-07-2022|12346.25|Death|Next|Death
CLA0452|POL0016|05-07-2022|6683.4|Theft|Idea|Death
CLA4245|POL0020|09/08/2024|31765.63|Death|Of|Accident
CLA4246|POL0007|2022-08-20|17666.43|Death|Performance|Accident
CLA4247|POL0019|11/14/2024|39938.27|Property Damage|Beyond|Illness
CLA4248|POL0012|10/17/2022|17745.98|Death|Population|Illness
CLA4249|POL0010|04/26/2022|36032.7|Accident|Win|Accident
CLA4250|POL0019|20-09-2022|26259.31|Theft|Sell|Illness
CLA4251|POL0010|18-02-2024|0||Side|Property Damage
CLA4252|POL0002|05-10-2022|34558.67|Accident|Network|Illness
