PolicyID,CustomerID,PolicyType,PremiumAmount,StartDate,EndDate,Status
POL4367,CUS0016,Motor,7967.51,05/25/2023,03/21/2023,Physical
POL4368,CUS0019,Health,11443.15,31-03-2023,06/05/2024,Near
POL4369,CUS0001,Health,21137.06,2023-08-05,12/12/2023,Leave
POL4370,CUS0003,Property,14402.75,27/06/2024,2024-02-27,Turn
POL4371,CUS0007,Motor,,2023-09-28,16/09/2024,Nice
POL4372,CUS0013,LIFE,-1575.71,13/12/2024,2022-11-02,Tonight
POL4373,CUS0013,Motor,,23-06-2024,2024-09-16,Heavy
POL4374,CUS0019,Motor,48950.6,17/08/2022,09/12/2024,Subject
POL4375,CUS0011,Motor,24556.02,01/14/2022,10/29/2024,Play
POL2662,CUS0018,Life,40727.74,20-10-2023,31-01-2024,National
POL4377,CUS0013,Life,22718.31,05/10/2024,2024-04-12,Young
POL4378,CUS0004,Motor,36150.31,2023-06-20,10/26/2023,Room
POL4379,CUS0005,HEALTH,3631.79,2022-04-24,2022-05-27,Manager
POL4380,CUS0018,Health,45013.59,2022-04-28,09/08/2023,Last
POL4381,CUS0013,Life,0,09/30/2022,2022-09-27,Around
POL4382,CUS0008,LIFE,4239.47,07-03-2024,2024-04-01,Trip
POL4383,CUS0017,Health,14185.56,08-01-2023,04/03/2023,Impact
POL4384,CUS0017,Life,28753.03,2024-06-04,09-10-2024,Help
POL4385,CUS0006,Motor,43956.75,2024-10-05,04/09/2022,Explain
POL4386,CUS0003,Motor,48546.62,12-08-2022,03/16/2023,Image
POL4387,CUS0006,Property,42858.74,23-10-2022,2023-06-05,Draw
POL4388,CUS0017,Property,46344.73,06/02/2023,01/14/2023,Cause
POL4389,CUS0010,Property,29991.22,2024-12-25,15-03-2022,Bring
POL4390,CUS0010,Health,12750.65,2023-11-07,2024-08-11,Plant
POL4391,CUS9999,Motor,26864.06,24-07-2022,14-01-2023,Prove
POL4392,CUS0019,Motor,40061.89,2023-08-22,03/08/2022,Ball
POL4393,CUS0016,Property,49769.63,2022-02-18,2022-12-03,Step
POL4394,CUS0006,Property,3134.89,19/05/2022,04/07/2023,Remember
POL4395,CUS0001,Health,38498.58,01/02/2023,2024-09-27,Guess
POL4396,CUS0018,Health,-4583.5,02/06/2024,28/10/2022,Down
INVALID_5,CUS0002,Health,37253.19,03/04/2023,02/04/2023,Beat
POL4398,CUS0017,Property,47805.22,2023-08-25,21/12/2024,Keep
POL4399,CUS0011,Life,9263.06,2022-11-08,06/27/2022,Kitchen
POL4400,CUS0005,Motor,14200.84,10-12-2023,01-10-2023,Night
POL4401,CUS0007,Motor,7769.57,01/11/2022,2022-01-13,Nation
POL4402,CUS0014,Life,4945.12,23/07/2022,02/05/2024,Cup
POL4403,CUS0004,Health,36106.86,2023-11-15,19/12/2022,Job
POL4404,CUS0004,Health,42636.96,01/19/2024,28-12-2024,Crime
POL4405,CUS0007,Motor,46484.94,07/02/2022,17/09/2022,Action
POL4406,CUS0003,Property,48595.94,09/21/2022,01/18/2024,Season
POL0952,CUS0010,Property,33714.6,10-02-2024,08/28/2022,Out
POL4408,CUS0007,Life,5355.07,30/01/2023,2022-01-25,Technology
POL4409,CUS0008,Life,7257.78,2023-07-02,16-04-2023,Lose
POL4410,CUS0014,Property,36276.88,22/05/2024,09-08-2024,Medical
POL4411,CUS0009,Property,1436.53,11/20/2022,2024-03-26,After
POL4412,CUS0010,Health,24313.69,2022-11-01,11-12-2024,Young
POL1923,CUS0006,Health,,11-02-2023,12/06/2022,Share
POL4414,CUS0003,Life,19338.43,2023-09-05,01/14/2024,Card
POL4415,CUS0011,Health,3259.31,2022-11-05,08/18/2024,Tend
POL4416,CUS0007,Health,33472.07,15-02-2024,28-02-2024,Establish
POL4417,CUS0003,Property,48561.66,03-07-2024,30/07/2024,Campaign
POL4418,CUS0009,Motor,22387.67,09/06/2024,22-08-2023,Teacher
POL4419,CUS0005,Property,8379.34,02/21/2023,17/06/2023,Long
POL4420,CUS0013,Motor,23003.62,30/07/2023,23-10-2022,Writer
POL4421,CUS0017,Property,10662.81,10/22/2024,28/09/2022,Ever
POL4422,CUS0004,Health,35758.37,19/07/2022,17/03/2022,Lay
POL4423,CUS0010,Property,22865.35,03/11/2024,14-06-2023,The
POL4424,CUS0012,Motor,28279.06,12/25/2023,16/05/2023,Help
POL4425,CUS0004,Health,28461.83,05/19/2022,23-03-2023,President
POL2742,CUS0007,Health,33731.12,2024-05-21,12/25/2023,Fill
POL4427,CUS0005,Life,6606.26,27-03-2022,2024-07-26,Student
POL4428,CUS0010,Health,46853.38,03/21/2024,2022-06-12,Management
POL4429,CUS0015,Health,36903.5,06/05/2023,2022-06-18,Expert
POL4430,CUS0006,Health,1425.3,26-06-2023,18-10-2023,Into
POL4431,CUS0004,Motor,40640.32,03/09/2024,23-03-2022,Receive
POL4432,CUS0010,Property,19363.5,2022-02-16,23/01/2022,Both
POL4433,CUS0002,Life,,10/16/2023,02-10-2023,Summer
INVALID_69,CUS0013,Motor,5058.13,2022-10-06,2023-03-10,Tax
POL4435,CUS0008,HEALTH,35912.36,11/16/2023,06-03-2024,According
POL4436,CUS0008,MOTOR,36378.58,07/10/2023,22/07/2022,Subject
POL4437,CUS0006,Motor,-3927.65,2024-03-03,2024-11-28,She
POL4438,CUS0009,Property,27060.66,2023-11-02,08/12/2023,Conference
INVALID_12,CUS0001,Property,0,06/30/2024,02/05/2022,Assume
POL4440,CUS0018,Health,33733.92,07/31/2022,10-05-2023,Thought
POL4441,CUS0016,Life,14026.73,16-10-2024,21-11-2022,Other
INVALID_56,CUS0002,Property,15588.43,2023-04-06,10/29/2024,Instead
POL4443,CUS0004,Health,39881.78,15-03-2022,27/12/2022,Choice
POL4444,CUS0013,Health,48552.76,19-03-2024,2023-06-07,Significant
POL4445,CUS0011,motor,10986.16,21-01-2024,29/10/2024,Create
POL4446,CUS0016,Health,12825.25,01/08/2023,2023-02-04,Person
POL4447,CUS9999,Health,15898.95,26/03/2022,2023-11-10,Ability
POL4448,CUS0012,Motor,1416.99,13/10/2024,03-04-2023,Network
POL4449,CUS0002,Motor,Twenty Five Thousand,2023-08-07,18-02-2023,Hundred
POL4450,CUS0014,Motor,32335.22,03/23/2024,10/03/2024,Him
POL4451,CUS0003,Property,29021.9,03/09/2024,08/30/2022,Offer
POL4452,CUS0018,Motor,17751.73,11/05/2023,2024-09-07,Article
POL4453,CUS0008,Property,47564.89,2022-06-08,04/28/2023,Environmental
POL4454,CUS0010,Motor,20603.44,2022-05-02,09/04/2023,Decade
POL4455,CUS0012,Health,41644.23,2022-02-09,02/06/2023,I
POL4456,CUS0019,Life,38953.29,10-08-2022,07-05-2022,Buy
POL4457,CUS0014,Life,47172.75,11/19/2023,25-09-2023,Minute
POL4458,CUS0002,Motor,38431.82,02/10/2024,18-03-2023,Member
POL4459,CUS0004,Health,44861.59,12/01/2023,01/09/2022,Base
POL3248,CUS0001,Health,38486.08,04/16/2024,02/12/2024,Leave
POL1743,CUS0018,Motor,17824.98,29-04-2024,12/10/2023,Reason
POL4462,CUS0020,Health,1476.73,06-06-2022,02/28/2022,Bad
POL4463,CUS0004,Health,38646.27,29-10-2024,2022-10-22,Relationship
POL4464,CUS0015,Motor,16328.17,17/07/2022,25-10-2024,Son
POL4465,CUS0010,Property,16604.42,01/06/2023,11/29/2023,Think
POL4466,CUS0005,Property,1930.68,06-09-2024,12-08-2023,Threat
POL4467,CUS0016,Life,22735.46,15-07-2022,2024-06-23,Opportunity
POL4468,CUS0005,Motor,38827.79,10/02/2022,22/08/2023,Purpose
POL4469,CUS0001,Property,9121.57,06/12/2024,2022-11-17,Remain
POL4470,CUS0009,Motor,12536.02,10/29/2022,02/21/2022,Audience
POL4471,CUS0003,Property,44373.85,01/10/2023,09-01-2022,Bill
POL4472,CUS0003,Property,10372.31,2024-07-01,31/12/2022,Age
POL4473,CUS0012,Motor,1802.16,09/15/2023,19-11-2024,Notice
POL4474,CUS0001,Health,0,07/29/2022,16/01/2024,Various
POL4475,CUS0015,Motor,22888.25,05-09-2024,27-03-2022,Past
POL4476,CUS0016,Motor,26060.68,2024-01-28,08/15/2023,Anyone
POL4477,CUS0016,Life,34648.45,04/22/2024,28-03-2024,But
POL4478,CUS0006,Health,38905.63,05/06/2023,21-07-2024,Kind
POL4479,CUS0012,Health,7481.14,26/07/2023,11/04/2022,Writer
POL4480,CUS0013,Motor,14968.79,10/02/2023,2022-08-18,Development
POL4481,CUS0008,Motor,28039.97,2023-08-08,2024-03-20,Represent
POL4482,CUS0016,Property,13995.58,2024-08-02,14-11-2022,Close
POL4483,CUS0014,Motor,49134.45,04/10/2022,09/30/2023,Learn
POL4484,CUS0015,Life,13209.1,10/07/2022,08-07-2023,Nice
POL4485,CUS0019,Property,31289.08,2024-06-06,09/09/2023,Mr
POL4486,CUS0012,Health,47798.29,25/07/2022,30-12-2023,Evening
POL4487,CUS0014,Life,15003.38,2022-01-26,2023-08-15,Purpose
POL4488,CUS0004,Health,47750.34,07/17/2023,04/01/2023,Available
POL4489,CUS0013,Motor,4933.77,21-05-2024,06/05/2022,Seven
POL4490,CUS0006,Health,32313.52,14/12/2022,2024-06-27,Somebody
POL4491,CUS0018,Health,2572.34,14-06-2024,06-04-2024,Least
POL4492,CUS0011,Health,45288.53,17/01/2024,2024-11-01,Decide
POL4493,CUS9999,Life,23393.93,22-01-2023,2022-08-04,We
POL4494,CUS0009,Life,33083.04,2022-02-07,09/11/2024,Visit
POL4495,CUS0020,Health,30962.59,16-09-2024,27/02/2024,History
POL4496,CUS0015,Health,13289.84,05/02/2023,04/27/2023,Scientist
POL4497,CUS0013,Motor,25649.54,05/26/2022,19-10-2023,Body
POL4498,CUS0014,Property,4528.37,2022-06-07,07/29/2024,Personal
POL4499,CUS0011,Motor,17395.59,05/17/2022,02/07/2022,Box
POL4500,CUS0012,Motor,41347.01,01/03/2023,02/12/2023,Son
POL4501,CUS0006,Life,21095.27,20/10/2023,2022-03-11,Toward
POL4502,CUS0007,Motor,,2023-03-04,2024-03-19,Mean
POL4503,CUS0003,LIFE,4479.62,24-02-2024,05-07-2024,Significant
POL4504,CUS0005,Motor,24509.19,03/06/2022,26/11/2022,Create
POL4505,CUS0009,Health,-1177.41,18-08-2023,11/08/2022,Why
POL4506,CUS0014,Life,17666.71,06/21/2023,17/10/2024,Owner
POL4507,CUS0002,Motor,10707.58,2022-09-24,2023-09-12,Language
POL4508,CUS0004,Property,14422.56,04-01-2024,14-03-2024,Let
POL4509,CUS0020,Life,4091.42,04/05/2023,10/17/2023,Manager
POL4510,CUS0018,Motor,45332.52,11/04/2024,2023-09-11,Never
POL4511,CUS0007,Property,38249.87,2024-02-02,2022-05-10,How
POL4512,CUS0004,Health,46818.91,07/22/2023,2022-08-27,Type
POL4513,CUS0002,Health,13088.56,01/10/2024,05-06-2022,Single
POL4514,CUS0011,Motor,8469.95,18/02/2023,2022-10-12,Need
POL4515,CUS0015,Life,,21/04/2024,2024-06-11,Economic
POL4516,CUS0007,Property,12549.61,31-05-2023,21-10-2023,Source
POL4517,CUS0013,Property,4414.17,2024-07-27,2024-06-29,Arm
POL4518,CUS0015,Property,,07/28/2022,2024-12-06,Since
POL4519,CUS0013,Motor,6386.04,2024-12-27,19/06/2024,Notice
POL4520,CUS0010,Motor,49982.41,18-08-2024,2024-11-20,Out
POL4521,CUS0016,Property,10178.13,08-04-2022,03/15/2023,Hospital
POL4522,CUS0007,Life,,14-07-2022,02/28/2022,Heavy
POL4523,CUS0001,MOTOR,45905.01,14-12-2024,11/06/2023,Democratic
POL4524,CUS0003,Life,16986.96,17/10/2022,05/04/2024,Tough
POL4525,CUS9999,Motor,46987.18,11/06/2024,2023-12-04,Fight
POL4526,CUS0007,PROPERTY,15702.79,05/17/2022,09/06/2023,Drug
POL4527,CUS0002,Motor,24329.16,11/03/2024,02/21/2024,Describe
POL4528,CUS0001,Health,9303.02,04/03/2024,2023-10-08,Sort
INVALID_86,CUS0009,Life,21847.37,24/01/2024,03/08/2022,Stop
POL4530,CUS0005,Life,3547.18,21-07-2022,2024-06-13,Single
POL4531,CUS0020,Motor,6712.68,03/09/2024,23/11/2024,Road
POL4532,CUS0019,Property,38056.97,19/01/2022,04-01-2024,Few
POL4533,CUS0002,Life,6170.73,02/11/2023,24-11-2024,Simply
POL4534,CUS0007,Property,44187.15,04/23/2023,03/15/2024,Coach
POL4535,CUS0015,Health,38109.4,19/10/2022,07/10/2024,Simply
POL4536,CUS0010,Motor,12941.42,2022-01-30,25-01-2023,Without
POL4537,CUS0017,Motor,15759.6,05/17/2022,15-04-2022,Interview
POL4538,CUS0014,Health,48046.65,12-12-2023,07/06/2023,Institution
POL4539,CUS0014,Health,26968.71,14/08/2023,11/24/2022,Example
POL4540,CUS0003,Property,23318.71,07/16/2022,2023-01-08,Door
POL4541,CUS0002,Property,39691.62,03-05-2023,28/11/2022,Television
POL4542,CUS0013,Life,1398.25,08/10/2023,26-01-2022,Could
POL4543,CUS0012,Life,20631.6,01-03-2023,05-09-2023,Peace
POL4544,CUS0017,Property,20776.21,10/19/2023,05/06/2022,Foreign
POL4545,CUS0016,Motor,29820.5,11-09-2023,03-01-2023,Beat
POL4546,CUS0015,Property,37171.18,05/07/2024,2024-08-09,Computer
POL4547,CUS0004,Property,13751.34,2023-10-08,03-09-2023,Address
POL4548,CUS0018,Motor,49258.83,08/11/2024,23/06/2022,Put
POL4549,CUS0003,Motor,23563.32,27-10-2024,2022-04-13,Fund
POL4550,CUS0016,Health,23482.96,07/09/2024,2022-02-23,Central
POL4551,CUS0019,Motor,12155.13,2024-08-03,01/01/2023,Despite
POL4552,CUS0007,Health,44450.12,14-11-2022,12-08-2023,Should
POL4553,CUS0007,Life,13804.7,10/12/2024,2023-10-29,Ability
POL4554,CUS0016,Life,23510.8,2022-05-13,08/22/2023,Huge
POL4555,CUS0006,Health,40698.8,23/10/2023,2023-04-10,Crime
POL4556,CUS0013,Health,45536.74,11/05/2022,31/05/2024,Social
POL4557,CUS0009,Property,2100.15,16-10-2023,30-03-2024,South
POL4558,CUS0009,Motor,8375.65,08/25/2024,2023-04-16,Recognize
POL4559,CUS0012,Property,38331.48,02-05-2024,2023-06-06,Strategy
POL4560,CUS0007,Health,17039.77,07/04/2022,2023-01-16,You
POL4561,CUS0010,Property,35995.15,12/09/2023,11-08-2024,Oil
POL4562,CUS0005,Motor,8758.69,30/05/2024,2023-05-15,Into
POL4563,CUS0019,Motor,31250.08,2023-04-26,15/04/2022,Need
POL4564,CUS0018,Property,18840.81,2023-10-19,2024-01-06,Step
POL4565,CUS0007,PROPERTY,37229.56,09/12/2023,28/07/2023,Over
POL4566,CUS0018,Property,4435.56,19/06/2024,14/01/2023,Much
POL4567,CUS9999,Property,48268.9,21/11/2024,28-07-2023,Member
POL4568,CUS0012,Health,25607.98,07/31/2023,15/01/2022,Get
POL4569,CUS0011,HEALTH,42531.15,11/27/2022,05/01/2022,Never
POL4570,CUS0003,Health,21957.14,2023-08-10,27-05-2024,Resource
POL4571,CUS0014,Property,Twenty Five Thousand,14/01/2024,20-05-2023,Quickly
POL4572,CUS0002,Life,43840.86,2022-08-27,03/10/2022,Finally
POL4573,CUS0018,Health,19803.66,11/13/2024,11/10/2022,Age
POL4574,CUS0001,Motor,20519.45,16-08-2024,16-10-2024,Field
POL4575,CUS9999,Health,,2022-06-25,2022-01-06,Traditional
POL4576,CUS0003,Property,37970.18,07/01/2023,04/24/2022,Across
POL4577,CUS0002,Motor,5175.79,06-10-2024,15-08-2024,Truth
POL4578,CUS0014,Motor,0,06/05/2023,03-08-2022,Green
POL4579,CUS0002,Life,45708.28,08/06/2024,2023-10-05,Suddenly
POL4580,CUS0016,Health,9285.55,2024-11-14,2024-08-07,Full
POL4581,CUS0019,Life,44798.55,10/02/2024,21-05-2023,Behind
POL4582,CUS0018,Property,9705.65,02/08/2022,09/01/2023,Security
POL4583,CUS0008,Motor,23699.29,15/08/2022,2022-07-11,Ahead
POL4584,CUS0019,Property,Five Hundred,16/04/2023,02/09/2023,Unit
POL4585,CUS0009,Health,,11/09/2023,2024-01-30,Strong
POL4586,CUS0013,Life,34625.91,17-09-2022,2023-03-29,Value
POL4587,CUS0016,Health,1337.42,14-12-2024,06-12-2022,Agent
POL4588,CUS0010,Property,40621.62,2023-11-20,02/29/2024,Wrong
POL4589,CUS0016,Property,4155.15,12-12-2022,21/04/2022,Simple
POL4590,CUS0007,Health,49391.07,2022-02-22,26/06/2023,Big
POL4591,CUS0007,Motor,38874.15,24/11/2022,2023-08-14,College
POL4592,CUS0008,Life,25119.65,04-11-2024,17-08-2022,Church
POL4593,CUS0008,Health,35465.66,28-01-2022,18-03-2024,Recent
POL4594,CUS0010,Property,15037.79,2022-01-16,09/08/2024,Trial
POL4595,CUS0006,Life,44588.69,2024-05-25,07-06-2024,Instead
POL4596,CUS0007,motor,10926.28,2024-11-25,2022-03-20,Represent
POL4597,CUS0019,Life,36824.0,17/06/2024,15-04-2023,Modern
POL4598,CUS0013,Life,22749.92,12/18/2024,22-12-2022,Listen
POL4599,CUS0006,Health,44326.74,06/18/2024,09/06/2023,Admit
POL4600,CUS0001,Health,4816.88,06/27/2023,2024-06-02,Job
POL4601,CUS0012,Property,3274.04,11/04/2024,2023-02-17,Where
POL4602,CUS0018,Property,18154.13,07/28/2024,25-03-2024,Beyond
POL4603,CUS0013,Motor,39683.37,01/04/2024,11-06-2023,Bill
POL4604,CUS0012,LIFE,4973.15,2023-05-05,17/09/2022,Responsibility
POL4605,CUS0015,Life,42980.83,02/08/2023,2024-09-14,New
POL4606,CUS0010,property,49694.28,09/07/2023,06/23/2023,Me
POL3273,CUS0013,Health,27473.81,11/24/2023,14-07-2023,Wear
POL4608,CUS0002,Life,20994.75,07/16/2024,2024-04-01,Same
POL3741,CUS0020,Motor,45212.63,07/10/2023,2022-10-09,Course
POL4610,CUS9999,Health,38444.24,2024-10-24,09/08/2024,Be
POL4611,CUS0003,Health,20961.8,2023-02-20,15-07-2022,Value
POL4612,CUS0001,Motor,10777.32,30/11/2024,12/01/2023,Hospital
POL4613,CUS0019,Life,13127.75,23-03-2023,07-02-2024,Time
POL4614,CUS0018,Life,39422.45,2024-09-19,07/07/2023,Get
POL4615,CUS0011,Health,Five Hundred,27-03-2024,2023-10-07,Professor
POL4616,CUS0020,Motor,24124.74,10/10/2022,06/23/2024,Alone
POL4617,CUS0006,Motor,3545.29,2023-01-18,10/12/2023,Stock
POL4618,CUS0006,Life,Twenty Five Thousand,06/06/2024,08/31/2024,Front
POL4619,CUS0007,Property,0,07/25/2024,04/26/2023,Threat
POL4620,CUS0017,Life,5949.62,22/06/2022,05-01-2023,Maintain
POL4621,CUS0008,Property,35803.71,10/02/2023,19/07/2024,Tell
POL4622,CUS0019,Motor,-1783.27,13/07/2022,06/04/2022,Suffer
POL4623,CUS0013,PROPERTY,41318.58,2023-09-27,22/10/2023,Technology
POL4624,CUS0008,Motor,23635.79,2022-03-03,2024-05-29,Matter
POL4625,CUS0013,Health,10791.42,05/01/2023,17/01/2022,Analysis
POL4626,CUS0017,Health,2962.77,18/08/2024,2022-05-19,Discussion
POL4627,CUS0006,Life,37453.53,2024-05-20,04-08-2024,Series
POL4628,CUS0009,Life,3566.34,23-10-2023,2022-10-18,Money
POL4629,CUS9999,Health,43706.57,02/18/2022,12/02/2022,Save
POL4630,CUS9999,Life,4193.89,05/16/2024,01/05/2022,Return
POL4631,CUS0007,Life,46858.57,03/01/2022,2022-04-09,Special
POL4632,CUS0001,Property,12393.75,27-04-2022,2022-08-21,Almost
POL4633,CUS0009,Health,21708.91,12/23/2024,12/09/2024,Late
POL4634,CUS0009,Property,28394.31,2022-10-20,15-02-2022,Keep
POL4635,CUS0018,life,-2139.51,12/12/2023,02/10/2023,How
POL4636,CUS0010,Property,3781.55,04/04/2023,01-01-2023,Child
POL4637,CUS0007,Property,41089.87,12/12/2022,18/11/2023,Site
POL4638,CUS0019,Life,40063.26,07/02/2022,05/23/2023,Cost
POL4639,CUS0019,Life,26622.53,22/04/2024,29/08/2024,Indeed
POL4640,CUS0016,Life,42892.64,10/04/2023,23-03-2024,Pressure
POL4641,CUS0004,Property,24387.57,2022-03-01,2024-12-03,Public
POL4642,CUS0018,Property,Five Hundred,2023-01-28,03/11/2022,Base
POL4643,CUS0020,Life,25776.97,14-03-2024,22-02-2023,Candidate
INVALID_74,CUS0011,Life,42500.11,20-08-2022,2024-04-29,Far
INVALID_74,CUS0017,Motor,38471.69,2024-04-14,06/02/2024,Where
POL4646,CUS0017,Health,4964.06,08/03/2023,06/01/2023,Part
POL4647,CUS0014,Motor,0,2024-10-06,02-08-2023,Imagine
POL4648,CUS0014,Motor,6406.54,29/03/2023,19/10/2024,Rather
POL4649,CUS0014,Health,45748.14,12/11/2023,16-10-2022,Thank
POL2723,CUS0019,Life,33141.64,2024-08-02,27-10-2024,Best
POL4651,CUS0008,Motor,20394.65,12/31/2022,2023-01-23,Short
POL4652,CUS0008,Life,29124.25,04-01-2024,14-12-2022,Mr
POL4653,CUS0007,life,-759.28,2023-09-05,13/02/2023,Participant
POL4654,CUS0019,Health,21642.71,19/09/2024,16/10/2022,Table
POL4655,CUS0012,Life,24428.48,19-07-2022,21/07/2024,Spend
POL4656,CUS0009,Motor,14599.73,10/12/2022,08/11/2023,Democrat
POL4657,CUS0005,Motor,40188.3,05/16/2023,2022-03-26,Just
POL4658,CUS0004,Life,48214.12,24-07-2022,04/02/2024,Audience
POL4659,CUS0018,Life,34760.4,24/02/2022,2023-05-13,Same
POL4660,CUS0013,Motor,28463.29,31-01-2023,2022-11-06,Difficult
POL4661,CUS0010,Life,45819.81,12/25/2022,10-06-2024,Cell
POL4662,CUS0012,Motor,16871.5,02/27/2023,09/26/2023,Important
POL4663,CUS0017,Motor,-2930.35,07/08/2022,22-05-2023,Opportunity
POL4664,CUS0004,Motor,Twenty Five Thousand,14-06-2022,15/05/2022,Myself
POL4665,CUS0005,Property,15860.48,2023-10-30,17/12/2022,She
POL4666,CUS0014,LIFE,31803.77,15/08/2022,2023-11-28,Rest
INVALID_12,CUS0007,Motor,41879.15,01/05/2024,15-02-2023,Out
POL4668,CUS0005,Motor,28209.75,02/02/2022,26-02-2024,Figure
POL4669,CUS0014,Health,4986.24,10/31/2022,12/10/2023,Trouble
POL4670,CUS0005,Health,34530.75,01/06/2024,04/28/2024,Media
POL4671,CUS0019,Motor,22737.56,24/05/2022,10/01/2022,Miss
POL4672,CUS0011,Property,13990.38,13/07/2024,06/05/2024,Model
POL4673,CUS0015,Property,12766.45,16-12-2023,2023-08-20,Subject
POL4674,CUS0015,Motor,,2024-06-18,05/08/2024,Organization
POL4675,CUS0002,Property,22728.42,01/05/2022,05/09/2024,Feel
POL4676,CUS0001,Life,15074.09,02/27/2022,04/05/2022,Writer
POL4677,CUS0002,Life,3418.65,10/07/2023,07/15/2022,Ball
POL4678,CUS0004,life,36871.7,03/16/2023,04/29/2024,Consider
POL4679,CUS0014,Health,41113.26,2023-10-07,14/11/2022,Son
POL4680,CUS0020,Health,18666.58,15/10/2024,05/15/2023,Civil
POL4681,CUS0006,HEALTH,14664.78,2022-02-06,24-04-2022,Score
POL4682,CUS0014,Health,Twenty Five Thousand,12/10/2024,2023-09-05,Song
POL4683,CUS0016,Health,18606.99,09/14/2022,13/07/2024,Involve
POL4684,CUS0007,Life,17582.23,08/12/2023,01/20/2022,Almost
POL4685,CUS0020,Life,6709.93,03/22/2024,04/01/2023,Player
POL4686,CUS0002,Motor,18058.56,01/05/2024,2024-11-23,Point
POL4687,CUS0012,Property,45519.23,09-04-2022,11-07-2024,Other
POL4688,CUS0012,Property,44480.5,2023-08-08,12/12/2023,Senior
POL4689,CUS0001,Health,46679.98,03/18/2023,26-12-2022,Recognize
POL4690,CUS0018,Life,47097.42,06/06/2022,24/10/2022,Industry
POL4691,CUS0007,Health,Ten Thousand,2022-06-18,12/29/2023,Treatment
POL4692,CUS0005,Property,46231.31,31-10-2023,04/04/2022,Probably
POL4693,CUS0017,Property,24325.04,08/09/2022,02/10/2022,Simply
POL4694,CUS0014,Motor,20612.79,10/07/2022,28/10/2024,Their
POL4695,CUS0005,Life,11852.51,27-08-2023,02/05/2023,Require
POL4696,CUS0020,Motor,7933.59,24/03/2024,03-08-2024,Mean
POL4697,CUS0013,Life,45049.47,10/02/2024,2024-04-27,Environment
POL4698,CUS0020,Life,24206.68,03/09/2024,20/06/2024,Sister
POL4699,CUS0012,Motor,7485.62,2024-03-14,29/05/2023,Now
POL4700,CUS0012,Health,42733.75,2024-07-19,08/10/2022,May
POL4701,CUS0012,health,3843.08,23-07-2022,13-01-2022,Ten
POL4702,CUS0017,Health,8534.11,04/06/2024,24/08/2024,Low
POL4703,CUS0012,Motor,28972.99,06/19/2024,2024-06-29,Until
POL4704,CUS0009,Motor,18236.91,20-01-2022,15/03/2024,Stage
POL4705,CUS0012,Motor,26238.08,2022-08-09,30/03/2024,Science
POL4706,CUS0020,Health,35019.91,06/10/2022,11/16/2024,Hour
INVALID_33,CUS0005,Life,8980.47,12/20/2022,07/31/2022,Serious
POL4708,CUS0020,MOTOR,27347.36,2024-05-27,12/25/2023,Plan
POL4709,CUS0015,Motor,36615.73,10/31/2024,26-01-2023,Act
POL4710,CUS0011,Property,27043.58,2022-04-03,04/05/2023,How
POL4711,CUS0014,life,35113.19,04/12/2024,08/06/2022,Research
POL4712,CUS0006,property,30633.14,26-02-2023,19/01/2024,At
POL4713,CUS9999,Motor,49277.76,2024-05-15,22-10-2024,Mission
POL4714,CUS9999,Health,20312.07,17-12-2024,20/06/2022,Gas
POL4715,CUS0007,Motor,9811.81,14/09/2022,11/07/2022,Call
POL4716,CUS0014,Property,5902.76,18-12-2024,2024-09-22,Concern
POL4717,CUS0006,Life,7532.87,22/09/2022,08-04-2024,Know
POL4718,CUS0018,Property,40292.3,11/18/2022,07-09-2023,Quality
POL4719,CUS0012,property,40212.05,2023-10-29,02/01/2022,Cause
POL4720,CUS0019,Property,32691.6,03/07/2024,08/06/2022,Every
POL4721,CUS0017,Health,45588.62,2022-09-30,2024-07-02,White
POL4722,CUS0006,Property,19893.12,2022-07-30,2023-08-23,Million
POL4723,CUS0003,Motor,47782.44,28-09-2022,2024-06-22,Present
POL4724,CUS0013,Health,7291.88,05/08/2022,11/18/2023,Nice
POL0050,CUS0017,Property,13013.58,04/09/2022,2022-02-01,Wrong
POL4726,CUS0002,Motor,26314.95,2023-03-03,03/05/2024,Various
POL4727,CUS0001,Property,42072.49,04-01-2024,12-03-2024,Market
POL4728,CUS0006,Health,13784.48,05/16/2024,09-04-2024,Either
POL4729,CUS0015,Motor,18700.02,08/25/2023,01/09/2023,Program
POL4730,CUS0012,Property,14663.12,2024-02-27,15-05-2023,Almost
POL4731,CUS0004,Motor,24017.68,08/22/2023,07/21/2022,Include
POL4732,CUS0006,Health,26311.52,18-11-2024,27/01/2022,Employee
POL4733,CUS0012,Life,7641.03,08/18/2023,2024-12-10,Against
POL4734,CUS0017,Property,-856.5,20-05-2022,01/09/2023,For
POL4735,CUS0019,Life,1116.77,22-01-2024,29/04/2024,Option
POL4736,CUS0012,Health,29760.87,2022-02-20,02-06-2022,Culture
POL4737,CUS0008,Life,34792.33,2024-07-26,2024-05-01,Good
POL4738,CUS0016,Life,,12/05/2023,09/19/2023,Improve
POL4739,CUS0006,Health,44623.62,10/08/2024,24/01/2022,Goal
POL4740,CUS0017,Life,6165.13,09/01/2024,09/07/2022,Room
POL4741,CUS0006,Life,8853.46,19-08-2022,2024-07-22,Film
POL4742,CUS0009,Health,11085.36,12/08/2023,18-08-2024,History
POL4743,CUS0005,Property,21573.17,20-03-2022,08/22/2023,Cultural
