RouteID|Origin|Destination|DistanceKM|EstimatedHrs|RouteType
ROU4062|Available|Him|35193.98|22983.86|Highway
ROU4063|Major|Little|40067.31|7574.27|Highway
ROU4064|These|Man|Twenty Five Thousand|20728.0|City
ROU4065|Television|Light|5647.46|27558.64|Highway
ROU4066|Near|Series|26202.12|49401.81|Mixed
ROU4067|Condition|Deal|35901.96|15065.29|City
ROU4068|Deal|Raise|20748.77|6891.88|City
ROU4069|Reflect|Discuss|38818.29|39584.84|Mixed
ROU4070|Some|Town|15968.94|24573.88|Mixed
ROU4071|Commercial|Write|7788.5|16258.13|City
ROU4072|Protect|History|42041.33|28148.26|Highway
ROU4073|Pressure|Director|2180.83|11911.11|City
ROU4074|Admit|True|36687.55|Ten Thousand|Mixed
ROU4075|Seven|Continue|3995.17|Five Hundred|mixed
ROU4076|Whose|About|24545.9|15421.64|HIGHWAY
ROU4077|Food|Current|4982.66|7862.97|Mixed
ROU4078|Town|Push|47863.34|21192.69|Mixed
ROU4079|Follow|Sure|-4998.31|24090.77|Highway
ROU4080|Personal|Little|23313.86|4320.84|City
ROU4081|Dark|Mouth|33168.6||Mixed
ROU4082|Right|Event|48475.06|17858.89|Mixed
ROU4083|End|Even|10234.8|3604.2|Mixed
ROU4084|Run|Role|31473.05|23572.48|Highway
ROU4085|Decide|Girl|32612.71|25833.36|City
ROU4086|Gun|Win|33283.92|-4074.19|City
ROU4087|Person|Institution|18401.95|33502.23|Highway
ROU4088|Here|Kind|14815.13|46402.89|City
ROU4089|Lawyer|Example|20183.84|41433.67|City
ROU4090|Body|Sell|0|0|City
ROU4091|Factor|Much|19262.29|27547.11|Highway
ROU4092|Bed|Natural|19748.08|44657.63|Highway
ROU4093|Actually|Article||32494.53|Highway
ROU4094|Money|Feeling|18500.14||Highway
ROU4095|Adult|Life|49155.39|42654.1|Mixed
ROU4096|Attention|Pay|1860.04||Mixed
ROU4097|Act|Speak|9500.9|38679.36|Highway
ROU4098|Successful|Possible|41433.05|Ten Thousand|Highway
ROU4099|Off|Window|20068.54|0|Highway
ROU4100|Central|Want|-3814.67|41147.8|City
ROU4101|Throw|Sometimes|Ten Thousand|-3364.9|City
ROU4102|Occur|Out|49273.8|6315.51|City
ROU4103|Huge|Commercial|33671.31|48391.33|Highway
ROU4104|Girl|Clear|16084.66|27415.21|Mixed
ROU4105|Message|Poor|34909.07|39728.47|Mixed
ROU4106|Service|Prove|16496.72|22911.08|Highway
ROU4107|Visit|People|4085.33|32422.5|City
ROU4108|Fall|Indeed|Five Hundred|14007.21|Highway
ROU4109|Nature|Capital|18091.47|4789.81|City
ROU4110|Represent|Bed|9691.84|7649.31|Highway
ROU4111|Summer|In|42108.87|39168.14|City
ROU4112|Forget|Explain|15074.64|49772.26|Highway
ROU4113|Dog|Ever|24187.47|39987.14|Highway
ROU4114|Sell|Put|47897.5|20012.78|City
INVALID_30|Natural|Space|0|39047.91|Mixed
ROU4116|Her|Very|38640.92|10038.23|City
ROU4117|Eat|Sister|21124.12|42526.72|Mixed
ROU4118|Population|Laugh|Five Hundred|13166.69|Highway
ROU4119|Conference|Operation|33116.55|30569.72|City
ROU4120|Four|Perform|9432.85|5165.76|Mixed
ROU4121|General|Again|2794.74|5569.49|City
ROU4122|Build|Some|44912.13|496.0|MIXED
ROU4123|Painting|Talk|21750.68|2197.96|Mixed
ROU4124|That|Investment|17602.81|37504.66|Highway
ROU4125|Ground|Page|3833.19|25199.29|Highway
ROU4126|School|Two|40842.98|31962.57|Mixed
ROU4127|Clearly|Economic|15046.16|16243.13|Mixed
ROU4128|Tax|Hospital|39284.72|604.36|Highway
ROU4129|Pull|Here|4924.79|-1018.31|Mixed
ROU4130|Human|Serious|27109.84||Mixed
ROU4131|Nature|Try|11704.45|47666.44|Highway
ROU4132|Do|Focus|1095.89|27271.88|Mixed
ROU4133|Pattern|Mother|7320.38|9993.21|Highway
ROU4134|Fire|Political|31294.66|-2234.18|Mixed
ROU4135|Accept|From|2510.52|35519.18|Mixed
ROU4136|Discover|Save|15999.08|1223.05|Highway
ROU4137|Fight|Man|23614.38|4459.79|Highway
ROU4138|Spring|Consumer||41106.75|Mixed
ROU4139|Night|Town|14848.84|35130.88|Mixed
ROU4140|Customer|Issue|41649.44|12862.36|Highway
ROU4141|Throughout|Feel|42172.59|21270.81|Highway
ROU4142|Theory|Body||36493.36|Mixed
ROU4143|Still|Company||3146.04|City
ROU4144|Strong|Bar|42702.17|44431.27|Mixed
ROU4145|Make|Agency|17417.26|15231.55|Highway
ROU4146|Choose|Order|13279.11|37750.87|Mixed
ROU4147|Indeed|Bed|14438.56|22589.14|Mixed
ROU4148|Join|Once|28804.37|38233.83|HIGHWAY
ROU4149|Professional|Fish|14383.73|2847.22|highway
ROU4150|Hour|Already|24743.47|1952.5|City
ROU4151|Only|Describe|12894.56|13883.99|Mixed
INVALID_3|None|Scene|5841.41|Five Hundred|Mixed
ROU4153|Maybe|World|24289.25|19752.1|Mixed
ROU4154|Those|Process|17011.54|8853.48|Highway
ROU4155|Level|Administration|5434.91|19856.48|Mixed
ROU4156|Three|Low|29400.16|-2233.76|Mixed
ROU4157|Allow|Company|38737.82|16080.04|Mixed
ROU4158|Prevent|End|36931.11|16007.41|Mixed
ROU4159|Mind|Important|49230.33|21853.14|Mixed
ROU4160|Onto|Yard|16261.43|31548.62|City
ROU4161|Customer|Current|31766.21|48108.16|Mixed
ROU4162|Increase|Will|26167.05|18847.56|City
ROU4163|Conference|Through|12276.09|18373.59|Highway
ROU4164|Set|Simple|29459.02|Five Hundred|Highway
ROU4165|Surface|Child|22616.63|28221.16|City
ROU4166|Past|Third||0|Mixed
ROU4167|Like|Stay|31642.06|40733.57|Mixed
ROU4168|More|Its|10981.05|24064.75|City
ROU4169|Trip|Alone|11196.51|15477.74|City
ROU4170|Beautiful|Since|38522.53|38796.24|City
ROU2661|Successful|Game|43798.08|8389.48|Highway
ROU4172|Range|Kid|-2170.92|37153.88|City
ROU4173|Look|Treat|1394.82|19616.86|City
ROU2908|Expert|Like|26578.0|20319.64|Mixed
ROU4175|History|Word||38363.56|Highway
ROU4176|Than|Director||10060.27|Highway
ROU4177|Fly|Daughter|31433.27|7622.02|City
ROU4178|Economic|Wonder|37189.37|13982.91|Highway
ROU1824|Smile|Special|6425.64|13743.94|Highway
ROU4180|Western|All|12295.42|19465.23|City
ROU4181|Big|Stuff|25352.01|39164.94|Mixed
ROU4182|Site|Vote|29435.33|23683.41|City
ROU4183|News|Coach|Five Hundred|47128.9|MIXED
ROU4184|Evidence|Since||3432.11|Mixed
ROU4185|We|Time|39560.39|31270.23|City
ROU4186|Area|Thousand|7647.97|23967.55|City
ROU4187|Nearly|Point|34626.78|10734.16|Highway
ROU4188|Guess|Interview|29345.43|39091.83|Highway
ROU4189|Now|Local|12860.34|41064.09|Highway
ROU4190|Exist|Wear|32551.46|42687.05|Highway
ROU4191|Your|Us|3037.34|45595.81|Mixed
ROU4192|Local|Myself|24677.43|47254.34|City
ROU4193|Determine|Box|6423.78|23881.13|Mixed
INVALID_64|Word|Fine|41496.12|12837.55|Highway
ROU4195|Care|Great|3698.97|26469.89|MIXED
ROU4196|Student|Ok|37815.48|5833.06|Highway
ROU4197|Baby|Provide|10096.64|13186.54|City
ROU4198|Street|Product|29142.81|40444.62|City
ROU4199|Ball|Left|22092.12|49714.99|Mixed
ROU4200|Yeah|Another|23038.76|47700.58|City
ROU4201|Issue|Agency|36810.85|9771.22|Mixed
INVALID_79|Pressure|City|22052.48|47026.98|Highway
ROU4203|Cut|New|3319.58|5673.08|City
ROU4204|Agreement|High|33309.35|25221.81|City
ROU4205|Like|Particularly|24616.89|47936.3|City
ROU4206|Conference|Group|39734.8|30507.69|Mixed
ROU4207|Response|With|1872.1|36389.47|Highway
ROU4208|Perhaps|Take|45645.2|12824.36|city
ROU4209|Smile|Laugh|29519.5|43106.14|highway
ROU4210|Mother|Deep|28943.69|6600.05|Highway
ROU4211|Thus|Opportunity|27952.77|1615.08|Highway
ROU4212|Cultural|Listen|14444.51|24920.53|Mixed
ROU4213|Peace|Peace||6489.42|City
ROU4214|Tv|Question|1941.41|5497.72|Highway
ROU3328|Change|Live|11076.96|48858.19|City
ROU4216|Enjoy|Recent|2888.06|49103.51|City
ROU4217|Past|Actually|41063.09|45630.57|Highway
ROU4218|Something|Else|40763.77|21474.78|Mixed
ROU4219|Affect|My|38851.86|0|Mixed
ROU4220|Brother|Sometimes|43594.41|994.01|Highway
ROU1546|Push|Charge|12257.29|20386.91|City
ROU4222|Go|Exactly|28319.88|37376.49|Highway
ROU4223|Stock|Tv|28413.36|24048.34|Mixed
ROU2432|White|Evidence|47703.73|45836.28|Highway
ROU4225|Nearly|Pass|9104.72|22614.25|City
ROU4226|Election|When|1776.66|11067.04|Highway
ROU3604|Threat|Prevent|0|7008.93|Highway
ROU4228|Toward|Thousand|40041.17|29547.08|Highway
INVALID_76|New|Morning|40069.62|18131.09|City
ROU4230|North|Go|2126.56|19738.84|City
ROU4231|Hand|Public||19612.74|Mixed
ROU4232|Sister|Range|46217.34|18637.67|Mixed
ROU4233|Prevent|Strategy|23173.57|34023.65|City
ROU4234|Figure|General|41847.42|40613.79|Highway
ROU4235|Form|Live|10881.27|44909.62|Highway
ROU4236|Stop|Treatment|29999.72|16530.51|City
ROU4237|Blue|Decision|11042.83||Highway
ROU4238|My|Happen|32231.07|19239.11|City
ROU4239|Form|Car|34037.69|25016.54|Highway
ROU4240|Teacher|Say|17749.44|5313.48|Highway
ROU4241|Check|Action|46049.02|44252.08|Highway
ROU4242|Hospital|Use|15071.94|33088.55|City
ROU4243|Quickly|Role|30335.85|25974.81|Mixed
ROU4244|Feeling|Recent|Ten Thousand|8223.04|City
ROU4245|Statement|Serious|19419.98||Highway
ROU4246|Explain|Interview|29330.47|14057.03|City
ROU4247|Official|Teacher|43834.42|4481.21|Highway
ROU4248|Lead|Himself|14362.22|28558.42|MIXED
ROU3950|Catch|Soon|3465.52|15836.64|highway
ROU4250|Job|Race|35850.77|42063.21|Mixed
ROU4251|Husband|Talk|11427.95|35047.18|City
ROU4252|Effort|Join|44786.04|Five Hundred|Mixed
ROU4253|Especially|Lose|20539.41|27841.77|City
ROU4254|Attention|Even|12996.41|4617.33|City
INVALID_39|Myself|Before|-4219.97|10002.79|City
ROU3920|Recognize|First|49550.34|14378.08|Highway
ROU4257|Image|Senior|5722.85|6618.73|City
ROU4258|Throughout|Drive|37306.54|21981.5|Mixed
ROU4259|Feel|Adult|-4570.24|Ten Thousand|Mixed
ROU4260|Sell|Add|43357.56|11670.45|Mixed
ROU4261|Simple|Series|7185.73|17140.54|City
ROU4262|Various|House|14418.96|18356.06|City
ROU4263|Want|Individual|22967.02|11241.03|City
ROU4264|Under|Base|13095.94|32704.59|highway
ROU4265|Born|College|5567.7|16416.79|Mixed
ROU4266|Represent|Factor|15208.07|19843.08|City
ROU4267|Live|Listen|45357.67|781.82|Mixed
ROU4268|Effect|Cost|49074.94|45701.94|Mixed
ROU4269|Water|Describe|10515.38|44586.32|Mixed
ROU4270|Wonder|Behavior|35668.86|13827.37|Mixed
ROU4271|Happy|Quite|9340.72|6841.16|Highway
ROU4272|Leg|Wear|33456.22|3981.08|City
ROU4273|Start|Still|3170.94|20990.09|Highway
ROU4274|Sport|Ahead|6823.56|7891.77|Highway
ROU4275|Seat|Share|0|34462.93|City
ROU4276|Late|Organization|22952.24|34864.82|City
ROU4277|Low|Himself|45000.44||Mixed
ROU4278|State|When|23750.04|31149.19|Highway
ROU4279|Spend|Movement|41688.27|30950.41|City
ROU4280|Outside|Ahead|42188.8|36390.72|Highway
ROU4281|Century|Model|26938.63|5160.12|Mixed
ROU4282|Specific|Instead|49915.2|12584.69|Highway
ROU4283|Find|Data||35757.8|City
ROU4284|Anyone|Data|Ten Thousand|7279.28|Mixed
ROU4285|Prevent|Rule|31195.94|26057.91|Mixed
ROU4286|Child|Reality|25656.75|13039.76|Highway
ROU4287|Trouble|Do|18625.18|48956.89|Highway
ROU4288|Wife|Character|2341.67|41061.47|Highway
ROU4289|Show|Four|28647.63|9508.22|Highway
ROU4290|Democratic|Industry|21486.66|6519.98|Highway
ROU4291|Eat|Trial|23215.28|44247.38|City
ROU4292|Modern|Southern|12857.9|12889.58|HIGHWAY
ROU4293|Writer|Religious|30617.04|34075.85|City
ROU4294|Likely|Find|23144.18|7944.28|City
ROU4295|Friend|Respond|1027.18|48850.48|City
ROU4296|Firm|Drop|46969.12|33387.74|highway
ROU4297|Shake|Happen|31417.69|30527.95|City
ROU4298|Try|Conference|27118.01|31683.17|City
ROU4299|Gun|Entire|22294.98|6740.6|Mixed
ROU4300|Situation|Here|20486.99||City
ROU4301|Past|Carry|16118.51|2490.1|City
ROU4302|Side|On|47876.82|17699.1|Mixed
ROU4303|Interest|Throughout|2981.68|44196.03|City
ROU4304|Room|Relate|20301.92|9724.09|Highway
ROU4305|Building|Including|25836.67|35020.79|Mixed
ROU1111|Type|Effect|5191.87|20871.32|Highway
ROU4307|One|Region|38249.38|Ten Thousand|City
ROU4308|Cold|Once|6911.51|15609.68|Mixed
INVALID_13|Style|Figure|41470.76|-4896.97|City
ROU4310|Receive|Red|27771.02|47449.88|Mixed
ROU4311|Offer|Speak|22164.34|40394.24|Highway
ROU4312|Address|Painting|38733.35|28966.56|Highway
ROU4313|Ok|Research|1445.18||Mixed
ROU4314|Foot|Identify|10260.55|25840.75|Highway
ROU4315|Pick|Evening|40459.77|4846.79|Mixed
ROU4316|Find|Chance|49363.03|12136.66|Highway
ROU4317|Three|Admit|43385.46|39799.78|Mixed
ROU4318|Every|Push|23644.4|27284.31|Highway
ROU4319|Call|Art|8112.4|40318.43|City
ROU4320|Without|Especially|47644.03|10050.08|City
ROU4321|Heart|Model|31141.63|12196.57|Highway
ROU4322|Perform|About|44449.11|2091.16|MIXED
ROU4323|Long|Direction|44950.48|35122.59|Mixed
ROU2229|Home|He|9750.25|33454.45|HIGHWAY
ROU4325|Per|Usually|29649.24|33474.02|Highway
ROU4326|They|Onto|Five Hundred||City
ROU4327|Least|Performance|2291.26|48568.86|City
ROU4328|Radio|First|13244.31|43684.68|Mixed
ROU4329|Strong|Kitchen|36776.77|5316.75|City
ROU4330|Floor|Over|35949.91|4923.21|Highway
ROU4331|Building|Arrive|10893.53|34334.38|Mixed
ROU4332|Guess|Team|28682.45|18836.07|Highway
ROU4333|But|Trial||19743.93|Mixed
ROU4334|Language|Push|13706.02|6830.04|Mixed
ROU4335|Ask|History|30486.63|44590.1|City
ROU4336|Expert|If|14260.67|13674.81|Highway
ROU4337|Little|Challenge|0|10158.2|Mixed
ROU4338|Again|Not|28162.57|10461.68|City
ROU4339|Eight|Food|27629.21|33914.68|Mixed
ROU4340|Few|Again|4064.91|38235.66|MIXED
INVALID_35|Establish|Religious|19118.87|3273.56|Mixed
ROU4342|Blue|Decade|Five Hundred|43897.6|Highway
ROU4343|Hundred|Care||-2776.69|Highway
ROU4344|Answer|Also|5026.75|41306.14|City
ROU4345|Degree|You|25096.17|45566.0|Highway
ROU4346|Any|Loss|11358.81|23962.96|Highway
ROU0272|Purpose|Really|34863.01|32221.64|City
ROU4348|Of|Choice|27523.24|30033.64|Mixed
ROU4349|Respond|Remember|6230.78|5408.09|Mixed
ROU4350|Nation|Beautiful|32212.28|35525.1|City
ROU3938|Commercial|Great|9086.19|17934.64|Highway
ROU4352|Debate|Less|22070.18|49861.54|Highway
ROU4353|Others|Cut|37146.66|1002.03|City
ROU4354|Research|Early|11803.12|22740.68|Highway
ROU4355|Themselves|Guess|2138.25||Highway
ROU4356|Address|Long|4035.39|48983.76|City
ROU4357|Week|Several|8143.58|13932.27|Highway
ROU4358|Culture|Likely|29413.5|46670.55|Highway
ROU4359|White|Natural|-4002.42|35520.91|City
ROU4360|Tough|Receive|43927.81|48590.49|City
ROU4361|Father|Treatment|4225.86|23553.91|City
ROU4362|Organization|College|48624.83|27561.57|City
ROU4363|Beat|Kid|36766.22|10933.72|City
ROU4364|Computer|Bag|19149.74|6292.02|Highway
ROU4365|Decide|Above|Ten Thousand|375.22|Mixed
ROU4366|Take|Positive|17937.73|46360.44|City
ROU4367|Reflect|Both|27304.19|3979.94|Highway
ROU4368|I|Not|20801.89|19961.04|Highway
ROU1249|Certainly|Run|30638.28|1436.1|Mixed
INVALID_98|Skin|School|15090.16|33135.76|Mixed
ROU3681|Floor|Law|30746.1|44177.4|HIGHWAY
ROU4372|Meeting|Public|3468.83|9137.54|City
ROU2111|Nor|East|10833.29|23006.14|City
ROU4374|Even|Sometimes|33508.44|43399.54|City
ROU4375|List|To|48793.18|1468.32|City
ROU4376|As|Officer|12648.8|37985.55|Mixed
ROU4377|Thank|Of|20622.85|22394.11|City
ROU3793|Cause|Those|0|22140.31|Mixed
ROU4379|Forget|Subject|0|4455.7|Mixed
ROU4380|Develop|Within|36160.48|34807.95|City
ROU4381|Our|Him|-939.21|-4915.63|City
ROU4382|Couple|Lead|30560.9||MIXED
ROU4383|Ever|Sell|5270.48|5734.87|Mixed
ROU4384|Size|Never|13196.53|40350.05|Highway
ROU4385|Despite|Set|14250.54|12163.65|City
ROU2293|Accept|Scientist|42872.99|11059.05|City
ROU4387|Once|Trade|12564.99|14104.07|Highway
ROU4388|Development|Two|7757.27|Five Hundred|City
ROU4389|Computer|Religious|12519.63||City
ROU4390|Law|They|40786.79|14930.88|Highway
ROU4391|Hair|Region|41265.22|23170.51|City
ROU4392|Deal|Material|33289.8|13870.45|Highway
ROU4393|Total|Fall|12013.57|6957.23|Mixed
ROU4394|Prevent|Structure|47136.88|19418.35|City
ROU4395|Responsibility|Follow|27479.91|8022.44|Mixed
ROU4396|Government|Picture|1831.53|41255.58|city
ROU4397|Suggest|Reason|25721.64|36428.67|City
ROU4398|Continue|Newspaper|9601.16|0|Highway
ROU4399|Skill|Reduce|16997.72|0|Mixed
ROU4400|Republican|Difference|42404.76|26617.05|City
ROU4401|Finish|She|9099.13|36806.69|City
ROU4402|Civil|Act|30812.77|45199.07|Mixed
ROU4403|Add|Heavy||9130.62|City
ROU4404|Follow|Suggest|23073.32|20174.31|MIXED
ROU4405|Situation|Scene|15157.6|5941.2|Mixed
ROU4406|Arm|Star|0|41612.19|Mixed
ROU4407|Just|Plan|46302.96||Highway
ROU4408|How|Apply|41068.73|5336.57|Highway
ROU4409|Tough|Treat|49115.52|43594.33|Highway
ROU4410|Tree|Anyone||35278.0|Mixed
ROU4411|Now|Serve|22437.45|7094.01|Mixed
ROU4412|Kid|Ball|17129.49|20607.48|City
ROU4413|Most|Down|16012.55|5063.02|Highway
ROU4414|During|Health|27705.28|10154.96|Mixed
ROU4415|Night|Investment|32681.15|48622.02|City
ROU4416|Read|Position|32978.47|22879.95|Mixed
ROU4417|Industry|Peace|29817.0||Mixed
ROU4418|Debate|Blue|2270.75|10121.66|Mixed
ROU4419|Others|Yard|38420.99|44156.43|Mixed
ROU4420|One|Those|27411.93|22638.17|Mixed
ROU4421|Him|Rate|14140.67|45179.56|Highway
ROU2698|Writer|Change|21769.6|2192.44|Mixed
ROU4423|Look|Stage|39304.55|35302.59|Mixed
ROU4424|Friend|Later|35763.81|19584.52|City
ROU4425|Particular|Political|46483.81|19105.7|CITY
ROU4426|Perform|Enter|5765.18|30073.17|mixed
ROU4427|Outside|Three|21575.04|42294.38|City
ROU4428|Question|Laugh|1867.93|21098.45|Highway
ROU4429|Stage|Catch|33325.11|41037.59|Highway
ROU4430|Least|Owner|43946.69||Mixed
ROU4431|See|Store|42301.51|49229.18|City
ROU4432|Those|Future|31192.94|39175.39|City
ROU4433|Wish|Interest|Twenty Five Thousand|16225.14|City
ROU4434|West|Financial|42427.28|18677.06|Mixed
ROU4435|Decision|Possible|34242.04|45417.44|City
ROU4436|Price|Court|43311.2|22763.86|City
ROU4437|Dark|Explain|9730.3|26555.15|Mixed
ROU4438|Expert|Artist|49440.19|37520.48|City
ROU4439|Even|Think|30863.02|451.71|Highway
ROU4440|Age|Challenge|27005.3|9514.27|City
ROU4441|Task|Others|38183.44|5719.16|Highway
ROU4442|Easy|Prepare|7827.94|27935.24|Highway
ROU4443|House|Exist|Twenty Five Thousand|37559.03|Highway
ROU4444|Can|Marriage|14216.57|49444.21|Highway
ROU4445|Beautiful|Civil|12946.25|6459.37|Highway
ROU4446|Goal|Represent|2197.98|25222.78|City
ROU4447|More|Good|27449.33|44379.86|City
ROU4448|Century|Right|33704.63|12925.32|Mixed
ROU2226|Person|Two|||Mixed
ROU4450|Whatever|Each|39094.49|3290.19|Highway
ROU4451|Point|Start|-1362.88|40614.72|CITY
ROU4452|Plan|His|35417.65|47057.48|Highway
ROU4453|Bad|Almost|23531.09|34128.22|City
ROU4454|Prove|Suggest|23156.33|599.26|CITY
ROU4455|Black|Family|37949.49|33039.51|Highway
ROU4456|Mrs|Help|35685.7|33540.93|Mixed
ROU4457|Ability|Role|11685.72|3182.65|highway
ROU4458|Course|Couple|35414.32|2012.15|City
ROU4459|Whatever|Until|8426.45|2003.84|Highway
ROU4460|Yes|Often|12181.02|24382.17|Highway
INVALID_30|Of|Get|38549.62|9488.03|Mixed
ROU4462|Apply|Own|42352.97|Ten Thousand|City
ROU4463|Interest|Staff|25547.83|27324.85|City
ROU4464|Admit|Might||41536.53|City
INVALID_11|School|Effect|-3681.22|13787.99|Mixed
ROU4466|Available|Heavy|48274.57|44878.55|Mixed
ROU4467|Though|Bring|25993.71|40140.42|Mixed
ROU4468|Camera|Our|33684.22|22127.46|Mixed
ROU4469|Kitchen|Area|6352.74|41658.8|City
ROU4470|Dark|Their|41309.71|21962.51|City
ROU4471|Certainly|Again|26925.0|27185.12|City
ROU4472|Down|Item|8409.43|3022.31|City
ROU4473|Whom|Thank|11977.08|15057.92|Mixed
ROU4474|Suffer|Arrive|10923.48|31369.8|Highway
ROU4475|Tough|Test|32035.8|39481.72|City
ROU4476|Their|Somebody|0|45496.13|Highway
ROU4477|Among|Situation|30421.56|7849.85|Highway
ROU4478|Know|Clear|3625.71|20176.66|City
ROU4479|Character|Force|31537.06|25456.03|Highway
ROU4480|Strategy|It|39428.12|1519.62|Highway
ROU4481|Care|Determine|20298.91|24749.5|Mixed
ROU4482|Than|Step|45562.46|14091.87|Highway
ROU4483|Treatment|Wait|32334.9|27944.2|Highway
INVALID_65|Pressure|Plant|40389.1|16391.68|City
ROU4485|Huge|Culture|17512.7|18907.37|City
ROU4486|Customer|Get|0|7378.76|Mixed
ROU4487|Will|Firm|46404.2||Highway
ROU4488|Student|Region|7062.41|41967.46|Mixed
ROU4489|Eat|Chance|41734.71|28183.47|Mixed
ROU4490|Again|Position|40670.61|17325.49|Highway
ROU4491|Car|Life|Five Hundred|36520.04|City
ROU4492|Such|Form|27333.97|32063.51|City
ROU4493|Thing|Require|48426.73|3869.59|HIGHWAY
ROU4494|As|Suggest|28238.64|0|CITY
ROU4495|Difference|Usually|24913.3|12199.36|Highway
ROU4496|Notice|Parent|27918.09|3537.18|Highway
ROU4497|His|Time|33123.5|44289.14|Mixed
ROU4498|Inside|Evening|36965.62|35429.56|MIXED
ROU4499|Without|Blood|2669.66|25000.65|City
ROU4500|Player|Owner|34900.1|45018.64|City
ROU4501|General|Contain||32428.47|Highway
ROU4502|Watch|Hope|Twenty Five Thousand|45889.98|Highway
ROU4503|Affect|Contain|0|35452.82|Mixed
ROU4504|Property|Another|21789.08|-4580.85|Mixed
ROU4505|Conference|Nor|20736.65|46792.4|City
ROU4506|These|Interesting|12282.8|0|CITY
ROU4507|Red|Clear|9222.66|1153.38|Highway
ROU4508|Rate|Since|28458.64|33833.91|City
ROU4509|Turn|Six|33574.83||Highway
ROU4510|Participant|Who|Ten Thousand|24503.97|Highway
ROU4511|In|Her|34736.68|41018.69|Mixed
ROU4512|Young|Stock|13076.42|5337.63|Mixed
ROU4513|Personal|Against|6914.96|15765.84|Mixed
ROU4514|North|From|18852.36|4769.13|City
ROU4515|Away|Home|18731.9|27006.32|Mixed
ROU4516|Form|Myself|2379.17|49410.23|Mixed
ROU4517|Myself|Wide|23883.92|30889.61|City
ROU4518|Mention|Girl|15219.75|25143.17|Highway
ROU4519|Message|Fight|22127.01|45218.47|Highway
ROU4520|National|Agency|40697.16|16675.49|City
ROU4521|World|Contain|14330.21|5196.82|city
ROU2628|Attack|Man|0|27301.99|City
ROU4523|Base|With|1830.77|19028.1|Highway
ROU4524|Recognize|Assume|0|49672.23|City
ROU4525|Only|Teach|17211.75|22218.91|City
ROU4526|Station|Unit|35234.18|16004.23|City
ROU4527|Development|Adult|10933.2|2036.11|Mixed
ROU4528|Security|Finish|28510.35|4597.2|City
ROU4529|Beyond|Perform|2317.81|11455.44|mixed
ROU0558|Establish|Garden|7923.52|10416.8|Mixed
ROU4531|Cold|Science|16584.81|42289.86|Mixed
ROU4532|Congress|Age|37299.3|0|Mixed
ROU4533|Road|Throw|35881.12|37487.44|Highway
ROU4534|Generation|Large|31984.16||Highway
ROU4535|Wear|Off|5161.93|44950.62|Mixed
ROU4536|Animal|Weight|43582.54|9970.68|City
ROU4537|Improve|Voice|19282.69|4698.71|Mixed
ROU4538|Note|Former|29050.25|7545.7|Mixed
ROU4539|Industry|Leg|47369.52|3868.43|Mixed
ROU1902|Sure|City|-3786.5|34270.57|City
ROU4541|See|Base|15085.37|37913.29|HIGHWAY
ROU4542|Various|Land|9434.66|28644.62|Highway
ROU4543|Actually|Scene|41523.03|18047.99|Mixed
ROU4544|Local|Bring|13541.62|16676.4|Highway
ROU4545|Past|Law|45278.89|38482.41|City
ROU4546|Author|Power|Ten Thousand|9580.94|Mixed
ROU4547|Ten|Than|11106.83|20636.4|City
ROU4548|Force|Picture|10468.3|22785.19|Mixed
ROU4549|Fear|Industry|34463.14|0|Highway
ROU4550|Teach|Ago|32124.47|21277.51|City
ROU4551|Campaign|Easy|37683.74|38618.84|City
ROU4552|Involve|Lawyer|7975.2|43683.32|City
ROU4553|Leg|Dog|48104.55|34267.51|Highway
ROU4554|Policy|Young|27994.9|10892.85|Highway
ROU4555|Member|Piece|-308.89|16972.2|City
ROU4556|Quite|Moment|20577.09|7945.04|Mixed
ROU4557|Anything|While|47250.91|34005.39|Mixed
ROU4558|Help|Couple|40313.29|34824.06|Mixed
ROU4559|Standard|Chance|26527.97|33789.81|Mixed
ROU4560|Environment|True|2335.52|37638.31|city
ROU4561|Garden|Reach|27033.14|0|city
ROU4562|Build|Always|40469.91|22719.16|Highway
ROU4563|Safe|They|18557.74|29850.67|City
ROU4564|Stay|Two|16272.04|24208.05|Highway
ROU4565|Interesting|Small|43418.57|44573.17|City
ROU4566|Exactly|Six|10647.71|21596.12|Mixed
ROU1500|School|Manage|19935.72|22944.37|Highway
ROU4568|Fast|Feel|11884.37|49435.26|Highway
ROU4569|Movie|Card|12834.76|14391.59|City
ROU4570|Energy|Yet|31152.94|12817.1|City
ROU4571|Wonder|Pick|31603.83||Mixed
ROU4572|North|Camera|45089.9|41386.84|Mixed
ROU4573|Easy|Thus|12374.53|8391.45|City
ROU4574|Possible|Drive|18904.63|10036.96|Mixed
ROU4575|Truth|Chance|47579.75|23073.31|highway
ROU4576|Often|My|14810.96|44216.54|City
ROU4577|Collection|Follow|25733.2|39626.08|Highway
ROU4578|Start|Test|23777.02|0|City
ROU4579|Guy|Brother|3857.58|40851.58|Mixed
ROU4580|Anyone|Discuss|35260.84|32362.4|Highway
ROU4581|Environmental|Anything|0|34609.21|Highway
ROU4582|Thank|War||27064.16|Highway
ROU4583|Career|Recognize|12327.1|Twenty Five Thousand|Highway
ROU4584|Likely|Risk|16872.91|31397.75|Mixed
ROU3542|Simple|Note|6922.38|21251.61|City
ROU4586|Although|Organization|35206.35|3590.81|Mixed
