ShipmentID,DriverID,WarehouseID,Origin,Destination,ShipmentDate,DeliveryDate,Weight,Cost,Status,ExtraColumn
SHI4202,DRI0019,WAR0005,Number,High,2023-06-22,14/05/2023,25900.09,Ten Thousand,Delivered,EXTRA_DATA
SHI4203,DRI0005,WAR0017,International,Beautiful,05/22/2023,08/02/2023,45111.5,28963.37,Delivered,EXTRA_DATA
SHI4204,DRI0011,WAR0017,Hear,War,01-08-2023,22-07-2024,44733.55,37423.16,Delayed,EXTRA_DATA
SHI4205,DRI0003,WAR0013,Car,When,02/06/2022,10/21/2022,1815.49,0,Delayed,EXTRA_DATA
SHI4206,DRI0002,WAR0005,Sing,General,07/07/2024,,28769.88,32194.04,In-Transit,EXTRA_DATA
SHI4207,DRI0012,WAR0018,Relate,Audience,16-05-2024,08/03/2022,35025.71,29044.28,Cancelled,EXTRA_DATA
SHI4208,DRI0004,WAR0001,Especially,Government,11/11/2022,14/06/2023,9009.08,1333.36,Delivered,EXTRA_DATA
SHI4209,DRI0019,WAR0004,Two,Condition,09/14/2024,08/05/2022,9871.28,27708.92,Cancelled,EXTRA_DATA
SHI4210,DRI0013,WAR0019,Commercial,Of,2023-06-05,03/11/2024,49663.6,21635.9,In-Transit,EXTRA_DATA
SHI4211,DRI0017,WAR0005,Behavior,May,11/20/2024,12/14/2024,40980.16,11599.16,Delayed,EXTRA_DATA
SHI4212,DRI0012,WAR0016,Lot,Easy,2022-10-08,,1890.47,6881.57,Delayed,EXTRA_DATA
SHI4213,DRI0012,WAR0015,Source,Instead,02-01-2024,,11135.39,,Cancelled,EXTRA_DATA
SHI4214,DRI0002,WAR0017,Fly,Lawyer,18-12-2023,2023-03-04,45324.15,43673.41,DELAYED,EXTRA_DATA
SHI4215,DRI0005,WAR0017,Future,Past,02/27/2024,21/07/2024,10690.71,29913.62,Cancelled,EXTRA_DATA
SHI4216,DRI0003,WAR0020,Wife,Three,09/24/2023,10/07/2024,44283.39,29870.06,Delayed,EXTRA_DATA
SHI4217,DRI9999,WAR0003,Position,Blood,23-07-2023,07/21/2023,44021.2,15785.22,In-transit,EXTRA_DATA
SHI4218,DRI0012,WAR0003,Town,Official,06/03/2023,05/06/2024,0,19918.33,Cancelled,EXTRA_DATA
SHI4219,DRI0001,WAR0010,Energy,Just,2023-06-07,2023-11-06,Five Hundred,18197.17,Delivered,EXTRA_DATA
SHI4220,DRI0007,WAR0011,Small,Would,2022-10-19,,44896.92,46463.91,Delivered,EXTRA_DATA
SHI4221,DRI0010,WAR0001,Marriage,Number,04/24/2023,26/04/2022,33663.43,41326.3,Delivered,EXTRA_DATA
INVALID_92,DRI0018,WAR0004,Can,Program,2024-03-14,2023-02-24,5022.11,46355.78,Delivered,EXTRA_DATA
SHI4223,DRI0019,WAR0019,Rate,Continue,30/08/2024,12-01-2022,25793.58,14821.54,In-Transit,EXTRA_DATA
SHI4224,DRI0016,WAR0012,Then,Send,22-05-2023,2024-02-26,11037.06,3010.97,Delivered,EXTRA_DATA
SHI4225,DRI0014,WAR0008,Card,Dinner,12/03/2022,01/07/2022,29247.66,39384.3,Delayed,EXTRA_DATA
SHI4226,DRI0006,WAR0009,Local,Pretty,02/09/2023,2022-03-21,19721.75,-2317.87,In-Transit,EXTRA_DATA
SHI4227,DRI0020,WAR0004,His,Walk,04/22/2022,,29357.63,24831.35,Delayed,EXTRA_DATA
SHI4228,DRI0005,WAR9999,Wish,Eat,01/17/2024,01/02/2023,45644.28,45176.28,Cancelled,EXTRA_DATA
SHI4229,DRI0006,WAR0018,Something,Grow,01/04/2023,25/06/2023,42656.32,13030.28,Delayed,EXTRA_DATA
SHI4230,DRI0007,WAR0008,Worry,Might,2023-07-07,,43130.79,30942.5,Delayed,EXTRA_DATA
SHI4231,DRI0012,WAR0017,Task,Room,23/06/2023,12/06/2023,10363.95,34017.55,In-Transit,EXTRA_DATA
SHI4232,DRI0003,WAR0011,Security,Throughout,10/03/2024,,32132.7,13147.95,Delayed,EXTRA_DATA
SHI4233,DRI0016,WAR0012,Sit,Front,2024-08-04,02/05/2024,36353.86,-1900.2,In-Transit,EXTRA_DATA
SHI4234,DRI0006,WAR0006,Form,Mouth,24-11-2024,03/04/2024,40112.36,46483.79,In-Transit,EXTRA_DATA
SHI4235,DRI0008,WAR0014,Everyone,Course,11-06-2022,17/07/2022,20695.7,24495.09,Cancelled,EXTRA_DATA
SHI4236,DRI0003,WAR0015,Hot,Would,30/04/2023,11/06/2023,5701.16,43069.19,delivered,EXTRA_DATA
SHI4237,DRI0014,WAR0013,Teach,Bring,2024-08-26,,3135.01,19731.37,Delivered,EXTRA_DATA
SHI4238,DRI0015,WAR0012,Man,Carry,12/12/2022,05-11-2024,31096.04,14498.46,In-Transit,EXTRA_DATA
SHI4239,DRI0002,WAR0020,Experience,Do,17-02-2022,2024-03-25,0,29303.3,Delivered,EXTRA_DATA
SHI4240,DRI0018,WAR0004,Everything,Person,08/06/2022,08/15/2023,23260.44,46574.35,Delivered,EXTRA_DATA
SHI4241,DRI0014,WAR0003,Financial,Before,07/08/2023,18-09-2024,18545.6,37499.18,Delivered,EXTRA_DATA
SHI4242,DRI0007,WAR0008,Pretty,Respond,22/03/2024,,36736.69,,cancelled,EXTRA_DATA
SHI4243,DRI0016,WAR0006,Organization,Keep,05/11/2023,2023-07-17,40874.41,40280.55,Delivered,EXTRA_DATA
SHI4244,DRI0008,WAR9999,Action,During,2024-07-25,21-06-2024,0,38390.61,Delivered,EXTRA_DATA
SHI4245,DRI0020,WAR0003,Half,Source,02/02/2023,05/13/2024,45331.98,40843.21,DELAYED,EXTRA_DATA
SHI4246,DRI0009,WAR0018,Against,Friend,27/11/2024,2023-07-13,Twenty Five Thousand,34149.66,Cancelled,EXTRA_DATA
SHI4247,DRI0001,WAR0008,Against,Structure,04-05-2023,06/07/2024,0,46947.21,Delayed,EXTRA_DATA
SHI4248,DRI0012,WAR0003,Evening,Indicate,05/02/2024,06-11-2024,38864.36,37555.66,Delayed,EXTRA_DATA
SHI4249,DRI0006,WAR0015,Doctor,Foreign,16/07/2022,31/08/2023,29229.61,33920.86,IN-TRANSIT,EXTRA_DATA
SHI4250,DRI0015,WAR0019,Against,Bar,04/03/2023,2023-08-07,11660.24,2605.41,in-transit,EXTRA_DATA
SHI4251,DRI0006,WAR0019,Process,Happen,01-04-2024,04/04/2023,26990.18,21703.62,Delayed,EXTRA_DATA
SHI4252,DRI0007,WAR0002,Herself,Traditional,09-07-2023,23/07/2024,29819.88,7375.47,Delayed,EXTRA_DATA
SHI4253,DRI0010,WAR0016,Be,Hand,08/11/2023,10/31/2024,7131.08,47576.79,In-Transit,EXTRA_DATA
SHI4254,DRI0008,WAR0010,Actually,Without,09-01-2024,,9381.78,10527.34,Delivered,EXTRA_DATA
SHI4255,DRI0002,WAR0014,Exist,Account,2022-06-02,2023-11-23,12994.63,33614.61,Delayed,EXTRA_DATA
SHI2460,DRI0012,WAR0012,Consider,End,2024-09-18,17-08-2022,28693.05,47001.75,Cancelled,EXTRA_DATA
SHI4257,DRI0019,WAR0017,Available,His,10-12-2022,02-06-2023,32726.44,16737.69,Delayed,EXTRA_DATA
SHI4258,DRI0012,WAR0020,This,New,04/07/2022,,3995.9,44438.36,Delivered,EXTRA_DATA
SHI4259,DRI0011,WAR0014,Hair,Sort,2022-04-20,2022-07-23,33206.26,,In-transit,EXTRA_DATA
SHI4260,DRI0014,WAR0017,Focus,Any,23-01-2024,2022-03-19,33470.91,41241.87,In-Transit,EXTRA_DATA
SHI0891,DRI0008,WAR0003,Special,Event,14/07/2023,,48452.04,3014.28,In-Transit,EXTRA_DATA
SHI4262,DRI0008,WAR0010,Piece,Song,18-02-2022,03/02/2023,22608.1,19723.09,cancelled,EXTRA_DATA
SHI4263,DRI0007,WAR0015,Fine,Sell,2022-08-29,17/03/2022,4212.18,8838.89,Delivered,EXTRA_DATA
SHI4264,DRI0009,WAR0014,Little,Remain,12/22/2023,17/10/2022,34058.79,,Delayed,EXTRA_DATA
SHI4265,DRI0009,WAR0007,Away,Garden,27/05/2023,2022-12-13,6029.87,29187.12,Cancelled,EXTRA_DATA
SHI4266,DRI0005,WAR0006,Democratic,Remain,11/29/2022,30-09-2023,6308.42,48892.26,In-Transit,EXTRA_DATA
SHI4267,DRI0006,WAR0008,Learn,During,2023-06-22,,Five Hundred,4701.13,Delayed,EXTRA_DATA
SHI4268,DRI0010,WAR0005,Art,Work,29/10/2024,11/08/2024,,49180.6,In-Transit,EXTRA_DATA
SHI4269,DRI0020,WAR0005,Current,Century,30-08-2022,06/25/2023,4221.32,0,In-Transit,EXTRA_DATA
SHI4270,DRI0011,WAR0010,Particular,Question,11/17/2024,2024-12-23,15364.56,22343.65,Delayed,EXTRA_DATA
SHI4271,DRI0009,WAR0016,Thought,Arm,10/16/2023,01-04-2022,33083.5,18165.05,Delivered,EXTRA_DATA
SHI4272,DRI0020,WAR0001,Table,Join,2022-10-05,11/19/2022,41832.09,42360.07,Cancelled,EXTRA_DATA
SHI4273,DRI0009,WAR0019,Tend,Open,16-07-2023,02/21/2022,6384.95,43951.31,Delivered,EXTRA_DATA
SHI4274,DRI0005,WAR0020,Interview,Unit,09/27/2024,09-10-2023,29574.87,41434.83,DELIVERED,EXTRA_DATA
SHI4275,DRI0006,WAR0009,According,Red,01/16/2023,25-12-2023,22096.56,27067.45,Delayed,EXTRA_DATA
SHI4276,DRI0020,WAR0002,Population,Scene,06/09/2024,06/21/2023,29816.41,,Delayed,EXTRA_DATA
SHI4277,DRI0018,WAR0001,Toward,Center,03/11/2023,10/24/2023,47582.28,,Delayed,EXTRA_DATA
SHI4278,DRI0020,WAR0013,Debate,Assume,2022-11-28,11/05/2023,2662.29,11593.04,Cancelled,EXTRA_DATA
SHI4279,DRI0014,WAR0002,Smile,North,2022-09-10,2024-10-21,9103.22,29476.81,Cancelled,EXTRA_DATA
SHI4280,DRI0020,WAR0019,Want,I,02/29/2024,2024-03-23,47218.7,11407.62,Delayed,EXTRA_DATA
SHI4281,DRI0004,WAR0004,Next,Carry,14/10/2024,13-09-2022,35549.69,16353.98,Delayed,EXTRA_DATA
SHI4282,DRI0012,WAR0010,Bill,Involve,04-06-2024,,30042.32,22298.34,Delivered,EXTRA_DATA
SHI4283,DRI0015,WAR0017,Sea,Meeting,02/01/2023,05/01/2022,13573.78,5935.82,Delivered,EXTRA_DATA
SHI4284,DRI0014,WAR0020,Any,On,09/11/2024,15-06-2022,46338.05,49969.43,Cancelled,EXTRA_DATA
SHI4285,DRI0009,WAR0009,Sister,Store,15-10-2024,21-01-2023,44753.83,6971.94,Delayed,EXTRA_DATA
SHI4286,DRI0010,WAR0009,Article,Ok,2023-12-11,09/05/2022,42133.15,45655.78,Cancelled,EXTRA_DATA
SHI4287,DRI0017,WAR0014,Politics,Make,25/06/2022,15/01/2023,45738.43,12843.68,CANCELLED,EXTRA_DATA
SHI4288,DRI0011,WAR0017,Style,Control,06/20/2022,10/15/2023,0,33168.49,Delivered,EXTRA_DATA
SHI4289,DRI0004,WAR0017,Can,Along,04-06-2022,2024-03-31,3198.51,44618.31,Cancelled,EXTRA_DATA
SHI4290,DRI0004,WAR0015,Increase,Do,2022-12-02,03/09/2022,,20671.94,Cancelled,EXTRA_DATA
SHI4291,DRI0001,WAR0003,Carry,Require,03/21/2024,05/26/2024,7382.09,42900.61,Cancelled,EXTRA_DATA
SHI0837,DRI0014,WAR0007,Yourself,Become,10/31/2022,02-03-2024,0,23299.99,Delivered,EXTRA_DATA
SHI4293,DRI0004,WAR0002,Floor,He,21/03/2023,09/28/2023,14989.09,33322.16,In-Transit,EXTRA_DATA
SHI4294,DRI0019,WAR0001,Protect,Nor,2022-02-04,20-06-2023,42821.64,1772.8,Delivered,EXTRA_DATA
SHI4295,DRI0004,WAR0007,Find,Character,21-07-2024,,0,48271.07,In-Transit,EXTRA_DATA
SHI4296,DRI0011,WAR0008,Reflect,Include,18/08/2024,13/04/2023,30270.02,31081.46,Delivered,EXTRA_DATA
SHI4297,DRI0008,WAR0008,Word,Together,2024-07-31,17-01-2022,37518.76,1155.3,Cancelled,EXTRA_DATA
INVALID_9,DRI0006,WAR0006,Box,Into,14-03-2023,2023-10-08,48449.86,43829.95,Delivered,EXTRA_DATA
SHI4299,DRI0015,WAR0003,Return,History,05/16/2024,09-03-2022,8100.95,42995.33,In-Transit,EXTRA_DATA
SHI3487,DRI9999,WAR0020,Determine,Letter,2023-02-12,05-02-2024,44505.62,29607.31,In-Transit,EXTRA_DATA
SHI4301,DRI0007,WAR0019,Light,Public,2022-04-07,2023-07-28,49341.01,17437.95,Delayed,EXTRA_DATA
SHI4302,DRI0006,WAR0007,Start,Account,2024-03-28,05/11/2022,37123.4,22055.88,Cancelled,EXTRA_DATA
SHI4303,DRI0002,WAR0017,Receive,Represent,02/05/2022,06/09/2022,31864.75,27467.49,In-Transit,EXTRA_DATA
SHI4304,DRI0002,WAR0009,Product,Parent,04-02-2024,2023-08-14,24483.9,14690.92,Delayed,EXTRA_DATA
SHI4305,DRI0003,WAR0018,Be,Represent,12/05/2024,05/24/2023,33772.02,37830.96,Delivered,EXTRA_DATA
SHI4306,DRI0016,WAR0017,Treatment,Often,2024-01-04,2023-06-23,49366.12,23823.9,In-Transit,EXTRA_DATA
SHI4307,DRI0002,WAR0001,Job,Seem,2023-05-25,12-08-2023,13841.33,43744.89,In-Transit,EXTRA_DATA
SHI4308,DRI0006,WAR0009,Crime,Campaign,08/23/2023,15-03-2022,45632.31,12782.72,Delayed,EXTRA_DATA
SHI4309,DRI0003,WAR0014,Crime,Soldier,08-04-2024,04/16/2023,24576.91,36416.54,Cancelled,EXTRA_DATA
SHI4310,DRI0014,WAR0018,Service,Sure,2022-02-11,05/16/2022,-4048.05,28236.86,In-Transit,EXTRA_DATA
INVALID_20,DRI0019,WAR0006,Change,Anything,02/21/2022,2024-08-29,9357.26,34190.2,In-Transit,EXTRA_DATA
SHI4312,DRI0004,WAR0020,Go,Lay,11-01-2023,05-08-2024,14057.68,0,Delivered,EXTRA_DATA
SHI4313,DRI0004,WAR0001,Gun,Power,11/12/2022,2022-05-01,41755.33,20073.77,Delayed,EXTRA_DATA
SHI4314,DRI0014,WAR0004,None,Door,11-09-2024,2024-06-14,44097.99,43765.23,Delayed,EXTRA_DATA
SHI4315,DRI0016,WAR0001,Mean,Project,23-10-2023,18-01-2022,2865.86,12842.9,Cancelled,EXTRA_DATA
SHI4316,DRI0003,WAR0020,Middle,Wear,07/27/2022,28/06/2023,46111.13,11043.26,Delayed,EXTRA_DATA
SHI4317,DRI0008,WAR0013,Wife,Information,15-07-2024,14-08-2024,46454.98,24715.62,In-Transit,EXTRA_DATA
SHI4318,DRI0019,WAR0004,Concern,Mother,2024-04-12,19-04-2024,39659.1,33519.3,Cancelled,EXTRA_DATA
SHI4319,DRI0006,WAR0005,Increase,Push,2022-11-28,05/08/2023,40175.7,28125.76,Delayed,EXTRA_DATA
SHI4320,DRI0015,WAR0014,Develop,Others,2024-10-21,01/31/2024,,49111.3,Cancelled,EXTRA_DATA
SHI4321,DRI0015,WAR0017,Garden,Million,2023-04-29,2022-03-26,38148.48,39284.43,Delivered,EXTRA_DATA
SHI4322,DRI0013,WAR0014,Day,Per,21-07-2023,,4420.38,28155.95,Cancelled,EXTRA_DATA
SHI4323,DRI0015,WAR0010,Instead,Stay,2024-05-28,11/28/2023,18630.7,33912.95,In-Transit,EXTRA_DATA
SHI4324,DRI0005,WAR0002,Sure,And,03-12-2023,01/02/2022,28077.22,48104.97,Delayed,EXTRA_DATA
SHI4325,DRI0017,WAR0001,Site,Impact,2024-05-26,11/03/2023,30065.53,4243.66,Delayed,EXTRA_DATA
SHI4326,DRI0020,WAR0009,Site,Break,21/05/2023,13/11/2023,34329.55,9159.35,Cancelled,EXTRA_DATA
SHI4327,DRI0012,WAR0010,Ten,Single,01/05/2024,2024-02-14,Ten Thousand,32116.63,Delivered,EXTRA_DATA
SHI4328,DRI0003,WAR0016,But,Majority,2024-09-25,2023-10-16,46898.28,10282.17,In-Transit,EXTRA_DATA
SHI4329,DRI0014,WAR0020,Authority,Day,07/03/2022,06/25/2024,19812.06,47046.82,Cancelled,EXTRA_DATA
SHI4330,DRI0011,WAR0016,Politics,Accept,09/03/2024,2022-04-25,48728.6,,Delivered,EXTRA_DATA
SHI4331,DRI0006,WAR0015,Take,No,30-11-2023,05/12/2022,42112.99,21173.05,In-Transit,EXTRA_DATA
SHI4332,DRI0018,WAR0008,Rate,Involve,12-09-2023,08/04/2022,21411.4,-3148.41,Delivered,EXTRA_DATA
SHI4333,DRI0014,WAR0018,Leader,Realize,01/21/2023,16-04-2024,35293.47,27679.42,In-Transit,EXTRA_DATA
SHI4334,DRI0005,WAR0014,Floor,Cold,21/01/2022,01/01/2024,31720.68,3184.09,In-Transit,EXTRA_DATA
SHI4335,DRI0019,WAR0005,Later,Hard,02/21/2022,05/05/2022,41531.99,26568.33,Delayed,EXTRA_DATA
SHI4336,DRI0003,WAR0019,Relate,Similar,13/07/2023,23/02/2023,Twenty Five Thousand,Twenty Five Thousand,Delivered,EXTRA_DATA
SHI4337,DRI0003,WAR0009,Some,Experience,2022-12-18,,-1013.78,24954.3,Delayed,EXTRA_DATA
SHI4338,DRI0008,WAR0018,Gun,Send,27-06-2022,2022-02-27,12562.04,42195.13,In-Transit,EXTRA_DATA
SHI4339,DRI0020,WAR0011,Cup,Answer,04/20/2023,11/13/2024,31489.87,14722.98,Delayed,EXTRA_DATA
SHI4340,DRI0005,WAR0009,Dark,Read,11/21/2022,30/10/2024,18353.07,18203.57,Cancelled,EXTRA_DATA
SHI4341,DRI0012,WAR0017,Edge,Study,30/09/2024,18-04-2022,,Twenty Five Thousand,Delivered,EXTRA_DATA
SHI4342,DRI0017,WAR0015,Fact,Travel,12/26/2022,2024-08-27,14895.92,8329.6,In-Transit,EXTRA_DATA
SHI4343,DRI0003,WAR0003,Goal,Late,03/31/2024,10/24/2023,21342.27,14395.45,Delivered,EXTRA_DATA
SHI4344,DRI0005,WAR0005,Notice,Late,01/14/2022,10/01/2024,6165.37,17230.6,Delayed,EXTRA_DATA
SHI4345,DRI0018,WAR0007,Appear,Risk,03/15/2024,,15874.82,38526.71,In-Transit,EXTRA_DATA
SHI4346,DRI0019,WAR0018,Know,Tough,17-07-2024,17-08-2023,47542.44,21746.49,Delivered,EXTRA_DATA
SHI4347,DRI0020,WAR0002,Sea,Worry,2023-01-29,2022-11-03,Ten Thousand,8980.59,Delivered,EXTRA_DATA
SHI4348,DRI0009,WAR0017,His,Sport,2022-06-22,31-03-2024,3481.03,26804.57,In-Transit,EXTRA_DATA
SHI4349,DRI0007,WAR0010,Experience,Describe,16/03/2023,2023-04-01,31034.08,1353.48,delivered,EXTRA_DATA
SHI4350,DRI0014,WAR0011,Wonder,Cell,28-12-2024,18/01/2023,13434.06,13373.58,delivered,EXTRA_DATA
SHI4351,DRI0004,WAR0014,Student,War,2022-10-11,27-08-2024,46187.36,12222.2,In-transit,EXTRA_DATA
SHI4352,DRI0014,WAR0005,Method,Energy,12-05-2023,10-06-2024,12171.52,44258.04,Delayed,EXTRA_DATA
SHI4353,DRI0011,WAR0016,Future,Later,16-10-2024,01/06/2023,22277.01,13066.24,In-Transit,EXTRA_DATA
SHI4354,DRI0002,WAR0020,Character,Increase,10/05/2022,2024-02-13,9498.99,25108.07,Delivered,EXTRA_DATA
SHI4355,DRI0009,WAR0008,Because,Note,2023-08-31,24-12-2022,46379.92,8021.57,Delayed,EXTRA_DATA
SHI4356,DRI0013,WAR0020,Would,Describe,2022-09-12,,43578.72,1274.98,Delivered,EXTRA_DATA
SHI4357,DRI0005,WAR0003,Want,Long,01/13/2022,2024-03-23,14594.91,24983.14,In-Transit,EXTRA_DATA
SHI4358,DRI0007,WAR0001,Read,Black,16/06/2024,2023-05-07,8626.45,1508.48,Delayed,EXTRA_DATA
SHI3921,DRI0005,WAR0016,Result,Free,08/26/2022,21-03-2023,0,12327.02,Delivered,EXTRA_DATA
SHI4360,DRI0009,WAR0005,Power,Dark,04/23/2022,03-02-2023,14945.97,30509.43,In-Transit,EXTRA_DATA
SHI4361,DRI0006,WAR0018,Leave,Figure,01/10/2024,16/01/2023,2566.92,-4408.99,Delivered,EXTRA_DATA
SHI4362,DRI0008,WAR0009,Control,Charge,05/23/2024,30-03-2023,0,1515.69,Delayed,EXTRA_DATA
SHI4164,DRI0012,WAR0020,Add,Here,2024-04-13,04/19/2024,40363.61,46305.69,In-Transit,EXTRA_DATA
SHI4364,DRI0019,WAR0004,Main,Campaign,08-02-2023,04-05-2024,28814.33,0,Delivered,EXTRA_DATA
SHI4365,DRI9999,WAR0010,Science,Can,12/27/2023,31-10-2024,15927.17,30521.77,Cancelled,EXTRA_DATA
SHI4366,DRI0003,WAR0006,Large,Industry,12-03-2022,12/03/2023,24143.92,21920.71,In-Transit,EXTRA_DATA
SHI4367,DRI0008,WAR0013,Wait,Public,08/04/2022,,4462.11,8501.33,Delayed,EXTRA_DATA
SHI4368,DRI0019,WAR0006,Him,Doctor,2023-03-22,18/06/2022,21622.52,17354.56,In-Transit,EXTRA_DATA
SHI4369,DRI0002,WAR0009,Teacher,Act,06/02/2024,08/10/2023,11327.21,0,Cancelled,EXTRA_DATA
SHI4370,DRI0020,WAR0020,Before,Oil,22-07-2023,18-02-2024,15241.75,,In-Transit,EXTRA_DATA
SHI4371,DRI0010,WAR0017,Market,Great,15-07-2023,28/02/2023,32231.09,13038.3,In-Transit,EXTRA_DATA
SHI4372,DRI0019,WAR0009,Brother,Family,02/05/2024,08/06/2022,46181.14,5536.89,cancelled,EXTRA_DATA
SHI4373,DRI0013,WAR0014,Table,Senior,10/04/2022,,13260.4,42490.64,Cancelled,EXTRA_DATA
SHI4374,DRI9999,WAR0018,So,Respond,29-05-2022,18-08-2022,21146.84,5753.22,Cancelled,EXTRA_DATA
SHI0902,DRI0004,WAR0017,Late,Something,10/05/2023,23/01/2024,24807.71,35770.97,In-Transit,EXTRA_DATA
SHI4376,DRI0003,WAR0001,Fund,Word,2024-03-27,08-04-2022,4346.19,9675.95,Delivered,EXTRA_DATA
SHI4377,DRI0010,WAR0011,East,Hear,2022-04-10,17/04/2022,28915.79,35555.53,Cancelled,EXTRA_DATA
SHI4378,DRI0003,WAR0018,Investment,Model,2022-05-28,20/04/2024,8649.81,38812.44,In-Transit,EXTRA_DATA
SHI4379,DRI0011,WAR0006,Management,Different,09/08/2023,15-03-2023,,7338.35,Delivered,EXTRA_DATA
SHI4380,DRI0014,WAR0007,Draw,Gas,08/19/2023,14-07-2024,33898.71,19006.06,Cancelled,EXTRA_DATA
SHI4381,DRI0020,WAR0001,Sister,Sister,08/03/2022,21/11/2023,39772.04,24496.58,Delivered,EXTRA_DATA
SHI4382,DRI0007,WAR0010,Fill,Identify,05/29/2024,2022-01-27,196.19,10711.97,In-Transit,EXTRA_DATA
SHI4383,DRI0006,WAR9999,Soon,Black,06/15/2024,,40849.01,,Delayed,EXTRA_DATA
SHI4384,DRI0017,WAR0011,Drop,Ok,01-04-2022,10/16/2023,5373.32,0,Delayed,EXTRA_DATA
SHI4385,DRI0020,WAR0003,Hot,Hard,24/05/2024,2023-05-01,30379.42,37394.33,In-Transit,EXTRA_DATA
SHI4386,DRI0014,WAR0002,Summer,Fall,16/11/2024,07/01/2023,,7397.45,In-Transit,EXTRA_DATA
SHI4387,DRI0007,WAR0015,Build,Spend,2022-01-08,31-01-2022,41929.56,0,Delayed,EXTRA_DATA
SHI4388,DRI0012,WAR0007,Shake,Half,11/07/2022,09/03/2022,24700.0,23700.06,DELAYED,EXTRA_DATA
SHI4389,DRI0017,WAR0017,Far,Degree,10/29/2022,30-09-2023,2447.02,20330.87,Delayed,EXTRA_DATA
SHI4390,DRI0011,WAR0011,Figure,Society,08/02/2023,2024-06-28,40727.47,16316.53,Delayed,EXTRA_DATA
SHI4391,DRI0010,WAR0017,South,Believe,23/11/2024,2024-09-10,46469.51,47952.45,IN-TRANSIT,EXTRA_DATA
SHI4392,DRI0002,WAR0017,Doctor,Democratic,12/12/2024,28/01/2024,39189.31,0,Delayed,EXTRA_DATA
INVALID_37,DRI0018,WAR0011,Top,Blood,28/08/2024,2024-05-29,24655.79,44289.06,Delayed,EXTRA_DATA
SHI4394,DRI0017,WAR0002,Yard,Security,2023-08-13,01/05/2023,4266.17,11106.94,In-Transit,EXTRA_DATA
SHI4395,DRI0017,WAR0017,Religious,Road,20/12/2024,,28366.95,1617.9,Delayed,EXTRA_DATA
SHI4396,DRI0011,WAR0018,Politics,Population,11-01-2024,2022-05-08,,32127.9,In-Transit,EXTRA_DATA
SHI4397,DRI0013,WAR0020,Peace,Part,08-01-2022,2023-09-29,32390.37,40908.67,Cancelled,EXTRA_DATA
SHI4398,DRI0008,WAR0016,Hour,Spring,03-01-2024,09/21/2024,7532.68,12097.08,In-Transit,EXTRA_DATA
SHI4399,DRI0007,WAR0005,Ever,Similar,08-11-2024,30/11/2022,0,21053.67,Cancelled,EXTRA_DATA
SHI4400,DRI0019,WAR0003,Smile,Health,10/10/2022,04/28/2022,23713.76,32993.12,Delayed,EXTRA_DATA
SHI4401,DRI0018,WAR0019,Before,Defense,2022-05-15,21-05-2024,42461.47,49881.09,Cancelled,EXTRA_DATA
SHI4402,DRI0004,WAR0015,Pay,Threat,15-03-2024,03/13/2022,8367.25,22389.06,Cancelled,EXTRA_DATA
SHI4403,DRI0006,WAR0006,Since,Idea,24-11-2024,26/02/2022,27681.67,36633.08,Delayed,EXTRA_DATA
SHI4404,DRI0013,WAR0001,Determine,Page,2024-12-24,2023-07-12,6756.59,40404.09,Cancelled,EXTRA_DATA
SHI4405,DRI0012,WAR0010,Among,Administration,2022-10-02,03/01/2024,20134.3,43356.97,In-Transit,EXTRA_DATA
SHI4406,DRI0012,WAR0003,Price,Company,07/08/2024,28-05-2024,989.38,Five Hundred,Delivered,EXTRA_DATA
SHI4407,DRI0020,WAR0017,Course,Research,2022-04-25,18-02-2023,,20561.17,Delayed,EXTRA_DATA
SHI4408,DRI0014,WAR0010,Sister,Dinner,18-06-2023,20-11-2022,Ten Thousand,,In-Transit,EXTRA_DATA
SHI4409,DRI0007,WAR0012,Inside,How,13/10/2023,,6412.26,27979.13,Delayed,EXTRA_DATA
SHI4410,DRI0010,WAR0009,Relate,Pay,2023-06-20,29-10-2023,43920.03,29071.96,Delayed,EXTRA_DATA
SHI4411,DRI0007,WAR0019,I,Often,2024-02-27,09/04/2023,,44990.96,Delayed,EXTRA_DATA
SHI4412,DRI0013,WAR0011,Want,Success,2024-12-16,11/01/2024,Ten Thousand,Ten Thousand,Delayed,EXTRA_DATA
SHI4413,DRI0012,WAR0018,History,Away,11/08/2024,2023-04-16,12669.84,5287.24,Cancelled,EXTRA_DATA
SHI4414,DRI0005,WAR0011,New,Style,02/05/2023,2023-11-01,38397.79,12970.35,Delivered,EXTRA_DATA
SHI4415,DRI0010,WAR0010,Exist,Factor,25-04-2024,07/15/2022,16977.75,40350.06,Delayed,EXTRA_DATA
SHI4416,DRI0012,WAR0003,Itself,Opportunity,20-02-2023,25/07/2024,26134.8,22322.34,Delivered,EXTRA_DATA
SHI4417,DRI0003,WAR0011,Result,Five,24/12/2022,03/25/2022,Five Hundred,37890.63,Cancelled,EXTRA_DATA
SHI4418,DRI0009,WAR0012,Buy,Plant,2024-04-21,18-02-2024,15782.04,26429.46,Cancelled,EXTRA_DATA
SHI4419,DRI0016,WAR0018,Nature,House,2022-07-11,2023-07-01,3440.31,20490.46,Cancelled,EXTRA_DATA
SHI4420,DRI0005,WAR0008,Produce,Human,24/03/2022,11/11/2023,16739.51,2567.85,Delivered,EXTRA_DATA
