WarehouseID,Location,Capacity,CurrentStock,Manager
WAR2150,Delhi,221,212,Look
WAR2151,Mumbai,140,278,Against
WAR2152,Hyderabad,131,88,Painting
WAR2153,Bangalore,152,122,Technology
WAR2154,Bangalore,21,290,College
WAR2155,Delhi,279,143,Fight
WAR2156,Delhi,209,296,Year
WAR2157,Bangalore,0,288,Pull
WAR2158,Mumbai,147,27,Throw
WAR2159,Bangalore,206,109,Word
WAR2160,Mumbai,13,44,Outside
WAR2161,DELHI,42,204,Action
INVALID_75,Delhi,25,260,Decision
WAR2163,Mumbai,0,176,Decision
WAR2164,Delhi,-1,188,Guy
WAR2165,Delhi,38,226,Size
WAR2166,Bangalore,165,23,Pick
WAR2167,Bangalore,293,188,Beyond
WAR2168,Delhi,164,90,Against
WAR2169,Hyderabad,25,86,Billion
WAR2170,Bangalore,81,153,Cause
WAR2171,Bangalore,218,236,Break
WAR2172,Mumbai,49,248,Campaign
WAR2173,Delhi,178,99,Art
WAR2174,Bangalore,86,189,Happen
WAR2175,Mumbai,64,0,Development
WAR1035,Bangalore,153,167,City
WAR2177,Hyderabad,249,214,Able
WAR2178,Delhi,186,35,Worry
WAR2179,Delhi,0,271,Finish
WAR2180,Chennai,285,5,Word
WAR2181,Mumbai,26,277,Even
WAR0823,Chennai,230,243,Mouth
WAR2183,Bangalore,174,12,Traditional
WAR2184,Bangalore,229,15,Miss
WAR2185,Hyderabad,53,236,Where
WAR2186,Delhi,74,194,Involve
WAR2187,Delhi,141,184,Up
WAR2188,Chennai,-1,51,Strategy
WAR2189,Bangalore,114,270,Hard
WAR2190,Mumbai,161,200,Foot
WAR2191,Bangalore,264,242,Get
WAR2192,Bangalore,80,135,Lawyer
WAR2193,Hyderabad,21,223,Throughout
WAR2194,Hyderabad,245,190,Able
WAR2195,Delhi,164,30,Offer
WAR2196,Bangalore,139,243,Why
WAR2197,Mumbai,101,81,Clearly
WAR2198,Hyderabad,190,39,Contain
WAR2199,Chennai,29,179,The
WAR2200,Chennai,52,122,American
WAR2201,Delhi,10,272,But
WAR2202,Delhi,9999,291,Network
WAR2203,Chennai,89,150,Put
WAR2204,Mumbai,216,16,Bring
WAR2205,Hyderabad,205,40,Community
WAR2206,BANGALORE,224,214,Room
WAR2207,Hyderabad,172,194,Exactly
WAR2208,HYDERABAD,2,284,Audience
WAR2209,Hyderabad,153,247,Quite
WAR2210,Bangalore,158,48,Research
WAR2211,Mumbai,297,128,Physical
WAR2212,Bangalore,153,57,Camera
WAR2213,Delhi,267,73,Career
WAR2214,Bangalore,182,241,Unit
WAR2215,Hyderabad,114,291,You
WAR2216,Bangalore,26,181,Situation
WAR2217,Chennai,166,54,Everything
WAR2218,Mumbai,196,14,Notice
WAR2219,Hyderabad,141,24,Staff
WAR2220,MUMBAI,49,231,Little
INVALID_45,CHENNAI,211,0,Much
WAR2222,Mumbai,9999,234,News
WAR2223,Bangalore,108,76,Sort
WAR2224,Chennai,22,104,Improve
WAR2225,Delhi,-1,229,Check
WAR2226,Delhi,27,297,Career
WAR2227,Hyderabad,60,182,Image
WAR2228,Delhi,123,90,Pass
WAR2229,Mumbai,78,68,Including
WAR2230,Hyderabad,47,287,Record
WAR2231,Bangalore,122,271,Scientist
WAR2232,Mumbai,269,96,Morning
WAR2233,Hyderabad,25,21,Fill
WAR2234,Mumbai,128,172,Manager
WAR2235,Hyderabad,126,226,Their
WAR2236,Chennai,129,251,Happy
WAR2237,Hyderabad,122,112,Right
WAR2238,Bangalore,266,136,Site
WAR2239,Hyderabad,177,230,Task
WAR2240,Delhi,35,2,Treatment
WAR2241,Delhi,164,130,Your
WAR2242,Bangalore,164,116,Happy
INVALID_13,Chennai,269,139,Window
WAR2244,Bangalore,293,30,Total
WAR2245,Delhi,156,85,Require
WAR2246,Chennai,297,55,Data
WAR2247,Delhi,226,191,Young
WAR2248,Delhi,22,85,Speech
INVALID_82,Hyderabad,111,151,Also
WAR2250,Chennai,118,232,Wish
WAR2251,Hyderabad,55,36,Out
WAR2252,Hyderabad,67,59,Gas
WAR2253,Hyderabad,158,3,Computer
WAR2254,MUMBAI,9999,222,Contain
WAR2255,Delhi,216,73,Cold
WAR2256,Bangalore,22,62,Follow
WAR2257,Mumbai,177,270,Color
WAR2258,Hyderabad,165,241,Tonight
WAR2259,Delhi,11,242,Song
WAR2260,Chennai,174,138,Speech
WAR2261,Bangalore,8,0,Build
WAR2262,Hyderabad,219,250,Citizen
WAR2263,Chennai,282,297,Defense
WAR2264,Hyderabad,233,0,Small
WAR2265,BANGALORE,5,245,Course
WAR2266,Delhi,60,-1,Carry
WAR2267,Chennai,168,274,Turn
WAR2268,Chennai,35,172,Hotel
WAR2269,Mumbai,166,279,Section
WAR2270,Hyderabad,280,115,Factor
WAR2271,Hyderabad,279,153,Consumer
WAR2272,Delhi,180,151,Continue
WAR2273,Chennai,283,269,Gas
WAR2274,chennai,56,37,Marriage
WAR2275,Mumbai,111,186,Fall
WAR2276,Bangalore,129,83,Any
WAR2277,Chennai,84,233,Possible
WAR2278,Delhi,260,91,Relate
WAR2279,DELHI,279,121,Else
WAR2280,Chennai,262,256,Option
WAR2281,Chennai,79,197,Believe
WAR2282,Bangalore,40,157,History
WAR2283,Mumbai,1,224,Open
INVALID_13,Mumbai,26,209,Commercial
WAR2285,BANGALORE,12,19,Huge
WAR2286,Bangalore,40,278,Data
WAR2287,Bangalore,242,185,Police
WAR2288,Bangalore,116,9999,Create
WAR2289,Delhi,239,229,Find
WAR2290,Delhi,28,202,Idea
INVALID_58,Bangalore,290,249,Glass
INVALID_63,Hyderabad,110,102,Public
WAR2293,Mumbai,9,56,Official
WAR2294,Delhi,148,203,Name
WAR2295,Mumbai,157,37,Fire
WAR2296,Mumbai,220,117,Beat
WAR2297,Delhi,251,268,Work
WAR2298,Chennai,19,183,Will
WAR2299,Bangalore,70,86,Although
WAR2300,Mumbai,274,284,Tax
WAR2301,Mumbai,257,215,Add
WAR2302,Hyderabad,81,23,Media
WAR2303,Chennai,228,140,Approach
WAR2304,Mumbai,228,58,Source
WAR2305,Hyderabad,116,-1,Upon
WAR2306,hyderabad,255,36,Move
WAR2307,Bangalore,-1,37,Church
WAR2308,Mumbai,134,153,Different
WAR2309,Bangalore,11,122,Seven
WAR2310,Chennai,23,156,Religious
WAR2311,hyderabad,184,163,What
WAR2312,Mumbai,299,16,Medical
WAR2313,Bangalore,55,68,Information
WAR2314,Mumbai,60,274,Money
WAR2315,Bangalore,131,188,Soon
WAR2316,Chennai,1,37,Shake
WAR2317,Delhi,16,273,Foreign
WAR2318,Bangalore,188,58,Look
WAR2319,Mumbai,124,187,Worry
WAR1636,Hyderabad,142,199,After
WAR2321,Chennai,149,116,Near
WAR2322,Mumbai,7,259,Situation
WAR2323,Delhi,79,296,Back
WAR2324,Hyderabad,258,20,Wide
WAR2325,Bangalore,222,249,Arm
WAR2326,Hyderabad,24,271,Ability
WAR2327,Chennai,111,197,Learn
WAR2328,Hyderabad,270,179,Practice
WAR2329,Mumbai,0,234,Meet
WAR2330,Mumbai,41,238,Anyone
WAR2331,Hyderabad,135,174,With
WAR2332,Hyderabad,299,218,Pressure
WAR2333,Bangalore,84,103,Piece
WAR2334,Bangalore,65,213,Bill
WAR2335,Delhi,11,8,From
WAR2336,Delhi,277,170,Cause
WAR2337,Delhi,31,94,Stop
WAR2338,Hyderabad,107,281,Detail
WAR2339,Delhi,50,118,Suffer
WAR2340,Mumbai,41,1,Kitchen
WAR2341,Bangalore,229,93,International
WAR2342,Hyderabad,207,261,Win
WAR2343,Chennai,245,115,Lawyer
WAR2344,Chennai,62,234,Pm
WAR0999,Mumbai,193,199,Operation
WAR2346,Bangalore,116,196,Raise
WAR2347,Mumbai,108,-1,Voice
WAR2348,Delhi,238,82,Power
WAR2349,MUMBAI,63,297,Recognize
WAR2350,Delhi,97,24,Term
WAR2351,Delhi,38,41,Break
WAR2352,Mumbai,292,238,Relationship
WAR2353,Delhi,2,166,One
WAR2354,Bangalore,254,72,Positive
WAR2355,Hyderabad,88,269,Western
WAR2356,Delhi,21,87,Player
WAR2357,Chennai,120,93,Significant
WAR2358,Bangalore,31,257,Phone
WAR0803,Hyderabad,250,104,Page
WAR2360,Delhi,102,273,Leader
WAR2361,Mumbai,275,182,Really
WAR2362,Mumbai,122,16,Laugh
WAR2363,Delhi,194,25,Key
WAR2364,Bangalore,79,279,Process
WAR2365,Hyderabad,119,93,Rather
WAR2366,Bangalore,287,121,Nature
WAR2367,Bangalore,132,275,Start
WAR2368,Delhi,267,272,Environmental
WAR2369,Mumbai,48,9999,Just
WAR2370,Bangalore,3,68,Character
WAR2371,Mumbai,73,279,Skill
WAR2372,Hyderabad,180,229,Although
WAR2373,Chennai,88,190,That
WAR2374,hyderabad,112,59,Eight
WAR2375,Bangalore,157,35,Government
WAR2376,Hyderabad,278,192,Wife
WAR2377,Hyderabad,43,126,Foreign
WAR2378,MUMBAI,266,8,Local
WAR2379,Chennai,139,99,Administration
WAR2380,Bangalore,38,49,Sea
WAR2381,Hyderabad,79,144,Very
WAR2382,Hyderabad,137,158,Possible
WAR2383,Hyderabad,78,0,Carry
WAR2384,Delhi,255,100,Realize
WAR2385,Hyderabad,190,25,Voice
WAR2386,Chennai,42,273,Up
WAR2387,Delhi,4,80,Information
WAR2388,Mumbai,278,45,Often
WAR2389,Hyderabad,105,96,Mind
WAR2390,Hyderabad,-1,177,Evidence
WAR2391,delhi,203,235,Century
WAR2392,Hyderabad,227,78,Fight
WAR2393,Chennai,273,219,Perhaps
WAR2394,Mumbai,131,15,Smile
WAR2395,Mumbai,197,117,Bill
WAR2396,Hyderabad,122,84,Employee
WAR2397,Bangalore,173,1,Ever
WAR2398,Hyderabad,217,44,President
WAR2399,Hyderabad,50,166,Seek
WAR2400,Delhi,63,248,A
WAR2401,HYDERABAD,34,206,Thus
WAR2402,Chennai,181,92,Ground
WAR2403,Delhi,11,226,Direction
WAR2404,Chennai,135,210,Interest
WAR2405,Chennai,208,183,Him
WAR2406,Mumbai,244,32,Country
WAR2407,Bangalore,22,209,Report
WAR2408,Delhi,77,115,Opportunity
WAR2409,Delhi,201,17,Sense
WAR2410,Delhi,231,281,Time
WAR2411,Delhi,-1,243,Board
WAR2412,Mumbai,139,164,Certainly
WAR2413,Chennai,160,153,Hold
WAR2414,Bangalore,240,42,Speak
WAR2415,Mumbai,227,122,Onto
WAR2416,Bangalore,139,6,His
WAR2417,Delhi,153,242,Win
WAR2418,Bangalore,166,133,Family
WAR2419,Chennai,121,81,Move
WAR2420,Delhi,97,204,Stay
WAR2421,Hyderabad,139,35,Star
WAR2422,Delhi,21,25,Treat
WAR2423,Hyderabad,40,72,Alone
INVALID_7,Bangalore,103,192,Tonight
WAR2425,Mumbai,14,135,Attorney
WAR2426,Hyderabad,275,247,Center
WAR2427,Chennai,295,267,Environmental
WAR2428,Mumbai,193,245,Box
WAR2429,Chennai,35,166,Seat
WAR2430,Hyderabad,157,220,Person
WAR2431,Hyderabad,137,90,Fight
WAR2432,Delhi,245,209,Impact
WAR2433,Delhi,277,1,Husband
WAR2434,Chennai,123,15,None
WAR2435,Chennai,19,9999,Its
WAR2436,Chennai,264,9999,Bank
INVALID_42,Bangalore,9999,134,Surface
WAR2438,Delhi,203,197,Which
WAR2439,Hyderabad,67,189,Left
WAR2440,Chennai,47,139,Enough
WAR2441,Mumbai,259,284,Maybe
WAR2442,Chennai,216,263,Toward
WAR2443,Mumbai,185,61,Moment
WAR2444,Hyderabad,208,167,Expect
WAR2445,Bangalore,230,32,Or
WAR2446,Hyderabad,285,92,Oil
WAR2447,Hyderabad,269,300,Customer
WAR2448,Bangalore,257,13,Fly
WAR2449,Hyderabad,84,129,None
WAR2450,Mumbai,178,264,Article
WAR2451,Delhi,71,277,Offer
WAR2452,Chennai,108,16,Boy
WAR2453,Bangalore,224,53,Hold
WAR2454,Mumbai,109,193,Truth
WAR2455,Bangalore,198,3,Tv
WAR2456,Bangalore,134,142,Trouble
WAR2457,Chennai,129,130,Television
WAR2458,Hyderabad,137,89,Between
WAR2293,Bangalore,194,-1,Network
WAR2460,Chennai,281,243,College
WAR2461,Chennai,16,170,Contain
WAR2462,Hyderabad,88,291,Reflect
WAR2463,Mumbai,22,215,Sound
WAR2464,Hyderabad,60,144,Less
WAR2465,Mumbai,275,147,Anything
WAR2466,Hyderabad,265,27,Opportunity
WAR2467,Hyderabad,13,221,Smile
WAR2468,Mumbai,32,190,Difficult
WAR2469,Chennai,169,253,Choice
WAR2360,Bangalore,278,79,Society
WAR2471,Chennai,157,285,Amount
WAR2472,DELHI,258,197,Under
WAR2473,Mumbai,139,151,Several
WAR2474,Chennai,127,230,Surface
WAR2475,Chennai,208,27,Beat
WAR2476,Mumbai,101,296,Effort
WAR2477,Mumbai,153,214,Loss
WAR2478,Chennai,233,168,Computer
INVALID_60,Chennai,112,294,Story
WAR2480,Chennai,90,93,Career
WAR2481,Chennai,63,28,Worker
WAR2482,Delhi,89,198,Western
WAR2483,Bangalore,76,97,Mind
INVALID_28,Chennai,162,52,Color
WAR2485,Chennai,58,26,Learn
WAR2486,Chennai,260,200,Personal
WAR2487,Bangalore,281,117,Mean
WAR2488,Hyderabad,42,268,Employee
WAR2489,Chennai,160,2,Stop
WAR2490,Mumbai,80,115,Family
WAR2491,delhi,215,230,Seat
WAR2492,Bangalore,99,105,Area
WAR2493,Delhi,136,120,Establish
WAR2494,Bangalore,7,123,Pick
WAR2495,Chennai,45,123,Car
INVALID_61,Delhi,99,277,Body
WAR2497,Delhi,70,208,Development
WAR2498,Hyderabad,147,94,Can
WAR2499,Bangalore,43,289,Increase
WAR2500,Hyderabad,299,156,Religious
WAR2501,Delhi,34,43,Matter
WAR2502,Hyderabad,22,83,Human
INVALID_64,Bangalore,166,250,Research
WAR2504,Chennai,165,159,Hear
WAR2505,Bangalore,7,158,Phone
WAR2506,Chennai,289,170,Challenge
WAR2507,Hyderabad,78,81,Consider
WAR2508,Hyderabad,74,144,Industry
WAR2509,Bangalore,144,197,Camera
WAR2510,Delhi,270,185,Prove
WAR2511,Chennai,59,253,Skin
WAR2512,Hyderabad,11,79,Out
WAR2513,Chennai,97,9999,Dark
WAR2514,Bangalore,178,198,Peace
WAR2515,Hyderabad,21,157,Mission
WAR2516,Bangalore,145,192,Home
WAR2517,Delhi,57,127,Final
WAR2518,Delhi,153,134,Finally
WAR2519,Hyderabad,0,297,Blue
WAR2520,Chennai,92,240,Break
WAR2521,Mumbai,156,228,Reality
WAR2522,Bangalore,62,223,Although
WAR2523,Hyderabad,119,246,Tax
WAR2524,Chennai,150,238,Water
WAR2525,Chennai,62,78,Employee
WAR2526,Delhi,213,218,Itself
WAR2527,Hyderabad,293,224,Nice
WAR2528,Delhi,155,87,Growth
WAR2529,Mumbai,8,255,Measure
WAR2530,Bangalore,189,213,Letter
WAR2531,Hyderabad,48,70,Individual
WAR2532,Delhi,27,149,Continue
WAR2533,Hyderabad,253,190,And
WAR2534,Hyderabad,200,84,Thing
WAR2535,Mumbai,246,9999,Idea
WAR2536,Chennai,236,119,Religious
WAR2537,Mumbai,71,48,Perhaps
WAR2538,Chennai,116,49,Including
WAR2539,Hyderabad,186,176,Reason
WAR0148,Mumbai,149,293,Very
WAR2541,Delhi,6,269,Offer
WAR2542,Mumbai,222,137,Wear
WAR2543,Chennai,102,94,Us
WAR2544,Chennai,93,158,Ability
WAR2545,Mumbai,145,70,Walk
INVALID_91,Hyderabad,108,49,Whole
WAR2547,Mumbai,180,171,Expect
WAR2548,Mumbai,243,98,Over
WAR2549,DELHI,180,81,Reason
WAR2550,Chennai,177,229,Easy
WAR2551,Delhi,249,67,Nice
INVALID_41,Chennai,300,151,Against
WAR2553,Bangalore,272,18,Rock
WAR2554,Chennai,269,275,Wide
WAR2555,Chennai,200,263,Once
INVALID_64,Mumbai,52,188,Image
WAR2557,Mumbai,206,260,Range
WAR2558,Mumbai,51,42,Need
WAR2559,Chennai,190,269,Clear
WAR2560,Mumbai,28,72,Require
WAR2561,Chennai,13,155,Always
WAR2562,Hyderabad,0,63,Recently
WAR2563,delhi,121,234,Executive
WAR2564,Mumbai,48,185,Help
WAR2565,Mumbai,129,114,Say
WAR2566,Hyderabad,177,288,Likely
WAR2567,Bangalore,184,109,All
WAR2568,Delhi,137,111,Ground
WAR2569,BANGALORE,172,274,Somebody
WAR2570,Hyderabad,137,284,From
WAR2571,MUMBAI,35,243,Five
WAR2572,Chennai,112,3,Nor
WAR2573,Mumbai,0,165,Environmental
INVALID_6,Bangalore,21,27,Role
WAR2575,Hyderabad,-1,109,Take
WAR2576,Hyderabad,129,181,Draw
WAR2577,Mumbai,169,138,Represent
WAR2578,Hyderabad,254,264,Care
INVALID_46,BANGALORE,215,288,Past
WAR2580,Mumbai,130,293,Recent
WAR2581,Delhi,106,12,Decide
WAR2582,Chennai,41,225,Should
WAR2583,Delhi,126,87,Herself
INVALID_33,Chennai,45,168,Local
WAR2585,Bangalore,59,232,First
WAR2586,Bangalore,202,267,Region
WAR2587,Hyderabad,129,95,Else
WAR2588,Bangalore,249,68,Center
WAR2589,Bangalore,37,218,Go
WAR2590,Mumbai,62,-1,Certain
WAR2591,Mumbai,281,264,Attack
WAR2592,Bangalore,88,87,High
WAR2593,Chennai,137,271,Cup
WAR2594,Chennai,130,252,A
WAR2595,Delhi,106,253,Situation
WAR2596,Hyderabad,118,6,Though
WAR2597,Bangalore,153,297,Ball
WAR2598,Hyderabad,120,224,Whatever
WAR2599,Delhi,146,230,Since
WAR2600,Chennai,207,111,Certain
WAR2601,Hyderabad,228,36,Dog
WAR2602,Mumbai,148,22,Under
WAR2603,Hyderabad,206,281,In
INVALID_4,Hyderabad,36,245,Dream
WAR2605,Chennai,137,178,End
WAR2606,Delhi,106,64,Give
WAR2607,Chennai,281,93,Administration
WAR2608,Hyderabad,244,54,Than
WAR2609,Hyderabad,78,139,Natural
WAR2610,Bangalore,63,145,Agree
WAR2611,Hyderabad,225,109,Travel
WAR2612,Delhi,291,256,Here
WAR2613,Bangalore,234,258,Argue
WAR2614,Bangalore,154,220,Leader
WAR1642,BANGALORE,90,54,Artist
WAR2616,Bangalore,62,155,Middle
WAR2617,Bangalore,282,101,Decide
WAR2618,Delhi,0,182,International
WAR2619,Mumbai,240,148,Yeah
WAR2620,Chennai,19,287,Think
WAR2621,Mumbai,76,282,Score
WAR2622,Bangalore,110,281,Avoid
WAR2623,Mumbai,256,230,Road
WAR2624,Chennai,168,160,Treat
WAR2625,Chennai,170,48,Seat
WAR2626,Chennai,260,23,View
WAR2627,Mumbai,233,95,Drug
WAR2628,Mumbai,192,58,Hand
WAR2629,Delhi,160,133,New
WAR2630,Delhi,102,128,Partner
WAR2631,Mumbai,219,0,Close
WAR2632,Hyderabad,255,187,Public
WAR2633,Bangalore,112,96,Good
WAR2634,Mumbai,242,179,Consider
WAR2635,Bangalore,82,39,Clearly
WAR2636,Delhi,131,232,Owner
WAR2637,bangalore,14,290,Either
WAR0409,Delhi,122,285,Like
WAR2639,MUMBAI,76,239,Dog
WAR1184,Hyderabad,274,45,Yet
WAR2641,Hyderabad,231,0,Some
WAR2642,Mumbai,66,187,Worry
WAR2643,Hyderabad,87,35,Have
WAR2644,CHENNAI,25,43,Audience
WAR2645,Chennai,213,219,Within
WAR2646,Mumbai,53,254,Network
WAR2647,Bangalore,85,300,That
WAR2648,Chennai,206,111,Certain
WAR2649,Hyderabad,128,46,Team
WAR2650,Mumbai,173,207,Discuss
WAR2651,Chennai,56,127,Quickly
WAR2652,Bangalore,22,296,Rich
WAR2653,Delhi,277,238,Such
WAR2654,Hyderabad,0,205,Situation
WAR2655,Delhi,46,-1,Model
WAR2656,Chennai,68,132,Air
WAR2657,Mumbai,59,298,Process
WAR2658,Bangalore,163,150,Son
WAR2659,Bangalore,98,228,Television
WAR2660,Mumbai,249,27,Style
WAR2661,Bangalore,54,32,Modern
WAR2662,Mumbai,213,135,Ever
WAR2663,Hyderabad,15,259,Control
WAR2664,Hyderabad,223,288,Draw
WAR2665,Delhi,172,14,Read
WAR2666,Hyderabad,81,112,Center
WAR2667,bangalore,65,232,Market
WAR2668,Chennai,42,149,Source
WAR2669,Mumbai,230,275,News
WAR2670,Hyderabad,68,275,Energy
WAR2671,Bangalore,167,-1,All
WAR2672,Delhi,2,39,Wish
WAR2673,Bangalore,277,247,Down
WAR2674,Chennai,25,116,Us
WAR2675,HYDERABAD,135,7,Hear
WAR2676,Delhi,296,162,Wife
WAR2677,Delhi,224,223,Science
WAR2678,Chennai,286,90,Order
WAR2679,Chennai,236,198,Firm
WAR2680,Hyderabad,132,170,Mention
WAR2681,Bangalore,298,243,Run
WAR2682,Hyderabad,216,41,Enter
WAR2683,Delhi,283,41,Bring
WAR0671,Bangalore,1,117,Just
WAR2685,Mumbai,277,139,Build
WAR0744,HYDERABAD,229,79,Realize
WAR2687,Delhi,225,96,Sound
WAR2688,Delhi,289,10,Since
WAR2689,MUMBAI,157,295,Role
WAR1841,Bangalore,181,9999,Record
WAR2691,Chennai,28,130,Again
WAR2692,Chennai,4,271,Prove
WAR2693,Delhi,108,98,Top
WAR2694,BANGALORE,264,36,Guess
WAR2695,Delhi,256,70,Class
WAR2696,Mumbai,279,169,Apply
WAR2697,Hyderabad,163,179,Commercial
WAR2698,Delhi,223,-1,Democrat
WAR2699,Bangalore,14,51,Situation
WAR2700,delhi,288,128,Him
WAR2701,Mumbai,227,41,Technology
WAR2702,Chennai,271,86,Program
WAR2703,Mumbai,0,199,Military
WAR2704,Chennai,68,274,Example
WAR2705,Bangalore,275,37,Less
WAR2706,Hyderabad,154,247,Use
WAR2707,Mumbai,15,233,Drug
WAR2708,Chennai,83,38,Security
WAR2595,Delhi,192,66,Lose
WAR2710,Mumbai,206,271,Then
WAR2711,Bangalore,33,105,Imagine
WAR2712,Delhi,183,272,Maybe
WAR2713,Delhi,8,266,Million
WAR2714,Hyderabad,25,143,Raise
WAR2715,DELHI,19,207,All
WAR2716,Chennai,193,275,Month
WAR2717,Mumbai,185,268,Everyone
WAR2718,Delhi,245,249,Produce
WAR2719,Delhi,-1,27,Cost
WAR2720,DELHI,61,118,Defense
WAR2721,Chennai,31,232,Half
INVALID_7,BANGALORE,216,201,Carry
WAR2723,DELHI,58,146,Any
WAR2724,Chennai,242,123,Message
WAR2725,Delhi,16,108,Describe
WAR2726,Hyderabad,71,230,Tell
WAR2727,Chennai,68,52,Single
WAR2728,Delhi,123,212,Low
WAR2729,Delhi,281,59,High
WAR2730,Delhi,36,217,Let
WAR2731,Mumbai,151,63,Possible
WAR2732,Bangalore,134,14,Several
WAR2733,Bangalore,244,45,Bed
WAR2734,Bangalore,130,236,Open
WAR2735,Bangalore,24,60,Want
WAR2736,Mumbai,9999,12,Site
WAR2737,Hyderabad,14,161,Threat
WAR2738,Mumbai,11,88,Big
WAR2739,Mumbai,228,292,Effort
WAR2740,mumbai,131,151,Exist
WAR2741,Delhi,138,298,My
WAR2742,Mumbai,1,212,At
WAR2743,Hyderabad,177,37,Week
WAR2744,Bangalore,181,266,So
WAR2745,Mumbai,55,251,Response
WAR2746,Bangalore,113,194,House
WAR2747,bangalore,63,3,Body
WAR2748,Delhi,273,158,Many
WAR2749,Bangalore,75,255,Close
WAR2750,chennai,133,2,Adult
WAR2751,Bangalore,9999,107,Her
INVALID_97,Mumbai,67,300,Attention
WAR2753,chennai,201,238,Successful
WAR2754,Mumbai,288,50,Tell
WAR2755,Bangalore,121,135,Red
WAR2756,Chennai,273,274,Social
WAR2757,Chennai,155,192,Since
WAR2758,Bangalore,240,78,Close
WAR2759,Mumbai,156,142,Music
WAR2760,Delhi,-1,152,Response
WAR0446,Hyderabad,223,92,Force
WAR2762,Hyderabad,121,263,Century
WAR2763,Mumbai,288,32,Be
WAR2764,Hyderabad,159,289,Once
WAR2765,Hyderabad,80,231,Field
WAR2766,Delhi,161,22,Study
WAR2767,Delhi,95,157,Choice
WAR2768,Delhi,233,131,Civil
WAR2769,Hyderabad,80,138,Oil
WAR2770,Delhi,112,147,News
WAR2771,Chennai,112,105,Husband
WAR2772,Chennai,113,241,Away
WAR2773,Bangalore,77,101,Difficult
WAR2774,Mumbai,108,101,Public
WAR2775,Chennai,3,61,Training
WAR2776,Bangalore,265,96,Skin
WAR2777,Bangalore,290,228,Mind
WAR1851,Chennai,243,0,And
WAR2779,Hyderabad,85,243,Themselves
WAR2780,Chennai,203,223,Gun
WAR2781,Bangalore,21,279,Policy
WAR2782,delhi,188,146,Control
WAR2783,Hyderabad,16,169,Brother
WAR2784,Bangalore,292,214,Community
WAR2785,Hyderabad,29,84,Hope
WAR2786,Bangalore,264,88,Beautiful
INVALID_59,Hyderabad,53,7,Second
WAR2788,Mumbai,169,6,During
WAR2789,Mumbai,92,9,Student
WAR2790,Hyderabad,13,92,International
WAR2791,Delhi,298,262,Realize
WAR2792,Chennai,-1,238,West
WAR2793,Delhi,24,9999,Join
WAR2794,HYDERABAD,284,182,Interest
WAR2795,Mumbai,244,48,Yet
WAR2796,Hyderabad,214,20,Drug
WAR2797,Chennai,298,124,Step
WAR2798,Mumbai,245,171,Bill
WAR2799,Delhi,283,97,Charge
WAR0163,Delhi,5,99,Cell
WAR2801,Chennai,30,241,Office
WAR2802,Mumbai,240,236,Cost
WAR2803,Hyderabad,31,247,Happen
WAR2804,Chennai,219,209,Town
WAR2805,Bangalore,201,19,Manage
WAR2806,Delhi,220,161,Think
WAR2807,mumbai,120,125,Single
WAR2808,Mumbai,105,76,Democrat
WAR2809,Delhi,121,82,Figure
WAR2810,Mumbai,85,0,Various
WAR2811,Bangalore,40,2,Small
WAR2812,Mumbai,32,276,Nothing
WAR2813,Chennai,289,120,White
WAR2814,Bangalore,97,164,Do
WAR2815,Mumbai,109,284,Without
INVALID_22,Chennai,-1,146,Boy
WAR2817,Bangalore,183,52,Note
WAR0665,Delhi,-1,162,Cost
WAR2819,Mumbai,150,70,Blood
WAR2820,Delhi,42,122,Lawyer
WAR2821,Mumbai,97,136,Great
WAR2822,Mumbai,120,187,Whose
INVALID_41,Bangalore,250,139,Away
WAR2824,Hyderabad,141,35,Stage
WAR2825,Bangalore,276,161,Which
WAR2826,chennai,161,208,Hour
WAR2827,Mumbai,148,27,Somebody
WAR2347,Delhi,6,269,Almost
WAR2829,Delhi,0,91,What
WAR2830,Mumbai,298,220,Per
WAR2831,Chennai,24,124,He
WAR2832,Chennai,288,120,Item
WAR2833,Hyderabad,53,109,Industry
WAR2834,Chennai,170,291,Language
WAR2835,Hyderabad,67,161,Property
WAR2836,Bangalore,-1,165,Leg
WAR2837,Delhi,186,238,Interest
WAR2838,Mumbai,40,68,Health
WAR2839,Delhi,68,300,Figure
WAR2840,hyderabad,7,142,Live
WAR2841,Bangalore,7,253,Week
WAR2842,Chennai,55,260,Forget
WAR2843,Chennai,244,269,Hour
WAR2844,Mumbai,233,298,Customer
WAR2845,Hyderabad,47,230,Our
WAR2846,Chennai,120,162,Great
WAR2847,bangalore,163,53,High
WAR2848,Mumbai,-1,40,Cause
WAR2849,Mumbai,9999,289,Play
WAR2850,Chennai,173,24,Attorney
WAR2851,Chennai,39,258,Spend
WAR2852,Chennai,31,74,Spring
WAR2853,Hyderabad,160,204,Cause
WAR2854,Delhi,218,137,Who
WAR2855,Mumbai,234,57,Grow
WAR2856,Hyderabad,236,97,Investment
WAR2857,Chennai,187,24,Fear
WAR2858,Bangalore,78,289,Left
WAR2859,Mumbai,230,133,Success
WAR2860,Hyderabad,195,75,Agent
WAR2861,Delhi,55,230,Hope
WAR2862,DELHI,130,242,Site
WAR2863,Hyderabad,286,47,Several
WAR2864,Hyderabad,177,-1,Prove
WAR2865,Delhi,272,7,Agreement
WAR2866,chennai,292,88,Think
